,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,FAM,0,Std-01,STD1,16.6679095533975,30000000
,A02,FAM,0,Std-01,STD1,16.6540819869017,30000000
,A03,FAM,0,Unkn-01,11.3_A,22.4967423015977,564962.864482651
,A04,FAM,0,Unkn-01,11.3_A,22.5176578253491,556944.822851679
,A05,FAM,0,Unkn-09,9.1_D,23.0523747809622,386463.150451718
,A06,FAM,0,Unkn-09,9.1_D,23.055803421036,385558.666002883
,A07,FAM,0,Unkn-17,5.1_C,22.9212692638441,422688.302404859
,A08,FAM,0,Unkn-17,5.1_C,23.3644562605819,312235.482532899
,A09,FAM,0,Unkn-25,7.5_C,22.6932753486735,493956.677920348
,A10,FAM,0,Unkn-25,7.5_C,22.8039734992908,457966.416556203
,A11,FAM,0,Unkn-33,9.3_A,22.1437094151879,719117.937094456
,A12,FAM,0,Unkn-33,9.3_A,22.231640941722,677176.73617832
,B01,FAM,0,Std-02,STD2,20.1106162608936,3000000
,B02,FAM,0,Std-02,STD2,20.0693004085391,3000000
,B03,FAM,0,Unkn-02,3.1_B,21.3048582885978,1275766.7393655
,B04,FAM,0,Unkn-02,3.1_B,21.2464356442834,1327734.15092207
,B05,FAM,0,Unkn-10,5.3_B,22.3554675990223,622229.013118951
,B06,FAM,0,Unkn-10,5.3_B,22.431037425598,590909.701592749
,B07,FAM,0,Unkn-18,15.3_A,23.4188955773922,300832.433348379
,B08,FAM,0,Unkn-18,15.3_A,23.2690223722763,333278.308794694
,B09,FAM,0,Unkn-26,13.2_B,22.6951783572524,493314.689699317
,B10,FAM,0,Unkn-26,13.2_B,22.7913958521408,461919.907316113
,B11,FAM,0,Unkn-34,17.5_C,22.8771747903352,435619.664571401
,B12,FAM,0,Unkn-34,17.5_C,22.8405247351746,446668.389487456
,C01,FAM,0,Std-03,STD3,23.4838468390367,300000
,C02,FAM,0,Std-03,STD3,23.4682531500159,300000
,C03,FAM,0,Unkn-03,9.1_C,22.3291298831967,633530.161451776
,C04,FAM,0,Unkn-03,9.1_C,22.1530136007186,714559.895313479
,C05,FAM,0,Unkn-11,15.2_C,22.7938188915169,461155.636193934
,C06,FAM,0,Unkn-11,15.2_C,22.7690954378794,469013.61070237
,C07,FAM,0,Unkn-19,3.3_C,24.468279025192,146847.810239994
,C08,FAM,0,Unkn-19,3.3_C,24.067647631838,193096.738758353
,C09,FAM,0,Unkn-27,10.6_A,23.3240192675776,320984.425971809
,C10,FAM,0,Unkn-27,10.6_A,23.2051874618047,348139.467612304
,C11,FAM,0,Unkn-35,9.4_D,23.7730922458074,236156.023044604
,C12,FAM,0,Unkn-35,9.4_D,23.4153231395703,301567.792364825
,D01,FAM,0,Std-04,STD4,26.7751319943377,30000
,D02,FAM,0,Std-04,STD4,26.7327580374677,30000
,D03,FAM,0,Unkn-04,8.1_A,23.8564602897165,223077.298885363
,D04,FAM,0,Unkn-04,8.1_A,23.8710526159854,220863.714745385
,D05,FAM,0,Unkn-12,10.6_D,22.2111172231598,686741.784989633
,D06,FAM,0,Unkn-12,10.6_D,21.791460111463,914845.536463944
,D07,FAM,0,Unkn-20,9.4_B,23.673250108798,252832.086901871
,D08,FAM,0,Unkn-20,9.4_B,23.5915365617347,267352.828868961
,D09,FAM,0,Unkn-28,5.4_D,23.2747713357169,331971.465370439
,D10,FAM,0,Unkn-28,5.4_D,23.2316994093645,341888.513847294
,D11,FAM,0,Unkn-36,9.5_B,22.0998639695693,740991.894067342
,D12,FAM,0,Unkn-36,9.5_B,22.003886271656,791224.367454934
,E01,FAM,0,Std-05,STD5,30.125192980601,3000
,E02,FAM,0,Std-05,STD5,29.9762005269139,3000
,E03,FAM,0,Unkn-05,12.2_A,21.2255974977144,1346777.62133592
,E04,FAM,0,Unkn-05,12.2_A,20.1643782607825,2781415.92782583
,E05,FAM,0,Unkn-13,9.2_C,23.0415315573774,389337.611715198
,E06,FAM,0,Unkn-13,9.2_C,23.1156420664004,370109.59915108
,E07,FAM,0,Unkn-21,13.3_B,23.240756158663,339778.946687705
,E08,FAM,0,Unkn-21,13.3_B,23.5939928425901,266904.41589006
,E09,FAM,0,Unkn-29,2.3_C,22.3622384096538,619356.471352119
,E10,FAM,0,Unkn-29,2.3_C,22.4070215050234,600688.129239329
,E11,FAM,0,Unkn-37,10.4_D,22.7535079286004,474036.542032164
,E12,FAM,0,Unkn-37,10.4_D,22.9444116018644,416055.798842374
,F01,FAM,0,Std-06,STD6,33.7599455776826,300
,F02,FAM,0,Std-06,STD6,33.467786746197,300
,F03,FAM,0,Unkn-06,15.5_A,20.2111818671374,2693857.50333783
,F04,FAM,0,Unkn-06,15.5_A,19.1637567041808,5511255.96261816
,F05,FAM,0,Unkn-14,14.5_D,22.6422330932422,511491.252749273
,F06,FAM,0,Unkn-14,14.5_D,22.9805419185078,405908.452906784
,F07,FAM,0,Unkn-22,15.2_A,23.0868932528058,377453.104508493
,F08,FAM,0,Unkn-22,15.2_A,23.1560297216982,360033.809949717
,F09,FAM,0,Unkn-30,17.3_D,23.2425823388614,339355.158403247
,F10,FAM,0,Unkn-30,17.3_D,23.4054483706711,303609.802844374
,F11,FAM,0,Unkn-38,5.2_C,23.0482113302281,387564.333079897
,F12,FAM,0,Unkn-38,5.2_C,22.7676314429949,469483.096121582
,G03,FAM,0,Unkn-07,3.1_C,22.6196361207111,519451.489882588
,G04,FAM,0,Unkn-07,3.1_C,22.4412278640913,586808.770833128
,G05,FAM,0,Unkn-15,17.3_A,21.5775346972528,1058865.67960981
,G06,FAM,0,Unkn-15,17.3_A,21.6909928392331,979865.521877636
,G07,FAM,0,Unkn-23,10.6_B,23.7506761305491,239801.631360206
,G08,FAM,0,Unkn-23,10.6_B,23.2025008481554,348779.25704258
,G09,FAM,0,Unkn-31,2.4_B,23.3392174135366,317667.766019614
,G10,FAM,0,Unkn-31,2.4_B,23.0290397415664,392675.615820351
,G11,FAM,0,Unkn-39,12.4_A,22.6069555873366,523972.60429409
,G12,FAM,0,Unkn-39,12.4_A,22.611770786505,522251.178585756
,H01,FAM,0,NTC-01,NEG,NaN,NaN
,H02,FAM,0,NTC-01,NEG,NaN,NaN
,H03,FAM,0,Unkn-08,7.1_D,22.3111107464022,641379.948807882
,H04,FAM,0,Unkn-08,7.1_D,22.1572457050091,712496.193553863
,H05,FAM,0,Unkn-16,13.4_D,23.3496889171789,315402.553358834
