,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,FAM,,Std-01,STD1,5048.98453861035,,Standard,Unassigned,False
,A02,FAM,,Std-01,STD1,5274.46179105438,,Standard,Unassigned,False
,A07,FAM,,Unkn-17,9.2_B,5191.2858554436,,Unknown,Unassigned,False
,A08,FAM,,Unkn-17,9.2_B,5067.48639434952,,Unknown,Unassigned,False
,A09,FAM,,Unkn-25,10.3_C,5354.87207050975,,Unknown,Unassigned,False
,A10,FAM,,Unkn-25,10.3_C,5333.26980524317,,Unknown,Unassigned,False
,A11,FAM,,Unkn-33,11.4_B,5173.73556550555,,Unknown,Unassigned,False
,A12,FAM,,Unkn-33,11.4_B,4858.26807506629,,Unknown,Unassigned,False
,B01,FAM,,Std-02,STD2,5088.12621869067,,Standard,Unassigned,False
,B02,FAM,,Std-02,STD2,5405.9920949351,,Standard,Unassigned,False
,B03,FAM,,Unkn-02,15.1_A,5076.70437903559,,Unknown,Unassigned,False
,B04,FAM,,Unkn-02,15.1_A,5462.39930977083,,Unknown,Unassigned,False
,B05,FAM,,Unkn-10,10.5_C,5247.21396612946,,Unknown,Unassigned,False
,B06,FAM,,Unkn-10,10.5_C,5428.84599365612,,Unknown,Unassigned,False
,B07,FAM,,Unkn-18,7.5_B,5610.55615688238,,Unknown,Unassigned,False
,B08,FAM,,Unkn-18,7.5_B,5509.04327395447,,Unknown,Unassigned,False
,B09,FAM,,Unkn-26,11.3_C,5538.23974910436,,Unknown,Unassigned,False
,B10,FAM,,Unkn-26,11.3_C,5430.82165096645,,Unknown,Unassigned,False
,B11,FAM,,Unkn-34,10.4_A,5117.23810735663,,Unknown,Unassigned,False
,B12,FAM,,Unkn-34,10.4_A,4987.15045104691,,Unknown,Unassigned,False
,C01,FAM,,Std-03,STD3,5232.63683967007,,Standard,Unassigned,False
,C02,FAM,,Std-03,STD3,5525.4241346054,,Standard,Unassigned,False
,C05,FAM,,Unkn-11,15.5_C,5484.62227238448,,Unknown,Unassigned,False
,C06,FAM,,Unkn-11,15.5_C,5436.83727575952,,Unknown,Unassigned,False
,C07,FAM,,Unkn-19,6.5_B,5541.82714904603,,Unknown,Unassigned,False
,C08,FAM,,Unkn-19,6.5_B,5620.77646440379,,Unknown,Unassigned,False
,C11,FAM,,Unkn-35,7.2_A,5111.3819076658,,Unknown,Unassigned,False
,C12,FAM,,Unkn-35,7.2_A,5590.16069083418,,Unknown,Unassigned,False
,D01,FAM,,Std-04,STD4,4906.44298101536,,Standard,Unassigned,False
,D02,FAM,,Std-04,STD4,5299.57226112243,,Standard,Unassigned,False
,D03,FAM,,Unkn-04,9.3_D,5183.72350545902,,Unknown,Unassigned,False
,D04,FAM,,Unkn-04,9.3_D,5342.24510525536,,Unknown,Unassigned,False
,D05,FAM,,Unkn-12,10.2_C,5337.22756718972,,Unknown,Unassigned,False
,D06,FAM,,Unkn-12,10.2_C,5701.8898188621,,Unknown,Unassigned,False
,D11,FAM,,Unkn-36,5.6_B,5172.34650028355,,Unknown,Unassigned,False
,D12,FAM,,Unkn-36,5.6_B,5395.78001292731,,Unknown,Unassigned,False
,E01,FAM,,Std-05,STD5,4367.47158483076,,Standard,Unassigned,False
,E02,FAM,,Std-05,STD5,4459.73796579332,,Standard,Unassigned,False
,E03,FAM,,Unkn-05,12.5_D,5326.58223213253,,Unknown,Unassigned,False
,E04,FAM,,Unkn-05,12.5_D,5415.78509710214,,Unknown,Unassigned,False
,E05,FAM,,Unkn-13,6.5_C,5392.22017057172,,Unknown,Unassigned,False
,E06,FAM,,Unkn-13,6.5_C,5650.79497572483,,Unknown,Unassigned,False
,E07,FAM,,Unkn-21,3.4_D,5571.78675081094,,Unknown,Unassigned,False
,E08,FAM,,Unkn-21,3.4_D,5231.6692348149,,Unknown,Unassigned,False
,E09,FAM,,Unkn-29,10.5_A,5561.63652080679,,Unknown,Unassigned,False
,E10,FAM,,Unkn-29,10.5_A,5601.40395179609,,Unknown,Unassigned,False
,E11,FAM,,Unkn-37,9.2_D,5644.18800074461,,Unknown,Unassigned,False
,E12,FAM,,Unkn-37,9.2_D,5449.64263338919,,Unknown,Unassigned,False
,F01,FAM,,Std-06,STD6,3307.42665005132,,Standard,Unassigned,False
,F02,FAM,,Std-06,STD6,3045.04281837605,,Standard,Unassigned,False
,F05,FAM,,Unkn-14,5.4_A,4969.68304746025,,Unknown,Unassigned,False
,F06,FAM,,Unkn-14,5.4_A,5406.35113767248,,Unknown,Unassigned,False
,F07,FAM,,Unkn-22,13.1_B,5597.3814302085,,Unknown,Unassigned,False
,F08,FAM,,Unkn-22,13.1_B,5287.83808298646,,Unknown,Unassigned,False
,F09,FAM,,Unkn-30,6.2_D,5707.89233093268,,Unknown,Unassigned,False
,F10,FAM,,Unkn-30,6.2_D,5329.88055584918,,Unknown,Unassigned,False
,F11,FAM,,Unkn-38,13.2_A,5427.44479163647,,Unknown,Unassigned,False
,F12,FAM,,Unkn-38,13.2_A,5398.97600716113,,Unknown,Unassigned,False
,G05,FAM,,Unkn-15,2.3_B,5125.55738425732,,Unknown,Unassigned,False
,G06,FAM,,Unkn-15,2.3_B,5317.14238652297,,Unknown,Unassigned,False
,G07,FAM,,Unkn-23,12.4_C,5269.17943184607,,Unknown,Unassigned,False
,G08,FAM,,Unkn-23,12.4_C,5443.51851441769,,Unknown,Unassigned,False
,G09,FAM,,Unkn-31,5.2_D,5325.5588514404,,Unknown,Unassigned,False
,G10,FAM,,Unkn-31,5.2_D,5406.09947306723,,Unknown,Unassigned,False
,H01,FAM,,NTC-01,NEG,-6.37997070061874,,NTC,Unassigned,False
,H02,FAM,,NTC-01,NEG,-14.4663573668182,,NTC,Unassigned,False
,H03,FAM,,Unkn-08,9.3_B,4607.27964235868,,Unknown,Unassigned,False
,H04,FAM,,Unkn-08,9.3_B,4881.74356474912,,Unknown,Unassigned,False
,H05,FAM,,Unkn-16,7.4_B,5079.07412070277,,Unknown,Unassigned,False
,H06,FAM,,Unkn-16,7.4_B,4817.80293844547,,Unknown,Unassigned,False
,H09,FAM,,Unkn-32,6.3_C,4777.42722620252,,Unknown,Unassigned,False
,H10,FAM,,Unkn-32,6.3_C,5201.0763681409,,Unknown,Unassigned,False
,H11,FAM,,Unkn-40,15.5_D,5244.39941704165,,Unknown,Unassigned,False
,H12,FAM,,Unkn-40,15.5_D,5281.11744900453,,Unknown,Unassigned,False
