,Data Set,Target,Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
,1-FAM,0,10.1_A,,0.0252098244004098,-5.30987012066753,0.00101714590610819,0.00119632630963406,NaN,0.000719230767665238,0.000845930446054123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.0433035333403,0.0580232556835901,0.0410286375603874,NaN
,1-FAM,0,10.1_C,,0.0121585572675753,-6.36188414079588,0.000373554318744487,0.000521512004830996,NaN,0.000264142791925747,0.000368764675086189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,23.0919658143013,0.0441835264558465,0.0312424711736643,NaN
,1-FAM,0,10.4_B,,0.0117957648669235,-6.40558722020619,0.000121771089267356,0.000375757010949901,NaN,8.61051629734197E-05,0.000265700330521063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,23.135529654766,0.0148459072369282,0.0104976416800984,NaN
,1-FAM,0,10.4_C,,0.0145522910179999,-6.10260989024147,0.000916470279824392,0.00100721414584778,NaN,0.00064804234961976,0.000712207952635983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.8335176170542,0.0905681868049479,0.0640413790495487,NaN
,1-FAM,0,10.5_D,,0.0167224869432432,-5.9020667709518,0.00474823271150966,0.00477088283201255,NaN,0.00335750754896027,0.00337352360276255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.6336134324316,0.408337991852707,0.288738563055146,NaN
,1-FAM,0,11.2_D,,0.0105632429382397,-6.56480337660515,2.8475621712499E-05,0.000327488129177914,NaN,2.01353052114109E-05,0.000231569076899799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,23.2942385450855,0.00387672152314134,0.00274125607778508,NaN
,1-FAM,0,11.3_B,,0.0101240899692159,-6.62606395643466,7.89451636882244E-05,0.000325326245503089,NaN,5.58226605858255E-05,0.000230040394293194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,23.3553039473975,0.0112139390730432,0.00792945236236164,NaN
,1-FAM,0,12.2_D,,0.0321913051629521,-4.95718511920496,0.0171085253926335,0.0171249900649888,NaN,0.0120975543212334,0.0121091966027058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.6917421938352,0.76429787517685,0.54044021038402,NaN
,1-FAM,0,12.5_B,,0.0172011215609437,-5.86135355405322,0.000239008668588145,0.000531146733666582,NaN,0.000169004650321046,0.000375577457180725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.5930299287128,0.0199823032791834,0.0141296221524367,NaN
,1-FAM,0,13.2_C,,0.0089515732399388,-6.80364302619629,0.000801424103407065,0.000851105042437555,NaN,0.000566692418125485,0.00060182214700966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,23.5323172464451,0.128751319696267,0.0910409312439473,NaN
