,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,VIC,,Std-01,STD1,5025.28532724852,,Standard,Unassigned,False
,A02,VIC,,Std-01,STD1,5186.7604189752,,Standard,Unassigned,False
,A03,VIC,,Unkn-01,12.4_B,3181.61128368209,,Unknown,Unassigned,False
,A04,VIC,,Unkn-01,12.4_B,3236.04642924425,,Unknown,Unassigned,False
,A05,VIC,,Unkn-09,5.1_B,3152.12188844519,,Unknown,Unassigned,False
,A06,VIC,,Unkn-09,5.1_B,3244.39559977665,,Unknown,Unassigned,False
,A07,VIC,,Unkn-17,7.4_C,3403.04290401072,,Unknown,Unassigned,False
,A08,VIC,,Unkn-17,7.4_C,3279.49538420221,,Unknown,Unassigned,False
,A09,VIC,,Unkn-25,9.1_B,3792.41556002075,,Unknown,Unassigned,False
,A10,VIC,,Unkn-25,9.1_B,3875.2687419633,,Unknown,Unassigned,False
,A11,VIC,,Unkn-33,11.4_A,3288.46360407556,,Unknown,Unassigned,False
,A12,VIC,,Unkn-33,11.4_A,2831.51097655802,,Unknown,Unassigned,False
,B01,VIC,,Std-02,STD2,4824.28521487636,,Standard,Unassigned,False
,B02,VIC,,Std-02,STD2,5145.40526922349,,Standard,Unassigned,False
,B03,VIC,,Unkn-02,11.1_D,3140.01733090597,,Unknown,Unassigned,False
,B04,VIC,,Unkn-02,11.1_D,3459.20356960435,,Unknown,Unassigned,False
,B05,VIC,,Unkn-10,9.1_A,3858.22798988292,,Unknown,Unassigned,False
,B06,VIC,,Unkn-10,9.1_A,3778.92804894833,,Unknown,Unassigned,False
,B07,VIC,,Unkn-18,11.1_C,3562.27286199464,,Unknown,Unassigned,False
,B08,VIC,,Unkn-18,11.1_C,3526.06625299642,,Unknown,Unassigned,False
,B09,VIC,,Unkn-26,17.4_B,4025.61191602066,,Unknown,Unassigned,False
,B10,VIC,,Unkn-26,17.4_B,3981.77202974011,,Unknown,Unassigned,False
,C01,VIC,,Std-03,STD3,4583.90733972487,,Standard,Unassigned,False
,C02,VIC,,Std-03,STD3,4734.55523676,,Standard,Unassigned,False
,C03,VIC,,Unkn-03,10.6_C,3821.4599639475,,Unknown,Unassigned,False
,C04,VIC,,Unkn-03,10.6_C,3908.62162586497,,Unknown,Unassigned,False
,C09,VIC,,Unkn-27,6.5_A,3860.09363711485,,Unknown,Unassigned,False
,C10,VIC,,Unkn-27,6.5_A,3855.34294277046,,Unknown,Unassigned,False
,C11,VIC,,Unkn-35,13.3_C,3260.13471566957,,Unknown,Unassigned,False
,C12,VIC,,Unkn-35,13.3_C,3426.08647418702,,Unknown,Unassigned,False
,D01,VIC,,Std-04,STD4,3956.37000393328,,Standard,Unassigned,False
,D02,VIC,,Std-04,STD4,4251.46843257128,,Standard,Unassigned,False
,D03,VIC,,Unkn-04,7.3_C,3409.82013356301,,Unknown,Unassigned,False
,D04,VIC,,Unkn-04,7.3_C,3529.10167276476,,Unknown,Unassigned,False
,D05,VIC,,Unkn-12,11.2_B,3521.64075719791,,Unknown,Unassigned,False
,D06,VIC,,Unkn-12,11.2_B,3570.28802148504,,Unknown,Unassigned,False
,D07,VIC,,Unkn-20,11.4_D,3659.81353908641,,Unknown,Unassigned,False
,D08,VIC,,Unkn-20,11.4_D,3595.84074330991,,Unknown,Unassigned,False
,D09,VIC,,Unkn-28,3.3_A,3593.8953745609,,Unknown,Unassigned,False
,D10,VIC,,Unkn-28,3.3_A,3612.31285136491,,Unknown,Unassigned,False
,E01,VIC,,Std-05,STD5,3428.80064280398,,Standard,Unassigned,False
,E02,VIC,,Std-05,STD5,3067.83832637559,,Standard,Unassigned,False
,E05,VIC,,Unkn-13,6.3_B,3427.19201710598,,Unknown,Unassigned,False
,E06,VIC,,Unkn-13,6.3_B,3634.54836074059,,Unknown,Unassigned,False
,E07,VIC,,Unkn-21,7.3_D,3628.59304465198,,Unknown,Unassigned,False
,E08,VIC,,Unkn-21,7.3_D,3411.20664440484,,Unknown,Unassigned,False
,E09,VIC,,Unkn-29,17.4_A,3969.41649682441,,Unknown,Unassigned,False
,E10,VIC,,Unkn-29,17.4_A,4146.43379371023,,Unknown,Unassigned,False
,E11,VIC,,Unkn-37,8.1_D,3471.52317653159,,Unknown,Unassigned,False
,E12,VIC,,Unkn-37,8.1_D,3339.04972240275,,Unknown,Unassigned,False
,F01,VIC,,Std-06,STD6,2390.48138524173,,Standard,Unassigned,False
,F02,VIC,,Std-06,STD6,2365.04061210722,,Standard,Unassigned,False
,F03,VIC,,Unkn-06,3.4_B,3516.13722673098,,Unknown,Unassigned,False
,F04,VIC,,Unkn-06,3.4_B,3655.5808084851,,Unknown,Unassigned,False
,F07,VIC,,Unkn-22,13.3_A,3342.12514217411,,Unknown,Unassigned,False
,F08,VIC,,Unkn-22,13.3_A,3244.82727340134,,Unknown,Unassigned,False
,F09,VIC,,Unkn-30,2.4_D,3627.61363517501,,Unknown,Unassigned,False
,F10,VIC,,Unkn-30,2.4_D,3322.46530429344,,Unknown,Unassigned,False
,F11,VIC,,Unkn-38,9.5_D,3337.61192562113,,Unknown,Unassigned,False
,F12,VIC,,Unkn-38,9.5_D,3345.92246600847,,Unknown,Unassigned,False
,G05,VIC,,Unkn-15,3.2_D,3325.49763930414,,Unknown,Unassigned,False
,G06,VIC,,Unkn-15,3.2_D,3396.39960020616,,Unknown,Unassigned,False
,G07,VIC,,Unkn-23,10.1_B,3815.51237438064,,Unknown,Unassigned,False
,G08,VIC,,Unkn-23,10.1_B,4043.63679102835,,Unknown,Unassigned,False
,G09,VIC,,Unkn-31,12.6_C,3336.75163329958,,Unknown,Unassigned,False
,G10,VIC,,Unkn-31,12.6_C,3321.06775910931,,Unknown,Unassigned,False
,G11,VIC,,Unkn-39,9.5_C,3450.88403691004,,Unknown,Unassigned,False
,G12,VIC,,Unkn-39,9.5_C,3258.63540306753,,Unknown,Unassigned,False
,H01,VIC,,NTC-01,NEG,-1.10154025068632,,NTC,Unassigned,False
,H02,VIC,,NTC-01,NEG,50.1309688097692,,NTC,Unassigned,False
,H03,VIC,,Unkn-08,5.5_C,2970.89719906758,,Unknown,Unassigned,False
,H04,VIC,,Unkn-08,5.5_C,3169.50104550167,,Unknown,Unassigned,False
,H05,VIC,,Unkn-16,2.2_C,3260.99122140145,,Unknown,Unassigned,False
,H06,VIC,,Unkn-16,2.2_C,3156.55259542839,,Unknown,Unassigned,False
,H07,VIC,,Unkn-24,12.5_A,3272.23058593555,,Unknown,Unassigned,False
,H08,VIC,,Unkn-24,12.5_A,3217.81722461717,,Unknown,Unassigned,False
,H09,VIC,,Unkn-32,8.2_D,3057.53206378789,,Unknown,Unassigned,False
,H10,VIC,,Unkn-32,8.2_D,3309.41777387001,,Unknown,Unassigned,False
,H11,VIC,,Unkn-40,13.2_D,3312.09999387118,,Unknown,Unassigned,False
,H12,VIC,,Unkn-40,13.2_D,3353.11408616087,,Unknown,Unassigned,False
