,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,FAM,0,Std-01,STD1,5116.94941273072,,Standard,Unassigned,False
,A02,FAM,0,Std-01,STD1,5302.01989155666,,Standard,Unassigned,False
,A03,FAM,0,Unkn-01,7.2_D,5005.51759707125,,Unknown,Unassigned,False
,A04,FAM,0,Unkn-01,7.2_D,5124.03769164656,,Unknown,Unassigned,False
,A05,FAM,0,Unkn-09,2.3_D,5140.25992890162,,Unknown,Unassigned,False
,A06,FAM,0,Unkn-09,2.3_D,5198.98976863355,,Unknown,Unassigned,False
,A07,FAM,0,Unkn-17,5.4_C,5557.10713719693,,Unknown,Unassigned,False
,A08,FAM,0,Unkn-17,5.4_C,5138.60315331811,,Unknown,Unassigned,False
,A09,FAM,0,Unkn-25,8.1_B,5451.13172424806,,Unknown,Unassigned,False
,A10,FAM,0,Unkn-25,8.1_B,5429.49970649128,,Unknown,Unassigned,False
,A11,FAM,0,Unkn-33,2.2_A,5152.61910129931,,Unknown,Unassigned,False
,A12,FAM,0,Unkn-33,2.2_A,5220.56350000084,,Unknown,Unassigned,False
,B01,FAM,0,Std-02,STD2,5319.0692862581,,Standard,Unassigned,False
,B02,FAM,0,Std-02,STD2,5340.67605444487,,Standard,Unassigned,False
,B03,FAM,0,Unkn-02,10.2_A,4884.62431935098,,Unknown,Unassigned,False
,B04,FAM,0,Unkn-02,10.2_A,5583.09364191329,,Unknown,Unassigned,False
,B05,FAM,0,Unkn-10,9.3_C,5669.10189018676,,Unknown,Unassigned,False
,B06,FAM,0,Unkn-10,9.3_C,5536.72234643794,,Unknown,Unassigned,False
,B07,FAM,0,Unkn-18,10.2_D,5567.72408868714,,Unknown,Unassigned,False
,B08,FAM,0,Unkn-18,10.2_D,5658.36266213965,,Unknown,Unassigned,False
,B09,FAM,0,Unkn-26,13.4_C,5529.03132706106,,Unknown,Unassigned,False
,B10,FAM,0,Unkn-26,13.4_C,5545.84785460809,,Unknown,Unassigned,False
,B11,FAM,0,Unkn-34,10.5_B,5358.06723161611,,Unknown,Unassigned,False
,B12,FAM,0,Unkn-34,10.5_B,5371.01675902532,,Unknown,Unassigned,False
,C01,FAM,0,Std-03,STD3,5321.61473448235,,Standard,Unassigned,False
,C02,FAM,0,Std-03,STD3,5293.62043831207,,Standard,Unassigned,False
,C03,FAM,0,Unkn-03,7.5_A,5195.22507313062,,Unknown,Unassigned,False
,C04,FAM,0,Unkn-03,7.5_A,5455.20250358075,,Unknown,Unassigned,False
,C05,FAM,0,Unkn-11,10.2_B,5372.27542554234,,Unknown,Unassigned,False
,C06,FAM,0,Unkn-11,10.2_B,5547.22138127625,,Unknown,Unassigned,False
,C07,FAM,0,Unkn-19,7.2_B,5561.18974407667,,Unknown,Unassigned,False
,C08,FAM,0,Unkn-19,7.2_B,5520.63133511359,,Unknown,Unassigned,False
,C09,FAM,0,Unkn-27,14.5_B,5562.74871905508,,Unknown,Unassigned,False
,C10,FAM,0,Unkn-27,14.5_B,5483.82026250439,,Unknown,Unassigned,False
,C11,FAM,0,Unkn-35,11.2_C,5143.57488415253,,Unknown,Unassigned,False
,C12,FAM,0,Unkn-35,11.2_C,5213.24740916132,,Unknown,Unassigned,False
,D01,FAM,0,Std-04,STD4,5107.80462604987,,Standard,Unassigned,False
,D02,FAM,0,Std-04,STD4,5065.6935936948,,Standard,Unassigned,False
,D03,FAM,0,Unkn-04,13.1_A,5189.89976947348,,Unknown,Unassigned,False
,D04,FAM,0,Unkn-04,13.1_A,5628.66024493661,,Unknown,Unassigned,False
,D05,FAM,0,Unkn-12,17.5_D,5569.3282443157,,Unknown,Unassigned,False
,D06,FAM,0,Unkn-12,17.5_D,5724.23472514334,,Unknown,Unassigned,False
,D07,FAM,0,Unkn-20,6.2_A,5541.6455698311,,Unknown,Unassigned,False
,D08,FAM,0,Unkn-20,6.2_A,5630.30068954621,,Unknown,Unassigned,False
,D09,FAM,0,Unkn-28,5.5_D,5678.10598004624,,Unknown,Unassigned,False
,D10,FAM,0,Unkn-28,5.5_D,5649.23826031555,,Unknown,Unassigned,False
,D11,FAM,0,Unkn-36,11.2_A,5475.8553909793,,Unknown,Unassigned,False
,D12,FAM,0,Unkn-36,11.2_A,5125.0650037538,,Unknown,Unassigned,False
,E01,FAM,0,Std-05,STD5,4729.03016512767,,Standard,Unassigned,False
,E02,FAM,0,Std-05,STD5,4565.37355675307,,Standard,Unassigned,False
,E03,FAM,0,Unkn-05,17.4_D,5484.91854833592,,Unknown,Unassigned,False
,E04,FAM,0,Unkn-05,17.4_D,5510.48052656338,,Unknown,Unassigned,False
,E05,FAM,0,Unkn-13,14.5_A,5650.85964381201,,Unknown,Unassigned,False
,E06,FAM,0,Unkn-13,14.5_A,5716.63887467508,,Unknown,Unassigned,False
,E07,FAM,0,Unkn-21,15.1_D,5718.6572410118,,Unknown,Unassigned,False
,E08,FAM,0,Unkn-21,15.1_D,4996.67507956714,,Unknown,Unassigned,False
,E09,FAM,0,Unkn-29,5.1_D,5580.7961111807,,Unknown,Unassigned,False
,E10,FAM,0,Unkn-29,5.1_D,5736.72980635204,,Unknown,Unassigned,False
,E11,FAM,0,Unkn-37,17.3_B,5578.25518018753,,Unknown,Unassigned,False
,E12,FAM,0,Unkn-37,17.3_B,5840.5465131037,,Unknown,Unassigned,False
,F01,FAM,0,Std-06,STD6,3417.45707294316,,Standard,Unassigned,False
,F02,FAM,0,Std-06,STD6,3471.96898750932,,Standard,Unassigned,False
,F03,FAM,0,Unkn-06,7.4_A,5620.00696411822,,Unknown,Unassigned,False
,F04,FAM,0,Unkn-06,7.4_A,5632.48129615367,,Unknown,Unassigned,False
,F07,FAM,0,Unkn-22,7.3_B,5506.53317190615,,Unknown,Unassigned,False
,F08,FAM,0,Unkn-22,7.3_B,5198.30879432084,,Unknown,Unassigned,False
,F09,FAM,0,Unkn-30,5.3_C,5610.02530339306,,Unknown,Unassigned,False
,F10,FAM,0,Unkn-30,5.3_C,5506.74585102158,,Unknown,Unassigned,False
,G03,FAM,0,Unkn-07,3.1_D,4959.32472745648,,Unknown,Unassigned,False
,G04,FAM,0,Unkn-07,3.1_D,5373.1754604561,,Unknown,Unassigned,False
,G05,FAM,0,Unkn-15,13.4_A,5374.68558465693,,Unknown,Unassigned,False
,G06,FAM,0,Unkn-15,13.4_A,5429.4841079151,,Unknown,Unassigned,False
