,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,VIC,,Std-01,STD1,6180.70684081355,,Standard,Unassigned,False
,A02,VIC,,Std-01,STD1,6252.90716253389,,Standard,Unassigned,False
,A07,VIC,,Unkn-17,9.2_B,3845.20046299802,,Unknown,Unassigned,False
,A08,VIC,,Unkn-17,9.2_B,3706.79554424855,,Unknown,Unassigned,False
,A09,VIC,,Unkn-25,10.3_C,3873.52476076423,,Unknown,Unassigned,False
,A10,VIC,,Unkn-25,10.3_C,3804.55553383683,,Unknown,Unassigned,False
,A11,VIC,,Unkn-33,11.4_B,3728.82462251407,,Unknown,Unassigned,False
,A12,VIC,,Unkn-33,11.4_B,3468.0987971428,,Unknown,Unassigned,False
,B01,VIC,,Std-02,STD2,5676.94111803169,,Standard,Unassigned,False
,B02,VIC,,Std-02,STD2,5932.95880824659,,Standard,Unassigned,False
,B03,VIC,,Unkn-02,15.1_A,3836.43438308803,,Unknown,Unassigned,False
,B04,VIC,,Unkn-02,15.1_A,4128.18371462996,,Unknown,Unassigned,False
,B05,VIC,,Unkn-10,10.5_C,4425.32809642501,,Unknown,Unassigned,False
,B06,VIC,,Unkn-10,10.5_C,4520.0031036908,,Unknown,Unassigned,False
,B07,VIC,,Unkn-18,7.5_B,4108.66709217392,,Unknown,Unassigned,False
,B08,VIC,,Unkn-18,7.5_B,4063.74070548259,,Unknown,Unassigned,False
,B09,VIC,,Unkn-26,11.3_C,4037.91736879927,,Unknown,Unassigned,False
,B10,VIC,,Unkn-26,11.3_C,4021.75154189272,,Unknown,Unassigned,False
,B11,VIC,,Unkn-34,10.4_A,4208.14353262577,,Unknown,Unassigned,False
,B12,VIC,,Unkn-34,10.4_A,4117.29799326521,,Unknown,Unassigned,False
,C01,VIC,,Std-03,STD3,5325.8466219087,,Standard,Unassigned,False
,C02,VIC,,Std-03,STD3,5559.54497140707,,Standard,Unassigned,False
,C05,VIC,,Unkn-11,15.5_C,3928.43756194792,,Unknown,Unassigned,False
,C06,VIC,,Unkn-11,15.5_C,3917.73927905979,,Unknown,Unassigned,False
,C07,VIC,,Unkn-19,6.5_B,4616.61409479518,,Unknown,Unassigned,False
,C08,VIC,,Unkn-19,6.5_B,4663.75874633359,,Unknown,Unassigned,False
,C11,VIC,,Unkn-35,7.2_A,3713.19780275498,,Unknown,Unassigned,False
,C12,VIC,,Unkn-35,7.2_A,3992.17011051742,,Unknown,Unassigned,False
,D01,VIC,,Std-04,STD4,4437.98483581326,,Standard,Unassigned,False
,D02,VIC,,Std-04,STD4,4788.34039181034,,Standard,Unassigned,False
,D03,VIC,,Unkn-04,9.3_D,4294.9398637495,,Unknown,Unassigned,False
,D04,VIC,,Unkn-04,9.3_D,4468.06268636426,,Unknown,Unassigned,False
,D05,VIC,,Unkn-12,10.2_C,3755.93400310969,,Unknown,Unassigned,False
,D06,VIC,,Unkn-12,10.2_C,3953.34241844342,,Unknown,Unassigned,False
,D11,VIC,,Unkn-36,5.6_B,3761.82310221142,,Unknown,Unassigned,False
,D12,VIC,,Unkn-36,5.6_B,3880.68448041084,,Unknown,Unassigned,False
,E01,VIC,,Std-05,STD5,3547.60776648596,,Standard,Unassigned,False
,E02,VIC,,Std-05,STD5,3520.35294731287,,Standard,Unassigned,False
,E03,VIC,,Unkn-05,12.5_D,3862.99628508702,,Unknown,Unassigned,False
,E04,VIC,,Unkn-05,12.5_D,3946.57445693322,,Unknown,Unassigned,False
,E05,VIC,,Unkn-13,6.5_C,4409.45843235575,,Unknown,Unassigned,False
,E06,VIC,,Unkn-13,6.5_C,4570.22587663277,,Unknown,Unassigned,False
,E07,VIC,,Unkn-21,3.4_D,4041.07197416617,,Unknown,Unassigned,False
,E08,VIC,,Unkn-21,3.4_D,3811.56087770249,,Unknown,Unassigned,False
,E09,VIC,,Unkn-29,10.5_A,4519.28491019422,,Unknown,Unassigned,False
,E10,VIC,,Unkn-29,10.5_A,4563.2545348782,,Unknown,Unassigned,False
,E11,VIC,,Unkn-37,9.2_D,3994.76065581779,,Unknown,Unassigned,False
,E12,VIC,,Unkn-37,9.2_D,3913.52687436525,,Unknown,Unassigned,False
,F01,VIC,,Std-06,STD6,2659.97076739798,,Standard,Unassigned,False
,F02,VIC,,Std-06,STD6,2355.81481327308,,Standard,Unassigned,False
,F05,VIC,,Unkn-14,5.4_A,3611.14151460658,,Unknown,Unassigned,False
,F06,VIC,,Unkn-14,5.4_A,3858.7126791143,,Unknown,Unassigned,False
,F07,VIC,,Unkn-22,13.1_B,4085.84166543013,,Unknown,Unassigned,False
,F08,VIC,,Unkn-22,13.1_B,3874.03346965099,,Unknown,Unassigned,False
,F09,VIC,,Unkn-30,6.2_D,4173.08152073117,,Unknown,Unassigned,False
,F10,VIC,,Unkn-30,6.2_D,3913.34254859992,,Unknown,Unassigned,False
,F11,VIC,,Unkn-38,13.2_A,3848.03448046918,,Unknown,Unassigned,False
,F12,VIC,,Unkn-38,13.2_A,3753.45137065903,,Unknown,Unassigned,False
,G05,VIC,,Unkn-15,2.3_B,3685.23281923804,,Unknown,Unassigned,False
,G06,VIC,,Unkn-15,2.3_B,3827.45460373925,,Unknown,Unassigned,False
,G07,VIC,,Unkn-23,12.4_C,3927.59979041117,,Unknown,Unassigned,False
,G08,VIC,,Unkn-23,12.4_C,3936.62726690243,,Unknown,Unassigned,False
,G09,VIC,,Unkn-31,5.2_D,3841.62672211117,,Unknown,Unassigned,False
,G10,VIC,,Unkn-31,5.2_D,3921.18460475683,,Unknown,Unassigned,False
,H01,VIC,,NTC-01,NEG,-0.805390651744801,,NTC,Unassigned,False
,H02,VIC,,NTC-01,NEG,888.462642625941,,NTC,Unassigned,False
,H03,VIC,,Unkn-08,9.3_B,3789.31219444341,,Unknown,Unassigned,False
,H04,VIC,,Unkn-08,9.3_B,4057.15248977484,,Unknown,Unassigned,False
,H05,VIC,,Unkn-16,7.4_B,3604.26905721139,,Unknown,Unassigned,False
,H06,VIC,,Unkn-16,7.4_B,3479.97402758827,,Unknown,Unassigned,False
,H09,VIC,,Unkn-32,6.3_C,3449.61753767487,,Unknown,Unassigned,False
,H10,VIC,,Unkn-32,6.3_C,3705.22801889556,,Unknown,Unassigned,False
,H11,VIC,,Unkn-40,15.5_D,3587.23032786469,,Unknown,Unassigned,False
,H12,VIC,,Unkn-40,15.5_D,3634.97071833129,,Unknown,Unassigned,False
