,Fluor,Efficiency %,Slope,Y-Intercept,R^2
,FAM,97.2222272299115,-3.39033780668581,42.0819164948363,0.998961751278534
,VIC,96.4708710107367,-3.40949961701616,43.5851063599828,0.999211664959571
