,Fluor,Efficiency %,Slope,Y-Intercept,R^2
,FAM,99.6806547141476,-3.32960426565536,41.9014082183418,0.999003541138916
,VIC,97.4678977031139,-3.38413480795349,43.5441649445178,0.998965152681997
