,Fluor,Efficiency %,Slope,Y-Intercept,R^2
,FAM,99.11172732006,-3.34339874738871,41.4802743375711,0.999240212982503
,VIC,99.4177111016988,-3.33596065637306,42.8420842992118,0.999614434954805
