,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,VIC,,Std-01,STD1,2987.60865537463,,Standard,Unassigned,False
,A02,VIC,,Std-01,STD1,3080.82233146188,,Standard,Unassigned,False
,A03,VIC,,Unkn-01,15.3_D,2024.54016478226,,Unknown,Unassigned,False
,A04,VIC,,Unkn-01,15.3_D,2148.09432647687,,Unknown,Unassigned,False
,A05,VIC,,Unkn-09,5.5_A,2151.23399781302,,Unknown,Unassigned,False
,A06,VIC,,Unkn-09,5.5_A,2175.60765224164,,Unknown,Unassigned,False
,A07,VIC,,Unkn-17,6.3_D,2099.65505731582,,Unknown,Unassigned,False
,A08,VIC,,Unkn-17,6.3_D,2017.50360715419,,Unknown,Unassigned,False
,A09,VIC,,Unkn-25,10.1_C,2276.20391837184,,Unknown,Unassigned,False
,A10,VIC,,Unkn-25,10.1_C,2424.97512909669,,Unknown,Unassigned,False
,A11,VIC,,Unkn-33,15.1_C,2200.49915344436,,Unknown,Unassigned,False
,A12,VIC,,Unkn-33,15.1_C,2195.31869983961,,Unknown,Unassigned,False
,B01,VIC,,Std-02,STD2,2887.08931389276,,Standard,Unassigned,False
,B02,VIC,,Std-02,STD2,3060.29165112866,,Standard,Unassigned,False
,B03,VIC,,Unkn-02,10.1_A,2440.85497228799,,Unknown,Unassigned,False
,B04,VIC,,Unkn-02,10.1_A,2676.89356606787,,Unknown,Unassigned,False
,B05,VIC,,Unkn-10,3.3_B,2300.12064115673,,Unknown,Unassigned,False
,B06,VIC,,Unkn-10,3.3_B,2244.46764642073,,Unknown,Unassigned,False
,B07,VIC,,Unkn-18,5.1_A,2412.59974728423,,Unknown,Unassigned,False
,B08,VIC,,Unkn-18,5.1_A,2290.59900248813,,Unknown,Unassigned,False
,B09,VIC,,Unkn-26,10.4_B,2525.4559410996,,Unknown,Unassigned,False
,B10,VIC,,Unkn-26,10.4_B,2524.68988718948,,Unknown,Unassigned,False
,B11,VIC,,Unkn-34,11.2_D,2142.04198802596,,Unknown,Unassigned,False
,B12,VIC,,Unkn-34,11.2_D,2180.27241850791,,Unknown,Unassigned,False
,C01,VIC,,Std-03,STD3,2930.5776607909,,Standard,Unassigned,False
,C02,VIC,,Std-03,STD3,2902.38872957024,,Standard,Unassigned,False
,C03,VIC,,Unkn-03,7.1_A,2212.77078881532,,Unknown,Unassigned,False
,C04,VIC,,Unkn-03,7.1_A,2255.59148831396,,Unknown,Unassigned,False
,C05,VIC,,Unkn-11,14.5_C,2207.77301369704,,Unknown,Unassigned,False
,C06,VIC,,Unkn-11,14.5_C,2279.47443215494,,Unknown,Unassigned,False
,C07,VIC,,Unkn-19,7.5_D,2173.29355732085,,Unknown,Unassigned,False
,C08,VIC,,Unkn-19,7.5_D,2159.39110246614,,Unknown,Unassigned,False
,C09,VIC,,Unkn-27,10.5_D,2362.16281119863,,Unknown,Unassigned,False
,C10,VIC,,Unkn-27,10.5_D,2377.09293377423,,Unknown,Unassigned,False
,C11,VIC,,Unkn-35,5.3_A,2231.08740642857,,Unknown,Unassigned,False
,C12,VIC,,Unkn-35,5.3_A,2153.18842770126,,Unknown,Unassigned,False
,D01,VIC,,Std-04,STD4,2558.26633095618,,Standard,Unassigned,False
,D02,VIC,,Std-04,STD4,2612.74548513015,,Standard,Unassigned,False
,D03,VIC,,Unkn-04,13.3_D,2131.00651645808,,Unknown,Unassigned,False
,D04,VIC,,Unkn-04,13.3_D,2254.56026983611,,Unknown,Unassigned,False
,D05,VIC,,Unkn-12,12.2_D,2217.69480499806,,Unknown,Unassigned,False
,D06,VIC,,Unkn-12,12.2_D,2395.05699293364,,Unknown,Unassigned,False
,D07,VIC,,Unkn-20,3.4_C,2199.26472623416,,Unknown,Unassigned,False
,D08,VIC,,Unkn-20,3.4_C,2133.26574078771,,Unknown,Unassigned,False
,D09,VIC,,Unkn-28,10.4_C,2556.69496409687,,Unknown,Unassigned,False
,D10,VIC,,Unkn-28,10.4_C,2537.68122710871,,Unknown,Unassigned,False
,D11,VIC,,Unkn-36,15.1_B,2368.2959768919,,Unknown,Unassigned,False
,D12,VIC,,Unkn-36,15.1_B,2111.26734565536,,Unknown,Unassigned,False
,E01,VIC,,Std-05,STD5,2235.06904482298,,Standard,Unassigned,False
,E02,VIC,,Std-05,STD5,2254.87846385675,,Standard,Unassigned,False
,E03,VIC,,Unkn-05,8.1_C,2140.48820170126,,Unknown,Unassigned,False
,E04,VIC,,Unkn-05,8.1_C,2136.21747911075,,Unknown,Unassigned,False
