,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,FAM,0,Std-01,STD1,16.649194716341,30000000
,A02,FAM,0,Std-01,STD1,16.6029773026286,30000000
,A03,FAM,0,Unkn-01,12.4_B,22.2240727564755,660399.146750098
,A04,FAM,0,Unkn-01,12.4_B,22.217864654974,663248.829637619
,A05,FAM,0,Unkn-09,5.1_B,21.7908699024158,891856.096274192
,A06,FAM,0,Unkn-09,5.1_B,21.885438347023,835235.826386914
,A07,FAM,0,Unkn-17,7.4_C,21.5546569654261,1050621.43283853
,A08,FAM,0,Unkn-17,7.4_C,21.775296919672,901541.328052566
,A09,FAM,0,Unkn-25,9.1_B,21.3628082778361,1200146.98594699
,A10,FAM,0,Unkn-25,9.1_B,21.3747239036839,1190269.33154282
,A11,FAM,0,Unkn-33,11.4_A,23.1498129245437,347502.042861844
,A12,FAM,0,Unkn-33,11.4_A,23.2162002362613,331864.151524388
,B01,FAM,0,Std-02,STD2,20.1488323948495,3000000
,B02,FAM,0,Std-02,STD2,20.0670019180059,3000000
,B03,FAM,0,Unkn-02,11.1_D,23.1474366859269,348075.236333035
,B04,FAM,0,Unkn-02,11.1_D,23.0927176986218,361539.242194562
,B05,FAM,0,Unkn-10,9.1_A,22.2066374619191,668433.672344953
,B06,FAM,0,Unkn-10,9.1_A,22.2388648076575,653658.448460588
,B07,FAM,0,Unkn-18,11.1_C,22.0671070167472,736355.155088269
,B08,FAM,0,Unkn-18,11.1_C,22.1013584164243,719068.41115386
,B09,FAM,0,Unkn-26,17.4_B,21.7490940678417,918075.499966289
,B10,FAM,0,Unkn-26,17.4_B,21.8875848008464,833993.306575736
,C01,FAM,0,Std-03,STD3,23.4627065174401,300000
,C02,FAM,0,Std-03,STD3,23.3738644246841,300000
,C03,FAM,0,Unkn-03,10.6_C,22.1223745515089,708663.039785798
,C04,FAM,0,Unkn-03,10.6_C,22.2873527549238,632041.303934355
,C09,FAM,0,Unkn-27,6.5_A,21.7946938143625,889493.863050937
,C10,FAM,0,Unkn-27,6.5_A,21.6895047428293,956814.494065265
,C11,FAM,0,Unkn-35,13.3_C,21.8091479556479,880621.158053905
,C12,FAM,0,Unkn-35,13.3_C,21.699629772381,950118.795229512
,D01,FAM,0,Std-04,STD4,26.6897452496267,30000
,D02,FAM,0,Std-04,STD4,26.7516781575543,30000
,D03,FAM,0,Unkn-04,7.3_C,21.1218707569031,1418433.68746913
,D04,FAM,0,Unkn-04,7.3_C,21.1169987231813,1423234.88078007
,D05,FAM,0,Unkn-12,11.2_B,21.2010632639064,1342625.42766301
,D06,FAM,0,Unkn-12,11.2_B,21.1891329977361,1353781.18180986
,D07,FAM,0,Unkn-20,11.4_D,22.0239136115018,758748.667244586
,D08,FAM,0,Unkn-20,11.4_D,22.122853972335,708427.437029004
,D09,FAM,0,Unkn-28,3.3_A,21.8335881482306,865819.378758071
,D10,FAM,0,Unkn-28,3.3_A,21.8607894911975,849637.713201825
,E01,FAM,0,Std-05,STD5,29.8013573254652,3000
,E02,FAM,0,Std-05,STD5,30.1368778812869,3000
,E05,FAM,0,Unkn-13,6.3_B,21.6594085260422,976997.050821985
,E06,FAM,0,Unkn-13,6.3_B,21.7131503750363,941250.602526708
,E07,FAM,0,Unkn-21,7.3_D,21.3886382897695,1178837.62038981
,E08,FAM,0,Unkn-21,7.3_D,21.443468518504,1134849.21747961
,E09,FAM,0,Unkn-29,17.4_A,21.9924057860191,775512.227530845
,E10,FAM,0,Unkn-29,17.4_A,21.9598376580036,793229.285922586
,E11,FAM,0,Unkn-37,8.1_D,22.0501611843916,745060.797406727
,E12,FAM,0,Unkn-37,8.1_D,22.1509720820403,694745.44179101
,F01,FAM,0,Std-06,STD6,33.2795001260527,300
,F02,FAM,0,Std-06,STD6,33.2963037419802,300
,F03,FAM,0,Unkn-06,3.4_B,21.3377215111236,1221211.85613414
,F04,FAM,0,Unkn-06,3.4_B,21.2889218866468,1263252.92647405
,F07,FAM,0,Unkn-22,13.3_A,22.5377482098461,531278.164491138
,F08,FAM,0,Unkn-22,13.3_A,23.3028881489661,312498.851254811
,F09,FAM,0,Unkn-30,2.4_D,21.9006458186377,826472.405788955
,F10,FAM,0,Unkn-30,2.4_D,22.037183873144,751797.203941886
,F11,FAM,0,Unkn-38,9.5_D,23.0519049788461,371919.499646366
,F12,FAM,0,Unkn-38,9.5_D,23.0276126972209,378238.915210283
,G05,FAM,0,Unkn-15,3.2_D,21.5277271492852,1070429.30003504
,G06,FAM,0,Unkn-15,3.2_D,21.4751825652702,1110159.38978214
,G07,FAM,0,Unkn-23,10.1_B,21.5343449783163,1065527.30235117
,G08,FAM,0,Unkn-23,10.1_B,21.4324375997975,1143565.03543663
,G09,FAM,0,Unkn-31,12.6_C,22.7324400106676,464170.342924749
,G10,FAM,0,Unkn-31,12.6_C,22.755601692333,456773.273629476
,G11,FAM,0,Unkn-39,9.5_C,22.1467452315863,696785.183784658
,G12,FAM,0,Unkn-39,9.5_C,22.2744550827824,637720.627808198
,H01,FAM,0,NTC-01,NEG,NaN,NaN
,H02,FAM,0,NTC-01,NEG,NaN,NaN
,H03,FAM,0,Unkn-08,5.5_C,22.3254294527172,615568.081361494
,H04,FAM,0,Unkn-08,5.5_C,22.359440445281,601217.185686762
,H05,FAM,0,Unkn-16,2.2_C,21.2065916274013,1337487.18043377
,H06,FAM,0,Unkn-16,2.2_C,21.2054753723131,1338523.07868606
,H07,FAM,0,Unkn-24,12.5_A,21.2785268291087,1272393.6301449
,H08,FAM,0,Unkn-24,12.5_A,21.154310303762,1386876.14401179
,H09,FAM,0,Unkn-32,8.2_D,21.7347130532195,927278.544524626
,H10,FAM,0,Unkn-32,8.2_D,21.5363176527367,1064070.4389966
,H11,FAM,0,Unkn-40,13.2_D,22.038930451042,750887.035999208
,H12,FAM,0,Unkn-40,13.2_D,21.9938227482854,774750.447756838
,A01,VIC,,Std-01,STD1,18.208445824665,30000000
,A02,VIC,,Std-01,STD1,18.1501521336388,30000000
,A03,VIC,,Unkn-01,12.4_B,27.5786987212471,49544.7644171947
,A04,VIC,,Unkn-01,12.4_B,27.684342076359,46089.2954265735
,A05,VIC,,Unkn-09,5.1_B,28.1044806973504,34572.6689991484
,A06,VIC,,Unkn-09,5.1_B,28.0532888627763,35805.3036054614
,A07,VIC,,Unkn-17,7.4_C,27.0888275419767,69277.1113506651
,A08,VIC,,Unkn-17,7.4_C,27.3161216241653,59297.5715196714
,A09,VIC,,Unkn-25,9.1_B,27.4923580145128,52560.3960559195
,A10,VIC,,Unkn-25,9.1_B,27.3965554098419,56121.8024527823
,A11,VIC,,Unkn-33,11.4_A,28.4249633287667,27764.1238513378
,A12,VIC,,Unkn-33,11.4_A,29.1378362590523,17045.6987169396
,B01,VIC,,Std-02,STD2,21.665114628602,3000000
,B02,VIC,,Std-02,STD2,21.478966725393,3000000
,B03,VIC,,Unkn-02,11.1_D,28.7036685325745,22943.0675885109
,B04,VIC,,Unkn-02,11.1_D,28.6369888168353,24014.2488936487
,B05,VIC,,Unkn-10,9.1_A,28.0654915461634,35507.5466340269
,B06,VIC,,Unkn-10,9.1_A,28.1262909176433,34060.4835196572
,B07,VIC,,Unkn-18,11.1_C,27.2030904705347,64066.3960944646
,B08,VIC,,Unkn-18,11.1_C,27.3183280588021,59208.1027522906
,B09,VIC,,Unkn-26,17.4_B,27.2365609958809,62615.6218429457
,B10,VIC,,Unkn-26,17.4_B,27.2526331952999,61930.6966304312
,C01,VIC,,Std-03,STD3,25.0448989570811,300000
,C02,VIC,,Std-03,STD3,24.9283224942799,300000
,C03,VIC,,Unkn-03,10.6_C,27.923918605577,39119.8161784893
,C04,VIC,,Unkn-03,10.6_C,27.9702354714618,37899.3024317565
,C09,VIC,,Unkn-27,6.5_A,27.4483765109058,54166.4205653412
,C10,VIC,,Unkn-27,6.5_A,27.3669161719952,57271.7601575223
,C11,VIC,,Unkn-35,13.3_C,27.5962963545793,48951.687628761
,C12,VIC,,Unkn-35,13.3_C,27.5121652949284,51852.7522398172
,D01,VIC,,Std-04,STD4,28.3684596222455,30000
,D02,VIC,,Std-04,STD4,28.3068181102779,30000
,D03,VIC,,Unkn-04,7.3_C,27.0211138632805,72562.8935022651
,D04,VIC,,Unkn-04,7.3_C,26.9930603441021,73969.4226915542
,D05,VIC,,Unkn-12,11.2_B,27.2970128939518,60078.0892139023
,D06,VIC,,Unkn-12,11.2_B,27.3861319071298,56523.5622647891
,D07,VIC,,Unkn-20,11.4_D,27.2132913874013,63620.7133450993
,D08,VIC,,Unkn-20,11.4_D,27.2221818426074,63234.8145878644
,D09,VIC,,Unkn-28,3.3_A,27.3644010116414,57370.4224816689
,D10,VIC,,Unkn-28,3.3_A,27.3517132050528,57870.7250355131
,E01,VIC,,Std-05,STD5,31.5837789727185,3000
,E02,VIC,,Std-05,STD5,31.8959873164865,3000
,E05,VIC,,Unkn-13,6.3_B,27.4871094774753,52749.5208175843
,E06,VIC,,Unkn-13,6.3_B,27.4124009019234,55516.5227478893
,E07,VIC,,Unkn-21,7.3_D,27.0878588176697,69323.052859077
,E08,VIC,,Unkn-21,7.3_D,27.0640701033456,70460.8368670786
,E09,VIC,,Unkn-29,17.4_A,27.6121818146079,48422.4139372575
,E10,VIC,,Unkn-29,17.4_A,27.4376324643448,54566.150716603
,E11,VIC,,Unkn-37,8.1_D,27.7395913856335,44379.2252473915
,E12,VIC,,Unkn-37,8.1_D,28.0455985347091,35994.2361830635
,F01,VIC,,Std-06,STD6,34.9812770636911,300
,F02,VIC,,Std-06,STD6,34.9410839662044,300
,F03,VIC,,Unkn-06,3.4_B,27.0299952452664,72123.2027453965
,F04,VIC,,Unkn-06,3.4_B,26.88195787351,79812.7734292939
,F07,VIC,,Unkn-22,13.3_A,28.4318883977351,27632.8583138695
,F08,VIC,,Unkn-22,13.3_A,29.0139565080341,18553.7819666699
,F09,VIC,,Unkn-30,2.4_D,27.3086519374771,59601.4648015863
,F10,VIC,,Unkn-30,2.4_D,27.4555011834968,53902.9645881405
,F11,VIC,,Unkn-38,9.5_D,28.2153689570694,32046.1897171945
,F12,VIC,,Unkn-38,9.5_D,28.2258233083535,31817.7391746676
,G05,VIC,,Unkn-15,3.2_D,27.1880309660079,64730.0659581399
,G06,VIC,,Unkn-15,3.2_D,27.1341380166906,67161.9482624481
,G07,VIC,,Unkn-23,10.1_B,27.4453980980975,54276.9375488498
,G08,VIC,,Unkn-23,10.1_B,27.3301091814225,58732.6694325146
,G09,VIC,,Unkn-31,12.6_C,28.4854829217782,26637.7333549112
,G10,VIC,,Unkn-31,12.6_C,28.4114900811968,28021.3003489579
,G11,VIC,,Unkn-39,9.5_C,27.5560009322033,50320.3504037298
,G12,VIC,,Unkn-39,9.5_C,27.7980710936808,42638.2403955361
,H01,VIC,,NTC-01,NEG,NaN,NaN
,H02,VIC,,NTC-01,NEG,NaN,NaN
,H03,VIC,,Unkn-08,5.5_C,27.7776252443513,43239.0233379272
,H04,VIC,,Unkn-08,5.5_C,27.7543960148216,43931.8721740152
,H05,VIC,,Unkn-16,2.2_C,26.8019882189683,84302.3647981774
,H06,VIC,,Unkn-16,2.2_C,26.8597229693923,81036.5082898157
,H07,VIC,,Unkn-24,12.5_A,27.5146670116801,51764.0551110112
,H08,VIC,,Unkn-24,12.5_A,27.5816733942419,49444.0094768525
,H09,VIC,,Unkn-32,8.2_D,27.6076288502987,48573.5223900051
,H10,VIC,,Unkn-32,8.2_D,27.4093768136269,55631.5332522714
,H11,VIC,,Unkn-40,13.2_D,27.7271475285996,44758.7643686387
,H12,VIC,,Unkn-40,13.2_D,27.8563454569593,40971.3110097174
