,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,-27.5337488539831,-12.5471193990493,-4.39931578839105,-5.99954299547153,-14.9804691053328,-10.6037208100288,-7.85810807836015,-5.97139238266118,-5.84061290707587,-7.50189184874444,-4.35988392384934,-43.4419383656964,-0.913924241034692,10.145658461216,8.78006179652311,10.4049575240201,0.670511026274653,0.963532048817797,7.95284158976438,11.7787107250233,-6.92665291689036,8.49583701832671,5.07521791855243,-9.00563679450488,-9.1604254953586,3.91623320018971,11.489251219341,8.42147130010562,2.99902974767929,-6.73760346455083,10.5596785592516,4.15958215890123,12.8567377344307,9.48840725771606,12.8545922129024,0.165680328673261,-2.12267906397892,2.22601539539437,6.43065973516241,4.05866975633899,-7.16521595432323,-5.37727929221273,6.66065021842996,-1.04754744296224,3.19429667012264,5.93846189856686,15.2709351325029,0.0501085340856662,-6.07996048266295,1.61179631043979,6.44493964886533,4.88647950799714,10.4222959325316,3.41460979047542,5.71541490673098,4.05704394933946,6.60145006084304,10.1929228594868,7.68801464936359,2.77635035004505,-13.2634216605784,9.49031677674657,8.01210983199508,10.0071502635919,12.7872017287236,2.10451588969727,7.15209802324762,10.8429999939144,5.37046938860021,4.63945610528026,12.4032445888702,1.42519314473884,5.22083544774205,12.8335631651066,4.06519647299228,4.38282723414659,2.01835673522783,7.98615593141813,7.67964789214921,5.79015391946086,11.3134301908481,1.34978543181433,-24.8101012862189,-9.73498066163984,9.69145345513471,6.89231907738531,1.85546982485266,7.82656457133317,5.65866090897134,6.81864774003952,12.8614453862665,15.927772156002,2.10755196913033,-17.6687402566686
,2,3.34106243952692,0.690444027671219,3.00795347379972,1.42667112977188,-3.56609734580161,-2.8977757251273,1.67151057185401,3.16133212584828,2.47289074726496,-1.1215815631399,4.22828712626097,-7.04959168556661,0.521217529979367,8.64034811480269,7.73874704949094,6.22088902272299,-0.788268122619229,5.21041039472766,5.47995150672978,8.11467545434652,0.310219286340271,3.31348442224498,1.87404890468179,6.83019013096055,1.72576873320077,-1.73919743452461,10.7809036201556,7.00656774629078,4.80416168048077,-4.15812853704347,5.00038267966238,6.46930417153862,7.4435681357445,6.19098254431856,4.98972138443241,8.81525480704113,-0.597070832433019,4.00192501655829,0.243656523845857,3.32659145967364,-3.31766216888127,-5.0045565317464,2.61578733698116,7.86522282474789,6.13310351934388,2.39871514191282,10.8410452225353,6.49620723809721,0.882914887402421,-1.76305065401993,9.27168470340939,0.491507254386306,4.0534646072615,0.0304863777532773,2.48700254872301,3.16100893819339,3.33822772948179,1.70544152275352,4.66396338567165,2.41129124016879,-2.26235656517292,-1.17747948897977,8.12868859058472,7.7375272693489,5.661873091095,-4.04118213282345,4.22365457220076,4.86918375882806,2.9746938380008,7.13626970374162,3.6385143236862,2.45041358950721,0.389125248091659,8.64970784074694,3.51626857904739,1.75377754025521,5.2625256240708,4.99279760339005,7.29060104318387,2.26326613118317,12.2080118458243,8.30583644111903,-1.19280053323837,-6.62418301953039,4.31616735361058,0.875349670219293,5.80085553849995,3.42592310492091,1.7405207781735,2.98933362092976,7.26115924874694,6.82014179197631,5.19378258038478,-1.11064395292397
,3,3.40598808958976,3.85846646782966,6.67769356309191,8.63335163452803,-0.61495191981021,-3.68969386954723,4.76298555563972,4.25997604865825,5.94670060868702,8.30372391674427,10.8757569840755,3.70220343939354,0.76768056102992,4.01743400867099,3.29943169543003,5.56893475207107,0.7175205457429,3.72127646564468,6.80271746179369,6.74065058447195,2.86430642280038,4.275458351407,5.11845476528106,5.62476270442403,3.76088684527485,4.05208181459966,3.31056688202762,1.99615459828601,5.26832409469125,-2.32827446510737,-1.52131267077766,3.8309205231908,6.72978837310166,6.61278435675922,3.37469911589369,6.05542880585381,1.90074764276187,2.40397531046756,-0.785543081382912,5.0590334730191,0.341617037917331,5.00564459372072,1.56406186028516,1.04686024116745,4.99810511892929,3.0308536048824,9.62098381358783,-1.25035246308289,6.34731367087534,-2.5542569098734,2.93811077184364,-1.04100107452723,5.17046999979721,2.23199243736099,6.65179950919219,1.47246188711188,0.944903699338738,5.4015998880077,2.97306243894627,7.18769196892117,-1.06067009878825,-0.235430293552326,4.37526026633759,7.40194806388809,4.78139998259212,1.1123307516923,2.85548302073948,4.52014447137663,7.76830452088052,5.08994345865221,4.75670708464804,8.06210538503728,4.21393518513787,7.14105807945316,3.28388126256141,3.16341324654604,3.23768328895267,4.27081982844766,2.81662549334533,2.23810945017203,4.6964242200379,3.37186596994206,1.85336447934742,-2.81678251964013,4.80608330304267,3.58865171581647,6.9817319054423,5.68216433262978,3.87469954617745,1.33098674352686,1.20995621628344,5.78053300768261,6.54614647346625,2.34753240057853
,4,5.1942473490767,5.27930977793812,1.1771225200423,0.0176411713387097,2.2152095223887,3.37929703306736,3.93040909644196,1.42876319242214,6.04271533537167,2.78066317570892,2.16608014962685,4.72692480604201,9.42492624069428,5.31762475714913,3.5260904865977,3.14785554676973,3.90181058714415,0.901722101863015,1.85514806112678,-0.0594902877546701,2.83317069655413,5.94729545287464,3.53353674275559,4.26250356443234,5.02065081967976,0.648125422356316,5.02628345184939,1.36238634470328,6.28123962183508,1.40618541322465,8.1296303489703,1.69185595836279,4.6441437814251,6.94707965983798,1.65262287309315,5.92377495289065,0.386751379774978,1.35180655775048,5.6348511727856,1.59111736324303,-1.05957926998235,1.67419882134527,5.08578315657769,4.21279275319648,3.75168037529556,1.90472869746827,9.09277109094546,5.70231045330047,-0.553048808086714,-3.67753955607805,3.75914338717803,3.35429766990046,5.75221813919597,2.82234313727622,3.35728622415991,5.10850311919376,5.20151906848696,4.48307838574419,0.713613725424239,2.5548932689494,0.268724943908637,-1.20269059329121,6.37738176604489,5.06618430952358,4.09456106884272,-0.260383208802523,3.38942663946227,2.55757957792002,5.41608461236274,2.14214199964545,6.45079263949265,3.08207785977493,2.51586422638729,3.48464164470124,3.97872300392828,4.81258337543386,0.225183417999688,3.83534389001443,2.15347964231341,2.52038563924862,0.772514299883824,4.0381719410434,-1.5812756008354,-3.38917343077628,1.78181471401376,-0.891991330125165,0.774362746687075,1.38235016257295,3.90801748162949,3.62365485281271,2.25563924088965,5.13086852186689,-0.541076595351569,3.69055058988579
,5,4.25087774481972,3.77224584899432,2.51657630526552,3.07048697204755,3.15680059880697,6.36616414268428,5.65545873250539,3.86628458922314,3.11301760963352,0.514666405631488,1.30934323825113,6.0702581142541,5.56374201590415,7.66496520346209,2.59509360740412,6.57567635948863,1.53777933216406,5.50000471692965,-0.853997101671666,3.18012034566163,4.20747983004594,5.70198388166,0.44691672513909,-1.29095462816849,0.11957716027473,5.56336425614018,8.63895492045867,2.68178290897322,3.11580509632267,2.80030829641828,2.03530869178621,4.57244191837253,5.66157789249019,3.94346497214701,4.61746012201229,5.96350757842902,4.84398074215687,2.2851702751077,1.41245020644919,3.61249646920169,4.60772940982179,3.22824152129078,3.90167428388077,4.60125158080291,5.42473950412523,2.38277869697185,1.29281387181209,3.38882777708432,-2.08322541025518,2.54958224925213,2.06283083936478,3.82431234243086,5.46870833198682,5.65536853221784,0.410846261993356,0.869469501792082,3.52938664884505,3.53793977224132,1.68295054051305,1.21124948175566,1.49363746304471,2.83376451029653,5.16983726060562,2.2697042476766,6.1136146919107,4.50140476350907,2.86439318324983,-0.618411346036282,2.92711099310327,2.84831524289621,4.87469374052171,6.16919004005376,1.30892775397524,2.42843796202942,3.95018251067722,0.4359048844467,4.92425987404886,4.93913962938086,0.566552811593738,4.83451519343907,4.35442248685285,3.95653852830083,0.535914953995871,-2.81184663802969,1.58999201793677,2.57987448554331,4.71182089545891,3.59480900783774,4.74963256621822,3.89396735576474,5.07744881883309,2.13043222275519,3.17377757867052,5.39353233942347
,6,0.704013784473773,-0.291484073513857,1.68344633071001,3.80277343745638,2.65794385035633,0.329464417508916,-0.174089520063717,3.88191150334796,2.23923242003366,2.80789233332007,1.36942907019238,3.35831925325647,2.49683839203726,2.57035892951126,5.24720901759201,1.63922246107359,0.98291797101956,1.88223822301916,3.5330953505495,4.01429641382265,-0.24226634406341,1.63786768921,1.74115447988243,5.17628114180661,3.27209166521106,4.93566232908188,2.4392372453799,3.84600104231686,0.0462650189792839,2.43885062651725,1.57981200714949,2.65495480284198,5.7841078542574,4.50026025373836,2.97385443248049,2.56302523342583,1.12148738565111,3.42742272025862,4.4083613999228,4.97649839431506,2.59178484981749,4.80603233309557,2.49338312558348,2.85640533722608,5.00543568216926,6.00595949425178,5.03595876676673,4.92792994060892,1.03618154919332,1.5390101827229,2.9350659380757,2.17292037778452,2.67746858068176,0.368430430518401,1.64847789218356,1.79794322242651,6.32053607279568,6.97619093390267,4.92900792957334,2.81516166714573,2.96350048056911,-0.0837205985671972,6.17757869228808,2.81067178481271,3.14608794586911,5.5983124552854,0.864563736836317,3.44339867633335,6.58564707401956,2.60786353701906,5.92326516053481,3.84076675500637,3.81338583857087,-0.531666923641751,1.67345532151739,5.81831389355375,2.42268984507609,4.05123043924095,5.99404335304189,1.30036174098495,2.55917509492474,6.25056031959502,1.20913064391971,-5.30398643301351,1.88183718622395,1.22877340818968,2.23342680595624,2.58751507815168,0.49769801941693,1.0210553221923,2.25487575871239,4.43135996022602,5.25167529415194,3.50127297719155
,7,0.769427812193953,1.39709962838378,1.14593917107504,0.126004936298159,4.5554374433118,3.12741829952438,1.03605165045565,3.74647225354101,2.26293044638624,0.383891420815417,2.61860634388495,2.83549190393387,1.19311018987764,2.96179033835733,-1.78014628800065,4.87259078272382,2.98997550130116,1.16440642746193,5.569931541796,2.71587219796902,2.69897723651457,4.70142195568587,3.96924675030414,1.68180190320072,5.14599876959073,4.96413012797575,6.69878604311725,5.63131192858009,0.875182003618647,5.7739355006961,2.76059629593919,4.5385396061597,0.604333338769266,0.84620306261877,2.47472099041033,1.08329931747949,3.33932118102803,6.47814952304452,5.22360405834434,4.00723625171304,3.09657231320534,1.23354909821774,4.78199207165608,4.47263917834198,0.37030810781107,2.58002985859457,2.61172235199092,3.24357824038998,2.91430389134393,1.86055285103703,2.82084651151172,3.17722590789708,-1.29691517244055,4.70074130143303,1.41014474202166,4.16390724913254,-1.30995775782776,0.921859086881341,3.5072951369566,0.393770094812226,0.490836299211423,1.08329948892515,1.63546195515346,-0.649759931949575,0.653685576359749,0.936454729803245,0.0135463691167388,5.06075446238356,-1.24258191065655,2.29300923432947,-1.3824374752503,5.47592299783673,1.17842699796802,5.27740324356,1.87503574980883,2.62335398983032,-1.8213393538399,7.09361310071381,3.09111605245926,0.670618826553437,3.64303242776123,2.13520633866983,0.25767545541612,0.657388582617386,2.99942904387899,5.18275072478582,3.49235748870842,3.97991919633569,2.37514845602027,2.61505649743731,2.1201442586771,2.89560730036828,0.188922824693691,0.796690141014551
,8,0.314422651541463,1.43557552039101,0.840508303187562,3.87921155381355,2.93926141946122,1.79665944654425,1.4189934716419,3.25481256979265,2.45087906254003,3.53655025140233,3.87378028988542,1.08681517359628,-0.633098042909751,0.347339534098865,-3.41641171039237,1.25818792985592,4.04273564519917,4.26414375233253,2.02722222207467,3.54613489186886,3.50357230068585,-0.0341044835099638,0.566538634119297,3.79669851485551,-1.10744408492747,0.790240299177185,3.12157228053002,0.544891650810769,0.963809682841202,4.8401062524772,0.493440963450666,3.84729337723184,2.02091313687379,-2.05024360047764,2.28071703095202,-1.93547088424839,0.559760878167253,4.000651442871,5.47524632083287,-0.149257718780063,8.43407005291647,5.44242842017502,-0.581809467007133,-1.46289279140547,8.10526346445158,0.0458669788331463,2.53318277891913,-0.819728700515952,4.41740316890082,2.10571838451233,4.37789059024499,0.90652081139342,0.423173007930927,3.4321851771665,3.22451117819219,3.16678829454941,3.39782529840704,-0.62475281531124,4.83178985451787,0.00395721701124785,-0.0232687069624262,2.73776776742716,1.24666965895949,5.60633865395675,1.33831326432664,-0.503138540612781,6.24303026501775,0.87316641163261,-1.63495424282519,2.00297658974114,-1.70187053474774,-2.10066945136805,-0.673793724781262,1.48529552454966,1.71570092243519,-0.783642070620772,4.25196540447905,1.69817474424644,1.25417168885042,3.25349716326537,2.04602139644203,1.30125005440323,0.00230170184568124,1.71647983878029,1.18636384108731,4.5897012330297,3.35816021796199,0.73815193863129,1.57848294219184,3.50671207599771,-0.369751613654898,0.939883814986842,2.76553853540918,3.71504201332937
,9,-0.4722686701557,-2.23605768389052,3.73348610919538,1.72137709819435,2.67193274333249,4.26354836818746,2.42351334224577,3.22771090086007,2.5939276311633,5.82571140296841,2.78423911666732,2.77231415048436,1.03015588823337,-1.51868369305157,1.5516312003283,2.39616647028379,1.60008114855236,0.689388107916784,2.55327899095846,1.36379525664688,1.89784328523319,1.30497767031193,2.69909146967211,1.7192056674744,3.35352403858133,0.328573852920726,-0.0687482374310093,0.0114009310827896,-1.29167975154041,5.85893528506494,3.89471762533094,3.67979434369363,2.683213432716,-1.12333679015001,1.8333137722816,2.7149720468833,1.93904525076687,2.25257232491458,0.048592891390399,5.09145844131035,3.84915567328653,1.57216220562304,-0.698169954624518,-1.0607802477216,1.17193533576028,3.45180491965039,-2.07987859880586,1.33279264245039,2.16784431942642,3.70497965706591,3.84888128062903,3.19228241013707,4.95521966814022,1.37576340208079,-2.61824779551216,0.145221035264512,1.88096132762803,-2.69307783519616,1.99679190632787,3.1384505635051,4.60448687385406,3.38420874552548,0.426580037546501,2.05683788291253,-2.96474069275337,1.53626929179518,-0.964327428589968,1.872121714885,-3.49928949671266,1.61957482573234,3.46899863757335,3.23600002562443,0.842262833638415,1.61120368264164,1.93290002412459,1.80568923217834,1.99888803715476,1.44822524346318,2.58769500061317,-1.20475754069685,1.25726563322405,-4.02284010888479,0.362670793776033,-0.116729181563187,3.33230517386437,3.78473048807018,1.27382893633694,-0.693755233198317,0.538161980407949,1.87258816764052,3.5477152498579,-1.0521269736455,-0.439378383433905,-2.914200852666
,10,-2.59207506404755,-0.785412815231211,-0.757821502529168,2.14926058588753,2.03260656786142,2.3003094356236,0.298107276971223,1.19277779133745,0.493448679514586,1.62575544906349,2.86681208732716,2.33942898576606,-0.214041407416062,0.39279745910153,4.424100657704,-1.31933746408231,3.9191867244117,-2.04377628003385,1.12512585968625,2.7920567676797,1.91917276877621,0.700714958424669,0.0432897906334802,-2.46856514379351,-1.14286155246373,0.00200915472169072,-2.67453682961695,1.12344227313224,1.49259485962148,2.24048517776964,2.0214340219286,2.27557075606683,0.761421170172525,-0.886959680002747,-3.11704604187162,-0.909735711894882,1.99739201927014,4.04369407917557,3.02212752387459,3.07119070239696,0.176877337398309,1.88378083950374,0.470399890401495,1.70339316033642,-4.88428444759802,-0.69916030627428,-0.0324087370249799,-1.2768057854023,5.33724853582771,5.1093850340153,0.703854666032839,3.70867059272086,-2.6443391629341,1.39347880881587,4.16540207245953,2.52235880922763,3.37896289854234,1.37693148697463,3.58087422344715,2.70976400491691,3.27785678902865,1.38828188648858,0.0846274953960346,1.24322443984875,0.814758048098156,1.6547966333469,2.8065790474102,4.61846796659665,-0.344457781930942,-0.879037505005272,3.72477972429306,0.0591337725786616,3.29006301687286,3.87206880276563,2.97187236287664,0.558153368475814,4.81890565671711,-0.647468670056696,1.53446783590698,5.2129301159066,1.57130602084817,0.16724851923027,-3.2498566155391,0.251400605605795,1.85753138724476,0.976343429778808,1.43326681793178,-1.54109694308727,1.88353151203228,4.49089282686418,-1.7835869267019,2.60235399376643,-0.712356025318513,-3.50659987159406
