,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,FAM,0,Std-01,STD1,16.7400454790733,30000000
,A02,FAM,0,Std-01,STD1,16.7606560658034,30000000
,A03,FAM,0,Unkn-01,15.3_D,22.6948217473825,512537.040742447
,A04,FAM,0,Unkn-01,15.3_D,22.3734135893005,640896.644026708
,A05,FAM,0,Unkn-09,5.5_A,22.7624576311425,488989.744876762
,A06,FAM,0,Unkn-09,5.5_A,22.8051251358513,474694.827782755
,A07,FAM,0,Unkn-17,6.3_D,23.1665886622511,369194.610490801
,A08,FAM,0,Unkn-17,6.3_D,23.3340912220485,328602.52370814
,A09,FAM,0,Unkn-25,10.1_C,23.123208285475,380501.072973576
,A10,FAM,0,Unkn-25,10.1_C,23.0607233431277,397398.156208092
,A11,FAM,0,Unkn-33,15.1_C,22.1969206701207,724581.887047972
,A12,FAM,0,Unkn-33,15.1_C,22.1451907264495,751120.318645179
,B01,FAM,0,Std-02,STD2,20.2503943845354,3000000
,B02,FAM,0,Std-02,STD2,20.2301126565995,3000000
,B03,FAM,0,Unkn-02,10.1_A,22.0022748957799,829600.431243946
,B04,FAM,0,Unkn-02,10.1_A,22.0843321709007,783588.973875437
,B05,FAM,0,Unkn-10,3.3_B,22.603402943194,546176.510216184
,B06,FAM,0,Unkn-10,3.3_B,22.5219783002601,577993.056364081
,B07,FAM,0,Unkn-18,5.1_A,22.3775870383043,639039.419424447
,B08,FAM,0,Unkn-18,5.1_A,22.3235773826512,663495.742760787
,B09,FAM,0,Unkn-26,10.4_B,23.1460272964461,374511.125426713
,B10,FAM,0,Unkn-26,10.4_B,23.1250320130859,380018.845606121
,B11,FAM,0,Unkn-34,11.2_D,23.2969798011633,337192.768660047
,B12,FAM,0,Unkn-34,11.2_D,23.2914972890077,338480.713601813
,C01,FAM,0,Std-03,STD3,23.3853535818311,300000
,C02,FAM,0,Std-03,STD3,23.3875932493698,300000
,C03,FAM,0,Unkn-03,7.1_A,22.1215210005329,763585.339762119
,C04,FAM,0,Unkn-03,7.1_A,21.9635019509899,852271.751591082
,C05,FAM,0,Unkn-11,14.5_C,22.5557280194331,564586.475957425
,C06,FAM,0,Unkn-11,14.5_C,22.5101284111668,582775.377805058
,C07,FAM,0,Unkn-19,7.5_D,23.0087819836808,412013.769661435
,C08,FAM,0,Unkn-19,7.5_D,23.0671965706177,395613.39140092
,C09,FAM,0,Unkn-27,10.5_D,22.9223519954867,437535.109735011
,C10,FAM,0,Unkn-27,10.5_D,22.3448748693765,653742.119648009
,C11,FAM,0,Unkn-35,5.3_A,22.643714134131,531079.276607395
,C12,FAM,0,Unkn-35,5.3_A,22.3827165145218,636764.124436781
,D01,FAM,0,Std-04,STD4,26.8586978660287,30000
,D02,FAM,0,Std-04,STD4,27.021374030788,30000
,D03,FAM,0,Unkn-04,13.3_D,23.366527395936,321273.884754319
,D04,FAM,0,Unkn-04,13.3_D,23.1283986462349,379130.250285474
,D05,FAM,0,Unkn-12,12.2_D,22.2321824042192,707031.407930925
,D06,FAM,0,Unkn-12,12.2_D,21.1513019834512,1499188.03605581
,D07,FAM,0,Unkn-20,3.4_C,22.692817433547,513251.874414324
,D08,FAM,0,Unkn-20,3.4_C,22.7090271914724,507499.156166845
,D09,FAM,0,Unkn-28,10.4_C,22.8975589961038,445143.667522727
,D10,FAM,0,Unkn-28,10.4_C,22.7694762380047,486609.05591548
,D11,FAM,0,Unkn-36,15.1_B,21.9003147529615,890553.739848815
,D12,FAM,0,Unkn-36,15.1_B,21.8682369218343,910641.388327696
,E01,FAM,0,Std-05,STD5,30.1821968239197,3000
,E02,FAM,0,Std-05,STD5,30.0380067473504,3000
,E03,FAM,0,Unkn-05,8.1_C,23.1568871473004,371693.643343673
,E04,FAM,0,Unkn-05,8.1_C,22.6654240897033,523122.161564932
,E05,FAM,0,Unkn-13,3.1_A,22.6173836114689,540892.508195862
,E06,FAM,0,Unkn-13,3.1_A,22.4025547225462,628040.43250576
,E07,FAM,0,Unkn-21,13.2_C,23.4412763152011,305001.403573668
,E08,FAM,0,Unkn-21,13.2_C,23.623358177689,268729.005518281
,E09,FAM,0,Unkn-29,11.3_B,23.3632333997599,322010.613019518
,E10,FAM,0,Unkn-29,11.3_B,23.3473744950352,325581.298109679
,E11,FAM,0,Unkn-37,15.3_B,22.3691581153441,642795.928396374
,E12,FAM,0,Unkn-37,15.3_B,22.4519720836819,606825.676765121
