,Well,Fluor,Target,Content,Sample,Cq,SQ
,F01,FAM,0,Std-06,STD6,33.4258815297819,300
,F02,FAM,0,Std-06,STD6,33.1683981369339,300
,F03,FAM,0,Unkn-06,5.3_D,23.1125496371962,383331.681213765
,F04,FAM,0,Unkn-06,5.3_D,23.0732679846398,393946.697916951
,F05,FAM,0,Unkn-14,6.4_C,22.7181377403448,504294.242926994
,F06,FAM,0,Unkn-14,6.4_C,22.6415898792846,531864.328035278
,F07,FAM,0,Unkn-22,15.4_A,22.5175219912356,579786.890652098
,F08,FAM,0,Unkn-22,15.4_A,22.537265008422,571881.641743089
,F09,FAM,0,Unkn-30,17.5_B,22.6072361483584,544722.632922543
,F10,FAM,0,Unkn-30,17.5_B,22.7301959422826,500083.50283483
,F11,FAM,0,Unkn-38,5.4_B,22.1137937901673,767699.28929402
,F12,FAM,0,Unkn-38,5.4_B,22.1242716801574,762126.210866686
,G03,FAM,0,Unkn-07,9.6_D,22.9306421850599,435020.112413238
,G04,FAM,0,Unkn-07,9.6_D,23.2213157053252,355408.831408891
,G05,FAM,0,Unkn-15,9.4_C,23.2783173630632,341597.089783701
,G06,FAM,0,Unkn-15,9.4_C,23.396818498404,314577.567257084
,G07,FAM,0,Unkn-23,5.5_B,22.7649899603378,488129.446825825
,G08,FAM,0,Unkn-23,5.5_B,23.1202245641599,381291.344058916
,G09,FAM,0,Unkn-31,6.4_A,23.4655551953578,299895.40166505
,G10,FAM,0,Unkn-31,6.4_A,23.5559287934301,281629.205252935
,G11,FAM,0,Unkn-39,2.2_B,21.5263583510664,1155026.71495877
,G12,FAM,0,Unkn-39,2.2_B,21.6868731122558,1033041.64974155
,H01,FAM,0,NTC-01,NEG,NaN,NaN
,H02,FAM,0,NTC-01,NEG,NaN,NaN
,H03,FAM,0,Unkn-08,2.2_D,23.6076852431121,271673.73163439
,H04,FAM,0,Unkn-08,2.2_D,23.8605555383182,227867.7186145
,H05,FAM,0,Unkn-16,12.5_B,22.6071595508652,544751.647275146
,H06,FAM,0,Unkn-16,12.5_B,22.5789003065603,555562.114388972
,H07,FAM,0,Unkn-24,9.5_A,23.4225796376314,308992.60642729
,H08,FAM,0,Unkn-24,9.5_A,23.3186197680413,332156.803315623
,H09,FAM,0,Unkn-32,17.2_A,21.8788549375091,903942.545375371
,H10,FAM,0,Unkn-32,17.2_A,22.3250913918181,662797.591707816
,H11,FAM,0,Unkn-40,17.2_C,21.7570249040033,983858.271603523
,H12,FAM,0,Unkn-40,17.2_C,21.6834040167503,1035536.64287322
,A01,VIC,,Std-01,STD1,18.9709542259263,30000000
,A02,VIC,,Std-01,STD1,18.9449737584263,30000000
,A03,VIC,,Unkn-01,15.3_D,29.4606634578741,23268.7794643058
,A04,VIC,,Unkn-01,15.3_D,29.1140318578132,29559.6262608936
,A05,VIC,,Unkn-09,5.5_A,28.8485700619809,35504.9048655703
,A06,VIC,,Unkn-09,5.5_A,28.8391083424376,35737.5781656664
,A07,VIC,,Unkn-17,6.3_D,29.7244262880249,19395.1688230768
,A08,VIC,,Unkn-17,6.3_D,29.9295521300015,16834.2499251395
,A09,VIC,,Unkn-25,10.1_C,29.8614589058779,17644.4910990077
,A10,VIC,,Unkn-25,10.1_C,29.6560181616521,20333.0881330221
,A11,VIC,,Unkn-33,15.1_C,28.1749619505724,56525.7240949683
,A12,VIC,,Unkn-33,15.1_C,28.2040650195683,55401.3821028465
,B01,VIC,,Std-02,STD2,22.5297567938657,3000000
,B02,VIC,,Std-02,STD2,22.5069961401383,3000000
,B03,VIC,,Unkn-02,10.1_A,28.391141847494,48689.1474131621
,B04,VIC,,Unkn-02,10.1_A,28.3597221773762,49756.7787647991
,B05,VIC,,Unkn-10,3.3_B,28.9350604106607,33447.006447132
,B06,VIC,,Unkn-10,3.3_B,28.9614201087999,32843.8622776838
,B07,VIC,,Unkn-18,5.1_A,28.777724653095,37284.5465741586
,B08,VIC,,Unkn-18,5.1_A,28.8426863615328,35649.4122988377
,B09,VIC,,Unkn-26,10.4_B,29.2875713466952,26222.2048522441
,B10,VIC,,Unkn-26,10.4_B,29.2334100633038,27221.2189169969
,B11,VIC,,Unkn-34,11.2_D,29.2461652193923,26982.5743088285
,B12,VIC,,Unkn-34,11.2_D,29.1656335430665,28525.152974787
,C01,VIC,,Std-03,STD3,25.7013405974233,300000
,C02,VIC,,Std-03,STD3,25.7396189753628,300000
,C03,VIC,,Unkn-03,7.1_A,29.0178318105998,31589.3835457012
,C04,VIC,,Unkn-03,7.1_A,28.9017689303348,34224.6123191608
,C05,VIC,,Unkn-11,14.5_C,29.0326222560302,31268.4788562955
,C06,VIC,,Unkn-11,14.5_C,29.0027040483987,31921.0141093831
,C07,VIC,,Unkn-19,7.5_D,29.6768223624175,20043.1479707798
,C08,VIC,,Unkn-19,7.5_D,29.6612451410347,20259.8495769516
,C09,VIC,,Unkn-27,10.5_D,29.7591514403868,18935.7470915134
,C10,VIC,,Unkn-27,10.5_D,29.2365736910986,27161.8324134397
,C11,VIC,,Unkn-35,5.3_A,28.7057949579846,39182.7094448038
,C12,VIC,,Unkn-35,5.3_A,28.2938562395505,52071.4713312055
,D01,VIC,,Std-04,STD4,29.2828036526469,30000
,D02,VIC,,Std-04,STD4,29.2274487288772,30000
,D03,VIC,,Unkn-04,13.3_D,29.5168492574903,22383.5136504032
,D04,VIC,,Unkn-04,13.3_D,29.2709285176423,26525.2187879419
,D05,VIC,,Unkn-12,12.2_D,28.3684649869324,49457.3715285329
,D06,VIC,,Unkn-12,12.2_D,27.5970692445515,84237.7980725211
,D07,VIC,,Unkn-20,3.4_C,29.7170448992222,19494.2537542534
,D08,VIC,,Unkn-20,3.4_C,29.537644304961,22064.4748202337
,D09,VIC,,Unkn-28,10.4_C,29.65285214708,20377.577878289
,D10,VIC,,Unkn-28,10.4_C,29.5467111570594,21926.7980665112
,D11,VIC,,Unkn-36,15.1_B,27.9539140370085,65844.5150094508
,D12,VIC,,Unkn-36,15.1_B,27.9813521438301,64609.0341204793
,E01,VIC,,Std-05,STD5,32.5685761287382,3000
,E02,VIC,,Std-05,STD5,32.370179820307,3000
,E03,VIC,,Unkn-05,8.1_C,30.0284460824156,15723.3066787276
,E04,VIC,,Unkn-05,8.1_C,29.8940474212957,17251.9667688595
,E05,VIC,,Unkn-13,3.1_A,28.3533092850476,49977.5471448216
,E06,VIC,,Unkn-13,3.1_A,28.1784342841135,56390.387228765
,E07,VIC,,Unkn-21,13.2_C,29.2570854736671,26779.9231440511
,E08,VIC,,Unkn-21,13.2_C,29.3487791735306,25137.2743109629
,E09,VIC,,Unkn-29,11.3_B,30.1580232319248,14377.8755081896
,E10,VIC,,Unkn-29,11.3_B,30.1195111281802,14765.2642327119
,E11,VIC,,Unkn-37,15.3_B,28.2705302227977,52916.7712748115
,E12,VIC,,Unkn-37,15.3_B,28.3911878334994,48687.6017319342
,F01,VIC,,Std-06,STD6,35.6650332502752,300
,F02,VIC,,Std-06,STD6,35.5913046249425,300
,F03,VIC,,Unkn-06,5.3_D,29.5845074919262,21362.0688680596
,F04,VIC,,Unkn-06,5.3_D,29.4955964463224,22714.3425694204
,F05,VIC,,Unkn-14,6.4_C,29.2098124346746,27668.3008957271
,F06,VIC,,Unkn-14,6.4_C,29.195584086586,27941.4127959831
,F07,VIC,,Unkn-22,15.4_A,29.1190192521599,29458.0261492585
,F08,VIC,,Unkn-22,15.4_A,29.1599663445216,28636.9718742223
,F09,VIC,,Unkn-30,17.5_B,29.2013759812969,27829.9140374707
,F10,VIC,,Unkn-30,17.5_B,29.2954687236418,26079.6317148928
,F11,VIC,,Unkn-38,5.4_B,28.001185933827,63730.4201810464
,F12,VIC,,Unkn-38,5.4_B,27.9477382762192,66125.8379585413
,G03,VIC,,Unkn-07,9.6_D,29.2973693824815,26045.4345814458
,G04,VIC,,Unkn-07,9.6_D,29.4109667131743,24080.9397128673
,G05,VIC,,Unkn-15,9.4_C,29.3985674332281,24287.953341246
,G06,VIC,,Unkn-15,9.4_C,29.5480109854274,21907.1311914214
,G07,VIC,,Unkn-23,5.5_B,29.7851963109958,18598.3237291401
,G08,VIC,,Unkn-23,5.5_B,29.826367580612,18077.1532943979
,G09,VIC,,Unkn-31,6.4_A,29.2720908018943,26503.9439590548
,G10,VIC,,Unkn-31,6.4_A,29.4049907675412,24180.4906118039
,G11,VIC,,Unkn-39,2.2_B,27.8533219055969,70579.5081918487
,G12,VIC,,Unkn-39,2.2_B,27.9904312764558,64205.3457292102
,H01,VIC,,NTC-01,NEG,NaN,NaN
,H02,VIC,,NTC-01,NEG,NaN,NaN
,H03,VIC,,Unkn-08,2.2_D,30.0646047602463,15335.6777174875
,H04,VIC,,Unkn-08,2.2_D,30.347005705208,12619.290802598
,H05,VIC,,Unkn-16,12.5_B,29.1155443271624,29528.7782062748
,H06,VIC,,Unkn-16,12.5_B,29.2506151522702,26899.8107979446
,H07,VIC,,Unkn-24,9.5_A,30.3409088886487,12672.5164958234
,H08,VIC,,Unkn-24,9.5_A,30.1432075114188,14525.6873902056
,H09,VIC,,Unkn-32,17.2_A,28.374346150482,49256.9788144772
,H10,VIC,,Unkn-32,17.2_A,28.708511293159,39109.3020761408
,H11,VIC,,Unkn-40,17.2_C,27.8787905809183,69349.4048313763
,H12,VIC,,Unkn-40,17.2_C,27.7313154197352,76781.7481919927
