,Fluor,Efficiency %,Slope,Y-Intercept,R^2
,FAM,98.0615467276003,-3.36927034964144,41.8768524085959,0.999732257857669
,VIC,99.1995262042173,-3.34125990310146,43.2109607744527,0.999546511694057
