,,1,2,3,4,5,6,7,8,9,10,11,12
A,Content,Std-1,Std-1,Unkn-1,Unkn-1,Unkn-9,Unkn-9,Unkn-17,Unkn-17,Unkn-25,Unkn-25,Unkn-33,Unkn-33
A,Sample,STD1,STD1,7.2_D,7.2_D,2.3_D,2.3_D,5.4_C,5.4_C,8.1_B,8.1_B,2.2_A,2.2_A
A,Cq,17.9360232439659,17.9830225889544,27.2516406347736,27.1815943456282,27.1324173806482,27.1675304720961,28.3070420392446,28.3476202542183,26.6449304180508,26.5455619573869,27.7664921161807,27.2726212867142
A,copy number,30000000,30000000,47146.5046876492,49481.9535854488,51190.3746298195,49964.630117144,22755.0839570922,22126.5939073023,71666.9986088398,76754.9294541452,33045.7567633947,46468.6721311194
B,Content,Std-2,Std-2,Unkn-2,Unkn-2,Unkn-10,Unkn-10,Unkn-18,Unkn-18,Unkn-26,Unkn-26,Unkn-34,Unkn-34
B,Sample,STD2,STD2,10.2_A,10.2_A,9.3_C,9.3_C,10.2_D,10.2_D,13.4_C,13.4_C,10.5_B,10.5_B
B,Cq,21.1828223060508,21.1658775548762,27.1707246011177,27.4358202437893,27.7841418286227,27.6741625945966,26.3277969008531,26.3373651663975,26.7541457669756,26.7263676443356,27.2349880140241,27.5444984724411
B,copy number,3000000,3000000,49854.5950162193,41518.259096153,32645.6227977108,35220.2750622947,89204.00263491,88616.8121493346,66463.0728691679,67749.6865509671,47691.5406736772,38517.7884807953
C,Content,Std-3,Std-3,Unkn-3,Unkn-3,Unkn-11,Unkn-11,Unkn-19,Unkn-19,Unkn-27,Unkn-27,Unkn-35,Unkn-35
C,Sample,STD3,STD3,7.5_A,7.5_A,10.2_B,10.2_B,7.2_B,7.2_B,14.5_B,14.5_B,11.2_C,11.2_C
C,Cq,24.4703055483124,24.54427438676,27.2056131011584,27.1080884693976,27.1047537951101,27.0570184478426,27.2239635856566,27.2096963310454,26.9154823319752,26.9188625536794,26.9007867501593,26.8216873376439
C,copy number,300000,300000,48668.3795017765,52057.251301776,52177.2093319439,53925.002388222,48055.8292989261,48531.4069244371,59458.9953173971,59320.4311342529,60065.1780809558,63435.7244131285
D,Content,Std-4,Std-4,Unkn-4,Unkn-4,Unkn-12,Unkn-12,Unkn-20,Unkn-20,Unkn-28,Unkn-28,Unkn-36,Unkn-36
D,Sample,STD4,STD4,13.1_A,13.1_A,17.5_D,17.5_D,6.2_A,6.2_A,5.5_D,5.5_D,11.2_A,11.2_A
D,Cq,27.9941311807908,28.0598606800884,27.3158384841271,27.1365207978832,27.212672592916,27.1105311605704,27.0249284807671,27.0171916999199,27.0666966417568,27.1324002227418,27.1079374100198,27.2501984593434
D,copy number,30000,30000,45102.9880136372,51045.5928630064,48431.8107219173,51969.5555609949,55132.7405658765,55427.9462830901,53565.973426672,51190.9808772914,52062.6793829613,47193.4593298816
E,Content,Std-5,Std-5,Unkn-5,Unkn-5,Unkn-13,Unkn-13,Unkn-21,Unkn-21,Unkn-29,Unkn-29,Unkn-37,Unkn-37
E,Sample,STD5,STD5,17.4_D,17.4_D,14.5_A,14.5_A,15.1_D,15.1_D,5.1_D,5.1_D,17.3_B,17.3_B
E,Cq,31.0152714531942,31.2424617825311,27.221706134126,27.097426687465,27.4569113681761,27.5021117672048,27.1373552997284,27.1092209630902,26.6117852664414,26.5934526338216,27.4749038385785,27.5577761133798
E,copy number,3000,3000,48130.7665355985,52441.7587749093,40918.2244955574,39661.3361143868,51016.199095717,52016.5749434583,73325.4827516824,74259.2210270379,40413.2047110165,38166.3992276555
F,Content,Std-6,Std-6,Unkn-6,Unkn-6,,,Unkn-22,Unkn-22,Unkn-30,Unkn-30,,
F,Sample,STD6,STD6,7.4_A,7.4_A,,,7.3_B,7.3_B,5.3_C,5.3_C,,
F,Cq,34.765846082614,34.5033465294891,27.3431343321667,27.2796860385099,,,27.2956520909533,27.5176990931355,28.1464664850887,28.1631516720128,,
F,copy number,300,300,44261.1821523039,46242.6278667643,,,45735.8192359373,39236.9124769288,25422.2022107876,25131.1032821343,,
G,Content,,,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-31,Unkn-31,Unkn-39,Unkn-39
G,Sample,,,3.1_D,3.1_D,13.4_A,13.4_A,12.2_B,12.2_B,13.1_C,13.1_C,8.2_C,8.2_C
G,Cq,,,28.404656833278,28.205859904519,27.3207133934949,27.2282895785293,27.3190075818846,27.1833846794376,27.0504719042647,26.9527673621229,26.9376294394668,27.014321657141
G,copy number,,,21272.4282616188,24401.0871501833,44951.4798015483,47912.5516593954,45004.4370635718,49420.8442855207,54169.2209011691,57948.3223116852,58556.9795530708,55537.8575375201
H,Content,NTC-1,NTC-1,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-32,Unkn-32,Unkn-40,Unkn-40
H,Sample,NEG,NEG,17.3_C,17.3_C,15.2_D,15.2_D,6.2_C,6.2_C,5.2_B,5.2_B,15.2_B,15.2_B
H,Cq,40.4053588466139,38.9563490224131,27.4414916930074,27.3873926228973,27.164877837781,27.2816115306964,27.8600511009347,27.8620335555291,27.2047960597861,27.2761980586706,27.1201936423182,27.1099210934917
H,copy number,NaN,NaN,41356.0488881508,42929.5146946904,50056.1957436577,46181.2106020106,30979.1938259297,30936.8323552166,48695.8336622794,46354.0917401087,51624.1056921336,51991.4438997899
