,Fluor,Efficiency %,Slope,Y-Intercept,R^2
,FAM,100.443579216431,-3.31134436093166,41.6016882798237,0.999539524850736
,VIC,99.4412319985163,-3.33539073297409,44.0255596679578,0.999557349414207
