,Cycle,A1,A2,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C5,C6,C7,C8,C11,C12,D1,D2,D3,D4,D5,D6,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F5,F6,F7,F8,F9,F10,F11,F12,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H9,H10,H11,H12
,1,-24.2097857737513,-2.10389559767782,-11.1849371644153,-3.19937333645248,-13.2087617979514,-10.4888535373129,-2.36456354597476,-49.2058689884439,-10.8679850243334,13.2402777349221,4.94476222045387,5.95433758833178,1.81158273824349,4.53450889791384,5.09310248297106,4.63894713748414,5.21462898670916,0.3099925988422,10.4355449150644,-4.43589745180407,-8.0944986652471,8.96236710787616,5.05405138033848,-5.90309432496133,10.5878736268173,0.251029029102483,7.52388294772027,-5.65910869630261,0.612568404273588,13.3552859796364,6.41955724772106,3.27806722553669,14.3935685970505,2.63576931533771,9.23211342743889,1.25199844711051,-2.82516775795784,6.45355081511798,7.90217833478891,4.61574927260699,9.9441357448286,11.63835559667,13.1099397541566,12.9897339951212,13.3389001751175,11.9868632920602,9.63848957124219,9.2007701272405,-0.0739293338760945,7.36490852862153,15.9115523802107,16.3596354331075,13.2714856060838,8.3200383554472,23.0837637421496,8.3783320264024,20.8596931661414,2.85700834697764,5.52420975766381,2.50063549343486,4.94645743008005,-3.20700619182389,6.18948239712245,5.59934225594952,-25.1070991655611,-6.15844979184749,1.7928953594851,6.0076122598316,8.78924877036161,-2.06422053436199,0.34291138615572,11.5129895928644,1.01798930505493,-20.8765947809356
,2,1.87339985909921,6.94816137054931,2.57585551204193,2.34746997270167,2.29568521820465,-3.27984873483911,4.9494467803579,-13.6443597214084,5.1939322623989,8.38070584427396,0.0317358180877818,7.46137102002285,0.118446663635041,0.834554118082906,5.90565328876301,4.91572787895575,4.53023100171504,-3.22560112750989,6.39436623950405,2.34277556451889,-1.62092929836717,-2.09921213659527,8.86296439455418,-7.96705255491224,1.21392961902802,-3.07109966692315,4.15234458450959,2.41261704510453,1.22143182731088,5.40565364672057,3.38885575203221,3.03998874160743,6.60454952186274,4.85188492645329,10.6789479813715,7.05145585710716,0.652702574158866,2.80170419253454,3.71889553157826,5.95282894435195,12.2231419689574,4.76795550066163,12.0056883375655,8.23437903014201,11.3462870757021,6.18985946103703,1.93784109391117,6.75365074290858,1.44428123271973,1.27349429913966,8.25623831301618,7.27114251932881,7.59131243812681,8.3127938983007,11.6376738460722,14.1568575527767,11.8641974025022,4.45226620943095,3.26021875209608,8.52726406966985,10.4068127152591,3.55567687004304,4.38597355228057,7.02463693019217,-7.6398645078375,-8.45358197017185,0.729303133114172,-0.683290594822211,3.84274706159977,-2.00527860370312,-8.66390439263432,0.941932145689407,1.95395788797214,5.8977442932628
,3,11.1400347854328,5.68545185233916,2.43283823320462,3.79643171159569,6.30485299913153,4.49974228909787,2.40651553044017,-0.0764059417501812,3.92562716771772,7.28165836259723,4.39437341248231,5.20320413251875,6.31811038715932,2.22845685927359,5.23951629974317,1.7376257068081,4.99529674103587,2.58956353269468,5.79303553509862,2.38830758140557,2.82313778681191,4.92040427838765,5.37869326855071,1.54638521894776,5.11593554677756,3.72531240166063,6.46717862196647,5.11423928670001,5.5635398967579,5.48929735607953,7.11840878583735,0.3027560952155,5.21394105765421,4.38661780520806,4.40565391843074,7.04970902058813,4.45444144503199,4.60067490980418,-0.28370150520459,6.63261478065897,3.45467485702693,1.85194232371805,5.36501863587364,3.79735804750817,7.15575461981143,7.01111287105687,4.06110382166435,7.00590563430706,0.458698889164225,1.67048369564145,4.14020365895067,2.00424743788381,4.3638041079098,4.5518341770312,8.83343502767957,10.3413900313981,9.28610086509661,7.22535178740236,6.04711085085773,3.26931000488548,7.78961003011273,7.26022253706287,6.22098586513584,6.75100862912905,-3.17037601151151,-10.06567544267,1.88869539956522,4.08701078117838,4.08626090239568,3.2806633096111,-3.28543188950061,4.4381566101315,6.71906046513914,7.98768835898818
,4,6.22137132223543,1.67439511992006,3.06787482281607,5.12324078465781,3.74324039796829,1.66914879599108,3.46926377405816,2.69329685363937,6.55258112162028,3.08306335711677,5.89075560674246,4.0050642336646,1.38828639129179,6.99441580357325,3.92694590259089,4.77868603691013,1.56899591687807,0.0833971412366736,5.2432543112559,4.0191047117828,3.18523284885941,5.65129400610977,4.02559337924913,-2.32136588976027,1.67591942121317,1.64926166220312,7.61106836520958,1.22301711648333,3.35961689336136,3.14355627360555,4.07286771603685,0.773855865347741,3.47515794534047,2.31594718038195,2.4703911831698,3.66840264945404,5.17237310580003,0.367836187464491,6.96003534142346,0.432072622167198,3.62566570474291,4.54100878039844,2.3419744877142,3.01761477787022,3.5877672955321,-3.5290608068326,-1.39903212900617,3.03213687497373,2.70141161979882,-1.89050850899866,0.573258426332814,3.40429233954319,3.73056228901669,1.2715083652829,2.77897972856772,3.27274831261639,1.28294398154731,3.77986228454574,4.69477614952802,6.62250805090616,4.61041796762538,3.60286267244601,4.67545961653423,4.88143495162785,-0.30845394998596,-3.65530212114709,2.18262633666882,2.86782378082899,4.33779580870714,6.15085549444484,-0.148194373014121,2.72481983898115,6.87061605574172,4.41426619635013
,5,5.58607231866199,6.77578302558322,6.21881725572257,2.08751648343605,3.05671866852572,3.59850267036745,1.48191147879197,0.275771783927667,4.59733422375211,3.89502633976372,0.923617841194755,3.48940740230228,3.05067497467189,1.10730785675878,1.65241512944976,0.248505375802779,0.0853741821756557,0.655005287717358,-1.37406540090979,1.83179209347645,-0.754095407352452,3.25516203551661,2.12695411305549,6.33942230613093,3.555918774975,2.28499403755995,0.84568481722863,2.30075725830511,1.76719427226681,4.09096962595186,1.95567400150458,3.7696072708186,6.34186308450489,3.9559036398673,1.19046335791154,2.28681881700959,4.9002266709881,-0.30315931993664,4.06979692878076,2.03739777697047,1.99463890702145,1.58964487189814,6.01222535947363,5.3390456566467,3.35473170314208,4.22021400984249,2.95572230341713,1.24384523447452,-5.68335780371717,-7.49107001085395,-1.41407691531094,2.78571717319392,-1.72549530331935,-3.81249594056908,3.43760894685101,-0.346520322329525,1.37429125458311,0.214429916287372,-1.43381206031836,-3.39382200017735,-4.62965782158062,-0.858109542667989,-2.09461761380271,-2.40518309715208,-4.51279991903766,-7.38066811368572,-1.54147883509995,-0.878468136189895,-1.28530303452953,-4.9798767473153,-3.68947297455861,-1.75594021631605,-3.60723845031271,2.21806587807623
,6,0.578138398477222,-0.932659876714752,-1.76375123786283,-2.13200353435104,1.19493209229631,-0.0454819894407592,2.75664885308606,2.19303495209306,6.45780123481654,3.7719092628181,3.19541887720698,3.36210423216062,2.03411931865139,2.07378616352116,5.65055953044384,7.51775671111545,3.12299502295218,3.52451002591124,0.738423771866564,3.05556535898813,4.8181429101769,5.20770725822013,4.70973385973139,5.18375439020292,-0.210766719731055,-0.672074506288027,1.57984279442371,5.6089574886264,1.16903768465681,2.98596116470299,6.5619752578591,4.56768384440011,2.47120224461196,1.51119590094731,2.86739053982774,3.44128088301159,0.818094747316536,2.2074293148703,3.30897994664747,1.51139853776886,4.28774561591126,2.02704039226501,1.54224181007794,3.26424696964932,3.83851898120656,-0.0375648090166578,2.00321856264281,2.70299403693116,7.93261978302326,2.8864163928456,5.8882641060909,5.23626985042165,6.00979516128064,4.90724827987106,-0.117388347505312,1.35381032049236,3.95948355347855,1.62448992667851,2.65196390369601,7.96995354967157,7.0502744013761,1.73616111884758,7.10344130243993,6.74845099850199,0.0604791029995795,-4.31652622961747,6.28705532416552,5.54981342638939,6.84673437790207,6.53500677653665,3.97065585166592,9.0820502321053,5.9975337372166,8.26684214559236
,7,2.6615962065498,-0.26987665113802,3.6414238711468,4.94250822491631,1.81161146968543,4.82089192894455,0.1875291082888,1.01881912193403,0.403013077108881,3.13587829421112,4.32777779523485,3.08314284745347,3.63261567160862,1.30732137754239,5.65059357985865,3.01037005655235,3.67199310036631,4.09113336916198,0.534902244573459,1.26197541130614,-0.585958406265945,3.50820348649722,3.96045142631692,0.343388072360995,-0.339635370085489,4.24894133866883,4.0952590966258,-2.46144680864518,-1.41961532376899,0.12050458389831,2.04392755002436,2.62096318001431,1.42836817578154,4.65154004042415,1.12116552934003,-2.15925466554609,3.13092651375246,5.00607715916885,-0.957125473696578,2.87917107416615,1.51967326924205,4.59968323259136,1.90420057069241,3.67226508306658,3.56685783690227,2.36312976158433,4.64893979881208,5.59643142342202,6.6457911248749,2.98657816675586,5.47989120558759,5.16145691739757,0.366891164589106,5.80259982964481,1.74842504284743,1.3021671034071,5.45648463087491,1.58786239244455,2.24775143677653,2.76550051292497,6.7648344824006,2.51350180484678,3.58384539813187,1.52254463545751,0.554116489220633,-0.380351759813493,3.12934898731646,2.48085050505597,3.42412073284595,2.02125943545025,7.8622494293345,5.48879735974151,3.67078515964749,3.7734627172058
,8,-3.22323055159904,2.22684381502859,3.21878443933701,5.99407182047707,3.13621431972479,4.77573409113393,4.00240251874993,4.33402938409427,0.473989721593171,1.60093785707704,-0.832096432859544,2.39349362778785,-0.0112850745213109,2.75815546037711,1.20662770462741,4.08038999110704,1.17352503159736,0.0617962457995418,3.64167708067407,4.06272578871722,4.20368529236839,2.25726067816277,-1.69753270981573,4.71733981702619,4.99257666009771,2.63454916108594,1.45817304159618,4.18483131774838,0.452749430382937,4.24631171737201,2.73884541044845,0.431621216535859,1.92593334834464,2.83159155895828,3.47496243728983,1.2981861291355,1.03518405527211,1.74500931964803,4.45577584249168,4.29309023208134,4.41711927096821,2.41666505853073,2.3247832706752,2.21841499267066,4.28242529486397,-0.414145108503362,0.006727070688612,-1.01250174805,6.56443928873114,2.48170990723111,6.63247373480954,2.43657358148448,-0.154904425890436,1.13979853899855,2.75045227695819,2.7316994821058,0.395538987831515,-2.46662275219751,4.74120882258921,2.57698574720689,4.1491898797899,6.06125024436415,4.15360575244495,6.75428360568321,1.57937066418981,-0.921679141891218,3.58181084387206,2.85006808000435,6.1859323264257,5.83549633396933,10.35620483192,2.18185166830472,3.73650473826001,1.81848248088409
,9,-6.14596764213547,-1.46083229384885,0.113798808608408,1.09586379991242,0.493759783459154,0.725030877462814,-0.206790208696475,0.595027728824789,-0.554455665212117,0.915716483432789,-1.73012143550477,1.54133768387555,2.12355289049901,2.58012656031224,0.526261768821314,1.19104587469428,2.52301044437945,3.41920779847169,-1.00720585551653,0.373779245566311,-0.434665346967449,2.50901491994773,-0.934834574551587,1.3601948407636,0.119238420268175,1.81673021857796,-1.24888896945322,-6.14144818144678,1.51791942887849,-2.46814469100445,1.1205257020215,1.9590282694362,-2.94260190047908,-1.19907488699482,0.644438541412001,1.49220105689847,0.651523722192906,-0.458117860509446,3.36837563859581,0.249205721462204,1.75776570432572,5.50560653262437,2.18080301901364,-2.58061631232431,2.16505898320293,4.52622186845883,6.53121316638544,4.6346776321684,1.84050849800815,1.46721129224716,-0.457046254991837,5.02362120810585,2.58393307199367,3.00473609183064,6.17020879349366,-1.48852176797618,5.05438063894599,5.19682056973761,0.667340334852724,2.08549027731942,1.99344857475126,2.00028232122031,1.31202539363449,0.816911079729834,3.75090890715865,2.45536962721872,4.49762161499484,2.19800346200418,3.45640336661836,1.83153277826659,6.47912355622157,2.55757536069359,2.30966357660009,-1.78866780580029
,10,-6.09780414826537,-2.72685406528035,3.81794291020788,0.054244211367859,-0.322975021040747,-0.362543718114011,1.04540015606335,4.03966620551273,-2.67599064841261,0.515404421035328,-2.11834375490389,-1.27438479548482,0.453609188793962,1.87793772675104,-2.77208796459718,-0.593331794804726,-0.833108313032881,-0.0482230455845638,3.114857441813,-2.17639549532578,1.82587965050971,2.81380516609488,2.68890532208252,3.63755331590164,2.67411034697852,6.55324605592887,0.423788782371503,5.53337554421842,5.12051595446883,-0.119902612239912,-0.416933310761578,2.1525731084962,-3.73109662561501,0.00184073156015074,1.26309457802017,-1.28049657218571,1.29128040667592,0.83272932996806,-2.17278986359497,-0.995369399771789,-0.547768679844921,-0.901495684126076,-2.22636950610513,-2.6222883622786,-2.82068018191103,-1.03218613671334,0.944958958870757,-4.37939315880703,-3.45531826128899,-6.0267820110198,-6.28811355654398,-5.73127200813269,1.8198392025206,-2.5460479209637,-4.36889663954207,-3.59239841642056,-3.36088003076111,-3.42174045771344,-7.32289083800379,-6.00487007665015,-7.8268399823919,-10.2629873945853,-4.62223742016658,-8.59983277829451,-13.1905061501234,-8.98326160076067,-8.33725909847544,-6.72150755599978,-6.1908007810739,-6.08068910875272,-2.04380806425115,-6.2009282100762,-9.83296687562824,-3.32806575454924
