,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,FAM,0,Std-01,STD1,2777.43611963388,,Standard,Unassigned,False
,A02,FAM,0,Std-01,STD1,2844.12481722659,,Standard,Unassigned,False
,A03,FAM,0,Unkn-01,7.1_B,2656.97830913257,,Unknown,Unassigned,False
,A04,FAM,0,Unkn-01,7.1_B,2878.80262995272,,Unknown,Unassigned,False
,A05,FAM,0,Unkn-09,15.5_B,2894.24613803018,,Unknown,Unassigned,False
,A06,FAM,0,Unkn-09,15.5_B,2903.46053190495,,Unknown,Unassigned,False
,A07,FAM,0,Unkn-17,17.2_D,2999.48333903147,,Unknown,Unassigned,False
,A08,FAM,0,Unkn-17,17.2_D,2911.90386884457,,Unknown,Unassigned,False
,A09,FAM,0,Unkn-25,8.2_A,3027.67017563912,,Unknown,Unassigned,False
,A10,FAM,0,Unkn-25,8.2_A,3034.08815711924,,Unknown,Unassigned,False
,A11,FAM,0,Unkn-33,15.3_C,2992.61663420532,,Unknown,Unassigned,False
,A12,FAM,0,Unkn-33,15.3_C,2885.72458095228,,Unknown,Unassigned,False
,B01,FAM,0,Std-02,STD2,2928.39398794346,,Standard,Unassigned,False
,B02,FAM,0,Std-02,STD2,2912.06080637667,,Standard,Unassigned,False
,B03,FAM,0,Unkn-02,3.2_C,2730.83006233337,,Unknown,Unassigned,False
,B04,FAM,0,Unkn-02,3.2_C,3152.67689393374,,Unknown,Unassigned,False
,B05,FAM,0,Unkn-10,8.2_B,3135.93415180581,,Unknown,Unassigned,False
,B06,FAM,0,Unkn-10,8.2_B,3075.47786925221,,Unknown,Unassigned,False
,B07,FAM,0,Unkn-18,6.5_D,3125.43843356375,,Unknown,Unassigned,False
,B08,FAM,0,Unkn-18,6.5_D,3199.76514797125,,Unknown,Unassigned,False
,B09,FAM,0,Unkn-26,3.2_A,3120.32962264514,,Unknown,Unassigned,False
,B10,FAM,0,Unkn-26,3.2_A,3139.12953708303,,Unknown,Unassigned,False
,B11,FAM,0,Unkn-34,17.4_C,2929.71366867174,,Unknown,Unassigned,False
,B12,FAM,0,Unkn-34,17.4_C,2974.31948636065,,Unknown,Unassigned,False
,C01,FAM,0,Std-03,STD3,2991.94748523506,,Standard,Unassigned,False
,C02,FAM,0,Std-03,STD3,2858.48837571443,,Standard,Unassigned,False
,C05,FAM,0,Unkn-11,11.1_B,3060.37602124268,,Unknown,Unassigned,False
,C06,FAM,0,Unkn-11,11.1_B,3057.2389457035,,Unknown,Unassigned,False
,C07,FAM,0,Unkn-19,9.6_C,3101.42399412508,,Unknown,Unassigned,False
,C08,FAM,0,Unkn-19,9.6_C,3111.87014857346,,Unknown,Unassigned,False
,C09,FAM,0,Unkn-27,6.4_B,3108.66828066875,,Unknown,Unassigned,False
,C10,FAM,0,Unkn-27,6.4_B,3102.7062847004,,Unknown,Unassigned,False
,C11,FAM,0,Unkn-35,12.6_D,3108.76786323822,,Unknown,Unassigned,False
,C12,FAM,0,Unkn-35,12.6_D,2954.26056165794,,Unknown,Unassigned,False
,D01,FAM,0,Std-04,STD4,2955.07894471358,,Standard,Unassigned,False
,D02,FAM,0,Std-04,STD4,2878.00439236003,,Standard,Unassigned,False
,D05,FAM,0,Unkn-12,10.3_B,3240.75460314543,,Unknown,Unassigned,False
,D06,FAM,0,Unkn-12,10.3_B,3221.57952420254,,Unknown,Unassigned,False
,D07,FAM,0,Unkn-20,2.4_C,3145.52123429419,,Unknown,Unassigned,False
,D08,FAM,0,Unkn-20,2.4_C,3119.13203466788,,Unknown,Unassigned,False
,D09,FAM,0,Unkn-28,10.1_D,3161.83234806812,,Unknown,Unassigned,False
,D10,FAM,0,Unkn-28,10.1_D,3120.89476506862,,Unknown,Unassigned,False
,D11,FAM,0,Unkn-36,12.2_C,3229.76504786388,,Unknown,Unassigned,False
,D12,FAM,0,Unkn-36,12.2_C,3020.65119507306,,Unknown,Unassigned,False
,E01,FAM,0,Std-05,STD5,2803.9686338191,,Standard,Unassigned,False
,E02,FAM,0,Std-05,STD5,2894.17522836209,,Standard,Unassigned,False
,E03,FAM,0,Unkn-05,2.3_A,3053.29964788055,,Unknown,Unassigned,False
,E04,FAM,0,Unkn-05,2.3_A,3109.23254112817,,Unknown,Unassigned,False
,E05,FAM,0,Unkn-13,9.4_A,3123.46242547675,,Unknown,Unassigned,False
,E06,FAM,0,Unkn-13,9.4_A,3385.35387760325,,Unknown,Unassigned,False
,E07,FAM,0,Unkn-21,6.2_B,3211.10507827196,,Unknown,Unassigned,False
,E08,FAM,0,Unkn-21,6.2_B,2922.455383932,,Unknown,Unassigned,False
,E09,FAM,0,Unkn-29,10.3_D,3217.98011944538,,Unknown,Unassigned,False
,E10,FAM,0,Unkn-29,10.3_D,3219.24282510341,,Unknown,Unassigned,False
,E11,FAM,0,Unkn-37,3.3_D,3112.78027327218,,Unknown,Unassigned,False
,E12,FAM,0,Unkn-37,3.3_D,3245.05465099378,,Unknown,Unassigned,False
,F01,FAM,0,Std-06,STD6,2485.48011185113,,Standard,Unassigned,False
,F02,FAM,0,Std-06,STD6,2236.38288128995,,Standard,Unassigned,False
,F03,FAM,0,Unkn-06,11.4_C,3118.2828953237,,Unknown,Unassigned,False
,F04,FAM,0,Unkn-06,11.4_C,3250.09225980389,,Unknown,Unassigned,False
,F05,FAM,0,Unkn-14,2.4_A,2874.24521367437,,Unknown,Unassigned,False
,F06,FAM,0,Unkn-14,2.4_A,3097.03274778438,,Unknown,Unassigned,False
,F07,FAM,0,Unkn-22,3.4_A,3068.8880868781,,Unknown,Unassigned,False
,F08,FAM,0,Unkn-22,3.4_A,3029.87224359527,,Unknown,Unassigned,False
,F09,FAM,0,Unkn-30,12.4_D,3174.55479383105,,Unknown,Unassigned,False
,F10,FAM,0,Unkn-30,12.4_D,3085.6917658774,,Unknown,Unassigned,False
,F11,FAM,0,Unkn-38,7.1_C,3000.57245738005,,Unknown,Unassigned,False
