,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,C1,C2,C3,C4,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F7,F8,F9,F10,F11,F12,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,-13.6510882929551,-0.139740125643129,6.19819009618595,5.69233987484495,-2.99498373377901,3.38492087133727,-4.92259539639963,-2.19657447035297,-0.598955805289279,-3.85451076824256,-0.663678097323555,-105.071976064986,-9.64791232729749,17.6568623110011,15.9114521539532,13.4983946366306,9.0594889638387,13.5711689775567,16.1051736329778,14.8458827514805,6.44169706057619,6.91682394957661,6.6100407044064,6.8493711205997,12.8096848809455,11.5698956952515,14.8746154191349,15.9996530782582,6.70305738100888,9.95122153176317,5.37477303012111,4.00978995348123,16.6217364119011,12.1031689215274,25.3730595455158,13.4086276628263,12.2142211436494,27.1541600975652,9.00481531335208,6.37508707260395,-4.86877199431046,6.2424921374386,14.294501111101,25.6283075962119,10.801548504744,13.942047503012,8.14546971521395,16.6225947883827,10.1269826444445,-9.9127513877861,-9.04766735423527,8.20867024647032,16.5662283932361,21.7969656547111,21.9150596121012,11.8717555350991,15.5135010454997,18.0686667746554,18.5916686119531,4.03062615470026,14.2820884226412,15.7124083851891,20.5432449998189,19.6662712728025,16.8974257256182,14.6134885954302,16.652365234082,3.82404582186564,-10.016199481986,-1.66280479890747,12.5772577976477,13.9495006734555,13.7309908480115,11.5356766806131,10.756552689099,16.6314236751855,17.08666739419,19.4756444772083,12.2032611773193,-7.60112818357175
,2,4.18734509187698,5.88501440987602,9.75703731763952,3.18460212633499,6.71212046027176,10.480887566252,4.09515668954555,6.67817165189945,6.42825467048851,1.69676347478298,3.44477986648826,-49.204466699839,1.0263269227512,12.9867320669241,11.6137528508289,9.38176413386964,5.39163352948481,8.00303193310037,13.5242716271796,11.0635647091367,6.18193580498064,4.96372173321788,4.28860666183573,7.76822347206735,14.6730570072864,9.76868327045122,8.88668233405588,9.88038728705578,7.03515887538197,7.09657509638691,7.25723691695293,6.61609426194627,14.5727709752714,9.93946942609546,14.2697878205186,12.9811592963656,10.8418780768757,13.7002396639696,9.07173480545862,9.70739702957599,2.86343524101403,6.82050982109604,8.87823399787158,18.3302999027437,10.7583173256326,8.25096607266369,5.23488668079926,10.6224906113916,15.1992984573435,5.20332798857226,2.2388892340964,5.07010671016951,15.5098559324629,18.2980043275911,13.7242437183827,11.0854266146275,14.9403400970045,12.0182886247953,11.7865135175762,10.8973277348482,12.6589989869508,17.8578531621656,15.5590054241261,13.5896912045841,11.8202267414599,16.0169421255332,12.3873595470286,5.86855407461462,4.28704883445334,2.78187041331785,12.5147333698956,13.0374357487585,12.4650954401727,12.8543840678499,11.6183519508527,13.0205693840257,8.97750219474619,14.3801762270637,8.07783557849098,3.0879932375633
,3,7.99699650820003,8.83926262984824,6.6218591211109,3.70137602873274,2.85756612819523,8.45330315158435,5.16965220413704,2.33106664287106,5.48799428435541,0.22766524969029,4.40951175741657,-27.5534141648441,-0.95874832262416,1.68187083111297,-0.0712975023961917,1.35955359967056,0.364653251589971,5.78130259701175,5.23107484029151,1.42264932491344,3.60128957719053,3.23285345966178,0.0444580292360115,-0.471881522727017,3.57287342077689,-1.01032156765405,0.976663256024494,-0.58476656627181,-0.979259478941913,-1.68177249498376,-4.72088249698299,-2.11042225243182,2.39457720268911,-3.38313787907691,1.11901759319926,-0.255669848243087,2.55279097695484,2.93817665298593,-0.134625410002627,-4.89724549877474,-1.38179749104575,-5.72837817104528,-3.81357058403546,-1.91461450013821,-0.965593449330299,0.0511886024728483,-4.4332959094113,1.31703188099618,2.18896300534152,-4.9448041446044,-8.25235961977251,-9.4327439380786,2.75163663941112,-0.310214109194476,-1.42545900124333,-0.348163792798914,-0.843147737783966,-0.0877655081912962,-6.09483091167476,0.809411185606223,-3.02930913263526,1.30749350550923,-0.710585866552719,3.16680663265788,-1.86194923960784,-5.54255775557249,1.96642692312253,1.02209277323254,-8.17437661721851,-7.59462283626726,-0.948726745155454,-2.38159147561873,-0.432428542396792,3.8717944776372,2.35401851071765,-3.21761994312646,-5.33869754474745,-0.381001276830375,0.0464792112038595,-3.2494278667732
,4,-8.10292867851149,-5.65780782301317,-2.51161918141906,-3.77380816839514,-6.31557261214493,-7.168818206168,-6.65077591867839,-1.00777215661583,-4.55773861748276,-2.21439163201694,-9.32964522343536,-19.5716206232155,-10.8344579358563,-3.19751764892362,-5.7922348073389,-6.61630333386529,-5.50245546885162,-3.77770097519942,-4.79415831254346,-4.72166218186885,-8.63310358066883,-3.68512242212773,-6.43428202446648,-3.01616804822697,-4.2662553523146,-4.83222448798369,-5.36196137671777,-8.44077757611922,-1.77624342847776,-3.29995001295038,-5.44218797406802,0.501712212643724,-0.811350400867013,-1.07178087774855,0.72468528929312,-1.33820599467754,-0.199621251951612,0.0944608842673915,-3.99209161415638,-0.0893412572904708,-6.16766792084991,-7.32030217794227,2.4435009275262,4.74823126089541,2.08198597797309,0.79572527567916,0.70544986077266,1.98450893469089,1.179882864707,-2.79083569695422,-10.3164137029389,-3.71317622803326,2.67516559338947,3.73532078760354,1.14107007312668,-1.45574472381895,3.62867671185359,0.710166029798984,1.07371050427173,-2.59494423998467,4.11212572051772,4.56611399444091,1.73368941993522,1.82356902631409,0.254818760426588,3.91440860136345,2.33621032204928,4.63498873920162,-3.03780523756268,-5.28641258227299,-0.140697523971994,2.617788498972,1.17588460162096,1.06481395485935,1.07508188455449,-1.61827999518437,-4.52423004166758,0.47074144742237,-0.377208149642229,3.61996348159482
,5,0.546695325345354,0.646367763219132,5.09335066145741,0.227836553418001,2.58118012736804,3.4208914881292,2.15934886946707,4.59783934221787,0.605926610663118,2.92720908739238,4.2035685676683,-0.555673320036021,9.21243451759165,6.5129063529007,3.87900710182794,6.8676068378636,-1.11888184397503,-0.503635797665993,2.34539452936633,7.42702153767186,1.14104407147897,5.76649766324863,3.71234287007837,3.55693411724224,8.61253425628138,6.36460795855237,4.05474501841763,6.92131847050041,6.30971627209738,7.23693935449819,0.864456419961243,3.46493247630406,2.82359675032785,5.5766418014091,3.80010890228277,5.40739381478897,4.51921050791452,3.51375748587179,2.28916662463371,2.16950853946355,0.275997639597335,3.22829657023021,2.63431661053846,4.31538303045272,4.98544899509488,2.39475562704274,4.83325473932109,5.90842044653209,2.88247617922116,5.94331807121762,6.47732467663718,1.13364723772202,2.01485215391813,8.76651256800778,1.90445116283445,6.9958222424234,2.19335053717396,12.6903781205292,6.67063320962961,6.46380020234028,6.75231409664502,6.03773287510421,7.7059450925758,7.13578574385974,7.59093113556264,10.7280858933887,9.03863128575904,6.54908783993005,6.48894373449775,2.21816668003476,7.90994323782934,8.02126272531632,6.46830635241668,6.38589192670634,7.57368895883019,8.15432522624224,12.5046181770726,8.25750490946029,13.6882514352756,6.62067568238581
,6,5.3879003842585,3.85759668831633,3.98680017836614,10.6659081189223,4.89967175331094,4.49986754100973,5.07130326830247,6.11807350255413,7.59805862211624,8.23757971880423,6.6850059452413,18.6378035530529,9.34501238815028,7.3398329255142,8.75186064803756,6.10419089302377,10.262960339302,6.00719272599008,6.93013749647889,9.93332226299708,8.45452783312157,8.78979631303355,8.75907777812154,5.8242743042465,4.94125016366115,3.93178345982733,5.45722543344618,3.62595417881994,3.20476869143067,7.24256285133242,4.74214535542751,1.58730184233764,5.73843646430396,6.79374834836517,4.63590769024813,5.11766095748726,6.89200467420142,7.80427523187245,5.09689243219918,7.73732950745352,-2.78513446225406,-3.68018880296404,0.440706615698673,7.70282888681913,0.0936576080534905,2.62512676006054,1.93012153842756,-1.08044014278312,4.49900947572269,-1.52632842363801,3.16996811625722,-0.204259413493673,-0.626152977484253,1.11862629521329,1.59108809183226,-5.32560724114001,3.25472549957522,-0.729604479595309,1.79976668581958,1.26771349907085,0.0443452055073976,-3.92478853235116,-1.31127250326199,2.54241328346052,-0.126213647222357,-1.09592075887485,-0.451672418906583,1.63503289456685,1.30543584148927,-1.06685198365722,1.27816038039691,4.72560640386382,4.88620801525394,2.74754139865354,3.98514744862587,4.3978065238648,2.48224559485061,2.69136778986558,-0.103834363392707,1.68279356497123
,7,5.05469753951093,8.30752475430245,3.6905347709644,8.80741273913418,8.18818598973894,9.82732284246595,5.98045778894539,10.7279215237445,6.23194426043074,3.6301905742248,7.71437498759815,22.4383081736878,7.9600603363242,7.44890181505343,6.3109193408377,7.73112415278183,3.3475218680237,4.73214800466121,5.6732840740915,5.88545035270226,6.35912428554593,1.1903529810711,5.28078522441001,4.83509457082528,4.01307614032839,4.10481830830486,2.5395098877234,3.52112165445669,3.27222229603649,1.11784914312375,2.0194608838051,5.54720909112257,6.2159980529741,5.55510425204238,4.06541613635409,8.15972615823694,3.08517789990219,3.69759595424421,5.13437559774093,5.30447055369223,6.55908535284743,2.38295622384294,-0.134331411467429,2.76966723870783,1.26192862688958,-0.525326078838589,3.37403464287718,1.66203289042414,-0.701924888383928,5.48123984838548,3.69204088565721,1.80671836880765,4.76106513076638,1.60531373553385,5.02629846534455,3.20768815349084,8.68876218118749,1.28650268415549,3.77632923660303,4.55462763865989,0.455180818955341,1.78165757361921,-2.53235858151038,-3.8814532623187,-2.05973834539782,-2.20444331267026,0.183148924253601,0.94485536942102,1.67580167717779,-0.548021532682924,4.70586457651234,4.32536677964845,3.16883456057712,1.42731826748513,3.69462954058054,-1.59918005912232,3.39796898641907,-0.477875701267294,1.39958439166548,-2.64527176278943
,8,4.76882153090264,0.670129283454571,5.48822743471283,3.71053073215398,6.60115351637569,3.0351941143781,4.76845725195244,3.86099748657625,2.60773017008387,2.90387130623367,7.78233552325128,21.4906301815627,8.87901080355232,5.43505824287058,8.02886577332129,7.04923324908668,9.47158434232824,8.6749517651815,7.43751187527187,4.62790820306373,6.98250979499153,4.97838866216262,7.70120064100138,4.40698367593632,5.46560127984367,11.1975690342056,6.13182607502267,6.91605113518426,8.31539235798709,6.82683915681537,8.29259857998704,6.71829023497457,7.67005988591836,9.17175175126522,7.00004777014465,6.65125069715486,3.10040432836286,6.01109584538335,6.49818102386962,6.32847099032961,3.72391445842868,9.07619564077368,6.60517766749626,4.32678048079788,6.87306444924479,6.46744268213342,12.1881679724174,8.06389286735794,8.63943403820713,6.50545784137603,5.45349012685165,2.89708533388011,3.40794456416916,2.01158455753421,6.86651168420894,5.70281522369987,5.23684469942145,5.79521779533252,5.26964030520003,4.453132715008,-0.498755943296601,1.28711708153105,5.24603232762593,0.322334359412253,0.965406107207855,-2.90100517304882,-3.78464306423484,1.83209261831689,2.69921813630299,1.01862871617186,-0.355965093095165,0.320886836158479,6.18908782335029,3.07834471263141,2.45284417800758,4.62447323994365,1.60865024851728,-1.54931897389952,1.75117381445125,-1.35364013188746
,9,-1.89240640719026,-5.31282794197341,0.725861217851616,0.677709696254624,-0.512276098269922,4.08772331859973,4.13822341508558,-2.0035704536549,0.284133602431211,3.0382238426414,2.93431993055356,11.9039614470807,5.60123337001323,6.22835280956633,10.3541208152847,6.16235829202242,8.78071816568763,7.15085262852881,10.4961676858202,4.64660372035451,4.81136958718798,5.26995347745196,6.17888180232421,6.86525249722536,5.95239057109256,7.75475449536998,5.23091827773806,6.59736867416768,7.79015920397796,6.29314417810519,7.54501570101002,5.23925743940254,3.7983187099494,5.34935930496931,4.94285036631391,2.45381544773045,8.55027522642013,4.65476371484601,2.85236575570252,6.51084131532207,9.5850683702979,11.7333991595015,10.9301491878459,6.53566173654144,6.42113717506663,9.05178735663594,10.1929378778086,6.92136023320654,5.32407960785349,11.1276300519962,8.71363935620684,7.59909294734371,6.2754678856586,6.73767419957449,5.96093020459193,8.33629521585817,7.68251245590182,8.2327581144832,8.90936392675258,8.36941333621553,10.2352417850516,7.90123593383487,9.68147086951694,6.52036623958065,7.7769320670136,9.26726650883984,8.00758113423808,1.63726738176138,5.96117758967921,4.07981531851601,5.60970385559631,5.33274032273766,5.68340566632605,6.95912486503767,3.88038117399037,2.80879833082599,6.87373060444497,6.91616296690017,8.80879564242741,7.8044829810824
,10,2.44089865418573,0.733296580232491,6.25021834414019,4.037791713567,2.4339358539637,6.24267391137482,6.61643116381765,3.61044152555087,3.60239202099865,4.17089852820163,4.38700843623428,13.7801237668555,4.93675711986407,3.78059069782375,3.78123570321486,5.56178039257338,5.27377097406361,3.38592965641101,5.32052464779918,3.24267928206064,3.87458789758603,7.35372691694192,4.23122807057553,4.76718011674893,6.2575228058904,9.07371447355354,3.70397975834976,5.01097634359576,6.05039601080307,4.83105270123633,5.59134591171414,7.03987463876774,5.21077627714294,3.14742896349208,4.46787643201606,4.07698716194636,4.59829013881108,5.68215110335814,8.83969519743096,5.94000863412884,6.75713673853625,10.3169747028765,7.4594910950982,7.85522164301392,5.07213233098764,4.66825947747384,5.58719535811588,5.90663428398511,5.47535321844271,9.22402202644344,14.1296400900687,6.51669152673685,4.98916695002708,3.36559352965742,3.54703530126653,9.69986838027262,7.90033248665941,0.667769430042426,8.57801613624315,7.48515668466553,9.05322015661568,3.2824193759302,5.14118463517025,2.75738320732171,8.41632588690482,5.14582355297034,6.56155501330113,6.45322848221122,1.32496538484429,4.51322660672622,3.8606957445063,2.29063868183403,1.72243284209435,2.73071590219661,5.17551080763633,4.82229487687255,10.6869735794771,5.28188916336921,2.13794974643906,6.3974929683045
