,Well,Fluor,Target,Content,Sample,Cq,SQ
,C06,FAM,0,Unkn-11,11.1_B,22.112099859526,776630.458995084
,C07,FAM,0,Unkn-19,9.6_C,22.3762682136851,649077.291882398
,C08,FAM,0,Unkn-19,9.6_C,22.4334626842475,624347.779253512
,C09,FAM,0,Unkn-27,6.4_B,21.8303479418634,940413.377117099
,C10,FAM,0,Unkn-27,6.4_B,21.7879828470758,967864.656757644
,C11,FAM,0,Unkn-35,12.6_D,22.0796887115895,793915.493292556
,C12,FAM,0,Unkn-35,12.6_D,22.1233946469893,770695.734927091
,D01,FAM,0,Std-04,STD4,26.8674579626849,30000
,D02,FAM,0,Std-04,STD4,26.8694692277414,30000
,D05,FAM,0,Unkn-12,10.3_B,22.281423595324,692263.432414718
,D06,FAM,0,Unkn-12,10.3_B,22.2265241201642,718562.110405618
,D07,FAM,0,Unkn-20,2.4_C,22.1862280660823,738498.93012934
,D08,FAM,0,Unkn-20,2.4_C,22.0290886013495,821673.113324802
,D09,FAM,0,Unkn-28,10.1_D,21.9499144689242,867065.588367943
,D10,FAM,0,Unkn-28,10.1_D,22.0050945840442,835172.627940881
,D11,FAM,0,Unkn-36,12.2_C,21.7845720911528,970109.267812588
,D12,FAM,0,Unkn-36,12.2_C,21.9541379238761,864582.056052421
,E01,FAM,0,Std-05,STD5,30.43591155784,3000
,E02,FAM,0,Std-05,STD5,30.1763614754714,3000
,E03,FAM,0,Unkn-05,2.3_A,21.7294006085781,1007149.1849618
,E04,FAM,0,Unkn-05,2.3_A,21.6735906410232,1046056.83743034
,E05,FAM,0,Unkn-13,9.4_A,21.5427733609025,1143248.40924822
,E06,FAM,0,Unkn-13,9.4_A,21.5124642039182,1167025.83194279
,E07,FAM,0,Unkn-21,6.2_B,21.4209535963485,1241858.34225551
,E08,FAM,0,Unkn-21,6.2_B,21.5153975939061,1164703.14621067
,E09,FAM,0,Unkn-29,10.3_D,21.6700061858179,1048606.48346171
,E10,FAM,0,Unkn-29,10.3_D,21.7400300545353,999904.650473189
,E11,FAM,0,Unkn-37,3.3_D,22.1688298057304,747276.954817934
,E12,FAM,0,Unkn-37,3.3_D,22.3822177975445,646459.840732938
,F01,FAM,0,Std-06,STD6,33.2850804639846,300
,F02,FAM,0,Std-06,STD6,34.1407788430785,300
,F03,FAM,0,Unkn-06,11.4_C,22.4742601004573,607285.811352457
,F04,FAM,0,Unkn-06,11.4_C,22.395323896912,640731.137871948
,F05,FAM,0,Unkn-14,2.4_A,22.1015971455422,782189.994566395
,F06,FAM,0,Unkn-14,2.4_A,22.0153481314217,829376.848948078
,F07,FAM,0,Unkn-22,3.4_A,20.9055468597689,1762358.65528712
,F08,FAM,0,Unkn-22,3.4_A,20.8325743727602,1851901.81938419
,F09,FAM,0,Unkn-30,12.4_D,21.6595362375487,1056089.46703454
,F10,FAM,0,Unkn-30,12.4_D,21.6556126513861,1058907.43072135
,F11,FAM,0,Unkn-38,7.1_C,21.0004407183288,1652360.46830864
,F12,FAM,0,Unkn-38,7.1_C,20.8939964777651,1776237.9660421
,G03,FAM,0,Unkn-07,9.2_A,21.9734190065282,853334.195615864
,G04,FAM,0,Unkn-07,9.2_A,21.8936510590463,900838.985677843
,G05,FAM,0,Unkn-15,11.3_D,22.8362917709963,474908.313307544
,G06,FAM,0,Unkn-15,11.3_D,22.8327730861582,476044.584220448
,G07,FAM,0,Unkn-23,12.5_C,21.9987160494732,838798.486967491
,G08,FAM,0,Unkn-23,12.5_C,21.9914982866186,842920.390836059
,G09,FAM,0,Unkn-31,12.6_B,22.0304079918375,820937.159486494
,G10,FAM,0,Unkn-31,12.6_B,21.9640700299147,858769.644753352
,G11,FAM,0,Unkn-39,6.4_D,22.6014304276964,557036.304870327
,G12,FAM,0,Unkn-39,6.4_D,22.6246476838821,548321.702473382
,H01,FAM,0,NTC-01,NEG,NaN,NaN
,H02,FAM,0,NTC-01,NEG,NaN,NaN
,H03,FAM,0,Unkn-08,13.4_B,22.3067336136244,680465.409252652
,H04,FAM,0,Unkn-08,13.4_B,22.244247695274,709964.512201453
,H05,FAM,0,Unkn-16,13.1_D,22.0309985288441,820607.972498359
,H06,FAM,0,Unkn-16,13.1_D,22.1290436289904,767744.573071984
,H07,FAM,0,Unkn-24,11.1_A,21.6863921498277,1037001.54279439
,H08,FAM,0,Unkn-24,11.1_A,21.6667865623387,1050901.91978896
,H09,FAM,0,Unkn-32,12.6_A,21.4608178928489,1208687.00041521
,H10,FAM,0,Unkn-32,12.6_A,21.3947324176781,1264171.94869643
,H11,FAM,0,Unkn-40,7.2_C,21.4326621138197,1232022.28428198
,H12,FAM,0,Unkn-40,7.2_C,21.4683899711462,1202487.08981101
,A01,VIC,,Std-01,STD1,18.1306562033169,30000000
,A02,VIC,,Std-01,STD1,18.1051158068966,30000000
,A03,VIC,,Unkn-01,7.1_B,27.5022476992308,52128.2351402032
,A04,VIC,,Unkn-01,7.1_B,27.3932794298701,56109.0887725966
,A05,VIC,,Unkn-09,15.5_B,28.3368567942031,29667.6878565565
,A06,VIC,,Unkn-09,15.5_B,28.3260732253461,29884.5349571835
,A07,VIC,,Unkn-17,17.2_D,26.9868452388828,73831.1478343326
,A08,VIC,,Unkn-17,17.2_D,27.0465032089154,70915.643298909
,A09,VIC,,Unkn-25,8.2_A,28.1693000273782,33222.1545445978
,A10,VIC,,Unkn-25,8.2_A,27.5586344279569,50180.4899418649
,A11,VIC,,Unkn-33,15.3_C,27.4145376225566,55309.3082325832
,A12,VIC,,Unkn-33,15.3_C,27.4762297037072,53052.2798842471
,B01,VIC,,Std-02,STD2,21.4690402795311,3000000
,B02,VIC,,Std-02,STD2,21.4335990883806,3000000
,B03,VIC,,Unkn-02,3.2_C,27.4139102715395,55332.7465202116
,B04,VIC,,Unkn-02,3.2_C,27.129263927692,67060.761310429
,B05,VIC,,Unkn-10,8.2_B,27.7421673602245,44330.7443997329
,B06,VIC,,Unkn-10,8.2_B,27.9536637261306,38430.2780632528
,B07,VIC,,Unkn-18,6.5_D,27.371979535645,56922.0373202209
,B08,VIC,,Unkn-18,6.5_D,27.2959263557553,59922.054357782
,B09,VIC,,Unkn-26,3.2_A,26.9065441461197,77945.6322130617
,B10,VIC,,Unkn-26,3.2_A,27.0657355596676,70000.5147448036
,B11,VIC,,Unkn-34,17.4_C,26.996472838159,73352.6592785649
,B12,VIC,,Unkn-34,17.4_C,26.9375952469578,76328.1177590633
,C01,VIC,,Std-03,STD3,24.9593066491951,300000
,C02,VIC,,Std-03,STD3,24.9414984499491,300000
,C05,VIC,,Unkn-11,11.1_B,27.2715523896202,60916.5829268835
,C06,VIC,,Unkn-11,11.1_B,27.3419520747618,58088.1352637105
,C07,VIC,,Unkn-19,9.6_C,27.7317401232528,44644.0220064584
,C08,VIC,,Unkn-19,9.6_C,27.8559895310841,41050.7588302492
,C09,VIC,,Unkn-27,6.4_B,27.525187336413,51326.8802798692
,C10,VIC,,Unkn-27,6.4_B,27.3396001077251,58180.47500808
,C11,VIC,,Unkn-35,12.6_D,28.2126339423673,32263.9871616976
,C12,VIC,,Unkn-35,12.6_D,28.3977986311353,28471.4490939416
,D01,VIC,,Std-04,STD4,28.3077935503419,30000
,D02,VIC,,Std-04,STD4,28.2684134290596,30000
,D05,VIC,,Unkn-12,10.3_B,28.115777313532,34444.9777241173
,D06,VIC,,Unkn-12,10.3_B,28.1696684414218,33213.8896943847
,D07,VIC,,Unkn-20,2.4_C,28.1570512154772,33498.1133890018
,D08,VIC,,Unkn-20,2.4_C,28.0043389671341,37137.3209836634
,D09,VIC,,Unkn-28,10.1_D,27.4152147204535,55284.0225057254
,D10,VIC,,Unkn-28,10.1_D,27.4009637554702,55818.6613605569
,D11,VIC,,Unkn-36,12.2_C,27.5572328255286,50228.0114638157
,D12,VIC,,Unkn-36,12.2_C,27.7261542401801,44812.7548474652
,E01,VIC,,Std-05,STD5,31.8903919408685,3000
,E02,VIC,,Std-05,STD5,31.6012751298085,3000
,E03,VIC,,Unkn-05,2.3_A,27.2888665255459,60208.4337230732
,E04,VIC,,Unkn-05,2.3_A,27.2815945437868,60504.8499801129
,E05,VIC,,Unkn-13,9.4_A,27.0705404326531,69773.7352683225
,E06,VIC,,Unkn-13,9.4_A,27.0864258993709,69029.1927766552
,E07,VIC,,Unkn-21,6.2_B,27.6130134508762,48371.0627562138
,E08,VIC,,Unkn-21,6.2_B,27.9231798411523,39229.6464834831
,E09,VIC,,Unkn-29,10.3_D,27.1329170180847,66895.5201148639
,E10,VIC,,Unkn-29,10.3_D,27.0787024266485,69390.1897719104
,E11,VIC,,Unkn-37,3.3_D,27.4655238608384,53437.2445840534
,E12,VIC,,Unkn-37,3.3_D,27.6374383724452,47579.7159004515
,F01,VIC,,Std-06,STD6,34.7759690937963,300
,F02,VIC,,Std-06,STD6,35.5043005569329,300
,F03,VIC,,Unkn-06,11.4_C,27.6449157703266,47340.0527379969
,F04,VIC,,Unkn-06,11.4_C,27.552303373683,50395.50295766
,F05,VIC,,Unkn-14,2.4_A,27.5386214596999,50863.3152911769
,F06,VIC,,Unkn-14,2.4_A,27.3486344046933,57826.5816027116
,F07,VIC,,Unkn-22,3.4_A,26.9700798529978,74671.8441909298
,F08,VIC,,Unkn-22,3.4_A,26.8824432857398,79224.6852006049
,F09,VIC,,Unkn-30,12.4_D,26.915170446224,77492.8629205205
,F10,VIC,,Unkn-30,12.4_D,26.9203826825294,77220.5635106783
,F11,VIC,,Unkn-38,7.1_C,26.9051805741932,78017.4438555101
,F12,VIC,,Unkn-38,7.1_C,26.7017693819794,89505.9378772853
,G03,VIC,,Unkn-07,9.2_A,27.2828678474976,60452.8431336244
,G04,VIC,,Unkn-07,9.2_A,27.3678248110227,57081.9773421442
,G05,VIC,,Unkn-15,11.3_D,28.543133972728,25809.7015092894
,G06,VIC,,Unkn-15,11.3_D,28.4289398902583,27878.9169033882
,G07,VIC,,Unkn-23,12.5_C,27.8894768660807,40132.7958082139
,G08,VIC,,Unkn-23,12.5_C,27.7367989239432,44491.7590465032
,G09,VIC,,Unkn-31,12.6_B,28.2829951149265,30766.7223984707
,G10,VIC,,Unkn-31,12.6_B,28.2791650034274,30846.4079340785
,G11,VIC,,Unkn-39,6.4_D,28.9407819678362,19731.2024421077
,G12,VIC,,Unkn-39,6.4_D,29.0219118057172,18679.2020334688
,H01,VIC,,NTC-01,NEG,39.0752469359301,NaN
,H02,VIC,,NTC-01,NEG,NaN,NaN
,H03,VIC,,Unkn-08,13.4_B,27.3226631267459,58849.7806185032
,H04,VIC,,Unkn-08,13.4_B,27.2627194334546,61281.0536435036
,H05,VIC,,Unkn-16,13.1_D,27.4897122241035,52571.4134294657
,H06,VIC,,Unkn-16,13.1_D,27.6422242362844,47426.181544263
,H07,VIC,,Unkn-24,11.1_A,27.5870153088707,49227.8463973051
,H08,VIC,,Unkn-24,11.1_A,27.5945058426511,48979.4469474872
,H09,VIC,,Unkn-32,12.6_A,27.6964597266489,45720.5019074765
,H10,VIC,,Unkn-32,12.6_A,27.6162071844569,48266.8451525773
,H11,VIC,,Unkn-40,7.2_C,27.3857219649828,56396.1953640112
,H12,VIC,,Unkn-40,7.2_C,27.6776656479714,46304.5063115997
