,Data Set,Target,Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
,1-FAM,0,10.1_B,,0.0344266397105651,-4.86033081948234,0.00172060491295882,0.00182640415640591,NaN,0.00121665140169607,0.00129146276418192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.4833912890569,0.0720593984035797,0.0509536892593942,NaN
,1-FAM,0,10.6_C,,0.0208725029344587,-5.58225257755598,0.00168881467822364,0.00174185583036369,NaN,0.00119417231113931,0.00123167806949949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.2048636532163,0.116657206382642,0.0824891017074449,NaN
,1-FAM,0,11.1_C,,0.0226939806510983,-5.46154650179117,0.000381214927329064,0.000592650323222933,NaN,0.000269559660203918,0.000419067062423335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.0842327165857,0.0242193969768004,0.0171256998385445,NaN
,1-FAM,0,11.1_D,,0.0110635930858689,-6.49803618889265,0.000296903378643309,0.000396771042393179,NaN,0.000209942392395881,0.000280559494654672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,23.1200771922743,0.0386921669831202,0.0273594936525665,NaN
,1-FAM,0,11.2_B,,0.0420468610425962,-4.57185808792244,0.000246016710369495,0.00074554250359743,NaN,0.000173960084187476,0.000527178159956539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.1950981308212,0.00843597211036673,0.00596513308514091,NaN
,1-FAM,0,11.4_A,,0.0105910925006816,-6.56100477475789,0.000344831346583726,0.000428520475516093,NaN,0.000243832583535041,0.000303009734114713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,23.1830065804025,0.0469429183002412,0.0331936558587866,NaN
,1-FAM,0,11.4_D,,0.0228653875246431,-5.45069081949742,0.00110951441851946,0.00119967657783211,NaN,0.000784545169159358,0.000848299443415757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.0733837919184,0.0699614000781899,0.0494701804165931,NaN
,1-FAM,0,12.4_B,,0.0206406517793301,-5.59836766165112,6.28438973138744E-05,0.000427697150811192,NaN,4.44373459468316E-05,0.00030242755563276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.2209687057248,0.0043897906699872,0.00310405075073739,NaN
,1-FAM,0,12.5_A,,0.0414296716430374,-4.59319180370426,0.00252389778374131,0.00261828828411933,NaN,0.00178466523790518,0.00185140940080206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.2164185664353,0.0878343474080596,0.062108262673334,NaN
,1-FAM,0,12.6_C,,0.0143605457872125,-6.12174560847298,0.000163125527351119,0.0003608318042976,NaN,0.000115347166574608,0.00025514661568661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.7440208515003,0.0163777821693134,0.0115808408327176,NaN
