,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,VIC,,Std-01,STD1,5683.21710249771,,Standard,Unassigned,False
,A02,VIC,,Std-01,STD1,5860.39628713513,,Standard,Unassigned,False
,A03,VIC,,Unkn-01,7.2_D,3357.98965582992,,Unknown,Unassigned,False
,A04,VIC,,Unkn-01,7.2_D,3404.92562023201,,Unknown,Unassigned,False
,A05,VIC,,Unkn-09,2.3_D,3411.65384753644,,Unknown,Unassigned,False
,A06,VIC,,Unkn-09,2.3_D,3470.80337481879,,Unknown,Unassigned,False
,A07,VIC,,Unkn-17,5.4_C,3616.50319364589,,Unknown,Unassigned,False
,A08,VIC,,Unkn-17,5.4_C,3270.38710199909,,Unknown,Unassigned,False
,A09,VIC,,Unkn-25,8.1_B,3638.37045547914,,Unknown,Unassigned,False
,A10,VIC,,Unkn-25,8.1_B,3597.2296541075,,Unknown,Unassigned,False
,A11,VIC,,Unkn-33,2.2_A,3385.03283984767,,Unknown,Unassigned,False
,A12,VIC,,Unkn-33,2.2_A,3362.92767894172,,Unknown,Unassigned,False
,B01,VIC,,Std-02,STD2,5573.2912122151,,Standard,Unassigned,False
,B02,VIC,,Std-02,STD2,5622.72845807006,,Standard,Unassigned,False
,B03,VIC,,Unkn-02,10.2_A,3192.78005785944,,Unknown,Unassigned,False
,B04,VIC,,Unkn-02,10.2_A,3633.37396787358,,Unknown,Unassigned,False
,B05,VIC,,Unkn-10,9.3_C,3651.68808801385,,Unknown,Unassigned,False
,B06,VIC,,Unkn-10,9.3_C,3621.35376258846,,Unknown,Unassigned,False
,B07,VIC,,Unkn-18,10.2_D,4234.71240797182,,Unknown,Unassigned,False
,B08,VIC,,Unkn-18,10.2_D,4257.15993260868,,Unknown,Unassigned,False
,B09,VIC,,Unkn-26,13.4_C,3658.83356913374,,Unknown,Unassigned,False
,B10,VIC,,Unkn-26,13.4_C,3692.56610085408,,Unknown,Unassigned,False
,B11,VIC,,Unkn-34,10.5_B,3943.57136901411,,Unknown,Unassigned,False
,B12,VIC,,Unkn-34,10.5_B,3952.27794919573,,Unknown,Unassigned,False
,C01,VIC,,Std-03,STD3,5201.87576142631,,Standard,Unassigned,False
,C02,VIC,,Std-03,STD3,5099.55789561468,,Standard,Unassigned,False
,C03,VIC,,Unkn-03,7.5_A,3403.34085256887,,Unknown,Unassigned,False
,C04,VIC,,Unkn-03,7.5_A,3656.32404343634,,Unknown,Unassigned,False
,C05,VIC,,Unkn-11,10.2_B,3598.18426244541,,Unknown,Unassigned,False
,C06,VIC,,Unkn-11,10.2_B,3686.98785300781,,Unknown,Unassigned,False
,C07,VIC,,Unkn-19,7.2_B,3689.20734780401,,Unknown,Unassigned,False
,C08,VIC,,Unkn-19,7.2_B,3634.47332647771,,Unknown,Unassigned,False
,C09,VIC,,Unkn-27,14.5_B,3691.80717772269,,Unknown,Unassigned,False
,C10,VIC,,Unkn-27,14.5_B,3670.37883737726,,Unknown,Unassigned,False
,C11,VIC,,Unkn-35,11.2_C,3412.89873929814,,Unknown,Unassigned,False
,C12,VIC,,Unkn-35,11.2_C,3462.03584971931,,Unknown,Unassigned,False
,D01,VIC,,Std-04,STD4,4493.01419292806,,Standard,Unassigned,False
,D02,VIC,,Std-04,STD4,4428.51878326712,,Standard,Unassigned,False
,D03,VIC,,Unkn-04,13.1_A,3431.4494174506,,Unknown,Unassigned,False
,D04,VIC,,Unkn-04,13.1_A,3745.54112525952,,Unknown,Unassigned,False
,D05,VIC,,Unkn-12,17.5_D,3673.45858907851,,Unknown,Unassigned,False
,D06,VIC,,Unkn-12,17.5_D,3801.22036086429,,Unknown,Unassigned,False
,D07,VIC,,Unkn-20,6.2_A,4574.65956949265,,Unknown,Unassigned,False
,D08,VIC,,Unkn-20,6.2_A,4584.66561787449,,Unknown,Unassigned,False
,D09,VIC,,Unkn-28,5.5_D,3745.79398310291,,Unknown,Unassigned,False
,D10,VIC,,Unkn-28,5.5_D,3746.13964230617,,Unknown,Unassigned,False
,D11,VIC,,Unkn-36,11.2_A,3602.60648295593,,Unknown,Unassigned,False
,D12,VIC,,Unkn-36,11.2_A,3381.29185403915,,Unknown,Unassigned,False
,E01,VIC,,Std-05,STD5,3846.1072624955,,Standard,Unassigned,False
,E02,VIC,,Std-05,STD5,3716.56511864812,,Standard,Unassigned,False
,E03,VIC,,Unkn-05,17.4_D,4074.43100925381,,Unknown,Unassigned,False
,E04,VIC,,Unkn-05,17.4_D,4068.6785622114,,Unknown,Unassigned,False
,E05,VIC,,Unkn-13,14.5_A,3749.09454029493,,Unknown,Unassigned,False
,E06,VIC,,Unkn-13,14.5_A,3683.83390269189,,Unknown,Unassigned,False
,E07,VIC,,Unkn-21,15.1_D,3727.85939070588,,Unknown,Unassigned,False
,E08,VIC,,Unkn-21,15.1_D,3314.1363261631,,Unknown,Unassigned,False
,E09,VIC,,Unkn-29,5.1_D,3706.92699756501,,Unknown,Unassigned,False
,E10,VIC,,Unkn-29,5.1_D,3818.51891156621,,Unknown,Unassigned,False
,E11,VIC,,Unkn-37,17.3_B,4114.7989823935,,Unknown,Unassigned,False
,E12,VIC,,Unkn-37,17.3_B,4287.52996258151,,Unknown,Unassigned,False
,F01,VIC,,Std-06,STD6,2673.62005337101,,Standard,Unassigned,False
