,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,F02,VIC,,Std-06,STD6,2388.68364282993,,Standard,Unassigned,False
,F03,VIC,,Unkn-06,7.4_A,3720.16752173098,,Unknown,Unassigned,False
,F04,VIC,,Unkn-06,7.4_A,3634.04338245571,,Unknown,Unassigned,False
,F07,VIC,,Unkn-22,7.3_B,3594.12560536162,,Unknown,Unassigned,False
,F08,VIC,,Unkn-22,7.3_B,3349.14038609163,,Unknown,Unassigned,False
,F09,VIC,,Unkn-30,5.3_C,3516.68797939538,,Unknown,Unassigned,False
,F10,VIC,,Unkn-30,5.3_C,3519.50258433983,,Unknown,Unassigned,False
,G03,VIC,,Unkn-07,3.1_D,3174.7666535915,,Unknown,Unassigned,False
,G04,VIC,,Unkn-07,3.1_D,3458.73554373514,,Unknown,Unassigned,False
,G05,VIC,,Unkn-15,13.4_A,3553.85638601657,,Unknown,Unassigned,False
,G06,VIC,,Unkn-15,13.4_A,3568.82134646195,,Unknown,Unassigned,False
,G07,VIC,,Unkn-23,12.2_B,3548.14183711358,,Unknown,Unassigned,False
,G08,VIC,,Unkn-23,12.2_B,3645.68632896424,,Unknown,Unassigned,False
,G09,VIC,,Unkn-31,13.1_C,3544.1469213858,,Unknown,Unassigned,False
,G10,VIC,,Unkn-31,13.1_C,3627.95345428723,,Unknown,Unassigned,False
,G11,VIC,,Unkn-39,8.2_C,3539.59364083636,,Unknown,Unassigned,False
,G12,VIC,,Unkn-39,8.2_C,3300.71513957581,,Unknown,Unassigned,False
,H01,VIC,,NTC-01,NEG,620.469192037242,,NTC,Unassigned,False
,H02,VIC,,NTC-01,NEG,1136.07017507742,,NTC,Unassigned,False
,H03,VIC,,Unkn-08,17.3_C,3534.014488934,,Unknown,Unassigned,False
,H04,VIC,,Unkn-08,17.3_C,3742.13902670453,,Unknown,Unassigned,False
,H05,VIC,,Unkn-16,15.2_D,3460.42735547429,,Unknown,Unassigned,False
,H06,VIC,,Unkn-16,15.2_D,3279.54534769108,,Unknown,Unassigned,False
,H07,VIC,,Unkn-24,6.2_C,3391.94804382739,,Unknown,Unassigned,False
,H08,VIC,,Unkn-24,6.2_C,3322.04075818071,,Unknown,Unassigned,False
,H09,VIC,,Unkn-32,5.2_B,3231.78736196088,,Unknown,Unassigned,False
,H10,VIC,,Unkn-32,5.2_B,3356.24952406855,,Unknown,Unassigned,False
,H11,VIC,,Unkn-40,15.2_B,3455.74302344667,,Unknown,Unassigned,False
,H12,VIC,,Unkn-40,15.2_B,3615.80886893316,,Unknown,Unassigned,False
