,Fluor,Efficiency %,Slope,Y-Intercept,R^2
,FAM,100.086368763116,-3.3198602056009,41.5450167716538,0.999721097847405
,VIC,98.2461086995946,-3.36468466349642,43.375885705391,0.999733245307157
