,,1,2,3,4,5,6,7,8,9,10,11,12
F,Sample,STD6,STD6,15.5_A,15.5_A,14.5_D,14.5_D,15.2_A,15.2_A,17.3_D,17.3_D,5.2_C,5.2_C
F,Cq,34.6926253267946,35.0204194701484,26.4853347790483,25.6863011744115,28.8502577166114,29.0600678259883,29.3388584112298,29.2465900050038,29.0531489435149,29.1360503780354,28.6573672309317,28.676817321217
F,copy number,300,300,101340.767559994,175762.248335164,19860.5111194038,17186.866749483,14182.6684106638,15113.7698232922,17269.0103764716,16310.077360864,22684.0338577033,22382.0108716728
G,Content,,,Unkn-7,Unkn-7,Unkn-15,Unkn-15,Unkn-23,Unkn-23,Unkn-31,Unkn-31,Unkn-39,Unkn-39
G,Sample,,,3.1_C,3.1_C,17.3_A,17.3_A,10.6_B,10.6_B,2.4_B,2.4_B,12.4_A,12.4_A
G,Cq,,,28.4478224945977,28.3596350277909,27.5814818195706,27.6554816654845,29.7321612881468,29.2752787091328,29.3761752480816,29.0236663578638,28.5343513816945,28.7056868610592
G,copy number,,,26208.0419345019,27850.1829286313,47612.4142822658,45245.2420205442,10815.5099052846,14817.8983179364,13822.5909612702,17623.4626900833,24690.932452461,21941.1197043352
H,Content,NTC-1,NTC-1,Unkn-8,Unkn-8,Unkn-16,Unkn-16,Unkn-24,Unkn-24,Unkn-32,Unkn-32,Unkn-40,Unkn-40
H,Sample,NEG,NEG,7.1_D,7.1_D,13.4_D,13.4_D,17.2_B,17.2_B,3.2_B,3.2_B,7.4_D,7.4_D
H,Cq,36.8034333656522,38.7035762716723,28.4672570852989,28.3168711601193,29.0318869321474,29.1517189248302,29.6096612509381,29.7696951577751,29.3379079233678,29.0528945419668,28.5871151923195,28.8520380538688
H,copy number,NaN,NaN,25859.3753106599,28683.145596119,17523.9062746746,16134.9122641944,11768.1942234632,10539.3433053924,14191.9613306301,17272.038200982,23809.2601385351,19836.1592816565
