,Data Set,Target,Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
,1-FAM,0,10.1_D,,0.0290316285463795,-5.10623068670832,0.000769328318713434,0.00129970035421435,NaN,0.000543997271121114,0.000919026933975523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.9775045264842,0.039018233588003,0.0275900575599977,NaN
,1-FAM,0,10.3_B,,0.0240616358258762,-5.37712146257015,0.000634382304574552,0.00111280692030506,NaN,0.000448576029429416,0.000786873319499026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.2539738577441,0.0388197911691399,0.0274497375799445,NaN
,1-FAM,0,10.3_D,,0.034933561181891,-4.83924246895513,0.0011747533172077,0.00167544352641728,NaN,0.000830676036818955,0.00118471747902476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.7050181201766,0.0495143524149695,0.0350119343586854,NaN
,1-FAM,0,11.1_A,,0.0356146016475963,-4.81138733606585,0.000335324796708415,0.00125645000172239,NaN,0.000237110437652521,0.000888444316439751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.6765893560832,0.013863243862613,0.00980279374449644,NaN
,1-FAM,0,11.1_B,,0.0263872775371523,-5.24401367905971,0.000152702040640573,0.000989674305180814,NaN,0.000107976648437973,0.000699805412359438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.1181249356997,0.00852074443909144,0.00602507617363912,NaN
,1-FAM,0,11.3_D,,0.0162213127437902,-5.94596561236994,2.74109498702509E-05,0.000682120438979311,NaN,1.93824685320189E-05,0.000482331987988215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.8345324285772,0.00248808590987293,0.00175934241904585,NaN
,1-FAM,0,11.4_C,,0.0212809876339792,-5.55429108303429,0.000806725403010851,0.00116123496224007,NaN,0.000570441003024423,0.000821117116350861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.4347919986847,0.055816324808026,0.0394681017726661,NaN
,1-FAM,0,12.2_C,,0.0312442952262838,-5.00026339200219,0.0025442910958216,0.00277348377859401,NaN,0.00179908548716801,0.00196114918735471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.8693550075144,0.11990115017622,0.0847829163616716,NaN
,1-FAM,0,12.4_D,,0.0360775178865473,-4.79275610439511,6.79794369498458E-05,0.00122375595619709,NaN,4.80687208484793E-05,0.00086532613514439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.6575744444674,0.00277439438213641,0.00196179308129452,NaN
,1-FAM,0,12.5_C,,0.0286866210390597,-5.12347814489156,9.94351019532221E-05,0.0010433436019027,NaN,7.03112348790991E-05,0.000737755336012994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.9951071680459,0.00510372905942984,0.00360888142726168,NaN
,1-FAM,0,12.6_A,,0.0421713299416375,-4.56759366970024,0.00133838491396782,0.0019089284470696,NaN,0.00094638104850442,0.00134981624972282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.4277751552635,0.046729487631204,0.0330427375853972,NaN
,1-FAM,0,12.6_B,,0.028645116754333,-5.12556697172694,0.000912578934850908,0.00138175141962486,NaN,0.000645290753201074,0.00097704579873088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.9972390108761,0.0469080227257181,0.033168980961408,NaN
,1-FAM,0,12.6_D,,0.0266861494317002,-5.22776503703196,0.000560123832006614,0.00113384610989575,NaN,0.000396067359916071,0.000801750273129272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.1015416792894,0.0309047632992667,0.0218529676998767,NaN
,1-FAM,0,13.1_D,,0.0270790572690937,-5.20667867600502,0.00127502045877452,0.00161812172717946,NaN,0.000901575612551049,0.00114418484607388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.0800210789172,0.0693283551756038,0.0490225500731789,NaN
,1-FAM,0,13.4_B,,0.0237125709958105,-5.39820409667986,0.000711571457588046,0.00115088388434354,NaN,0.000503157002959303,0.00081379779897763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.2754906544492,0.0441842165942875,0.0312429591752359,NaN
,1-FAM,0,15.3_C,,0.0285738034404112,-5.12916310451884,0.0013085957001618,0.00166883488166361,NaN,0.00092531689341597,0.00118004446150499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.00090920018,0.0674317949140586,0.0476814794513114,NaN
,1-FAM,0,15.5_B,,0.0287684035301677,-5.11937102719652,6.18079702405806E-05,0.00104255424121918,NaN,4.37048348884909E-05,0.00073719717372088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.990915470935,0.00316341379189752,0.00223687134394979,NaN
,1-FAM,0,17.2_D,,0.0379622427811648,-4.7192909615442,0.00137698415724027,0.00187051238968931,NaN,0.000973674835171036,0.00132265199504277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.5825964063622,0.0534077602165071,0.0377649894170773,NaN
,1-FAM,0,17.4_C,,0.0477347370014504,-4.38881667908337,0.00165986315098564,0.00222413502038365,NaN,0.00117370048990362,0.00157270095518776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.2453165429935,0.051199419089647,0.0362034564311013,NaN
,1-FAM,0,2.3_A,,0.0350172342323298,-4.83579104994601,0.000938536850841497,0.00152076193062013,NaN,0.00066364577162349,0.00107534107371184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.7014956248007,0.0394636065158837,0.027904983777459,NaN
,1-FAM,0,2.4_A,,0.0274782695523727,-5.18556503666739,0.00113815454569068,0.00151962080274236,NaN,0.000804796797296174,0.00107453417445127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.0584726384819,0.0609872627552252,0.0431245070602255,NaN
,1-FAM,0,2.4_C,,0.0265755199659271,-5.23375827055171,0.00200550966009804,0.00223340709674745,NaN,0.00141810948039045,0.00157925730326028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.1076583337159,0.11111438110459,0.0785697323664021,NaN
,1-FAM,0,3.2_A,,0.0522370837906818,-4.25878183113992,0.000370171254444264,0.00161504318492908,NaN,0.00026175060421787,0.00114200798797247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.1126038386313,0.0104340052469227,0.00737795586503509,NaN
,1-FAM,0,3.2_C,,0.0370402890903708,-4.75476083125172,0.00380482569409419,0.00400319238328271,NaN,0.00269041804952681,0.00283068448061354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.6187967204066,0.151247317944267,0.106948004154669,NaN
,1-FAM,0,3.3_D,,0.0237120371778686,-5.39823657502928,0.00242994566026309,0.00259283796149514,NaN,0.00171823105428685,0.00183341330509112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.2755238016375,0.150888096035536,0.106693995907055,NaN
,1-FAM,0,3.4_A,,0.0616330165422089,-4.02015278623946,0.0021598833188021,0.0027804128410409,NaN,0.00152726814129667,0.00196604877439818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,20.8690606162646,0.0515993404039053,0.0364862435043545,NaN
,1-FAM,0,6.2_B,,0.0410299465276428,-4.60717891573816,0.00186094282631362,0.00229072906104118,NaN,0.00131588529188682,0.00161979005292331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.4681755951273,0.0667819911153002,0.0472219987787685,NaN
,1-FAM,0,6.4_B,,0.0325479778524341,-4.94128827565841,0.000662201122339346,0.00131534092092115,NaN,0.000468246904115494,0.000930086484755503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21.8091653944696,0.0299566458098941,0.0211825473937797,NaN
,1-FAM,0,6.4_D,,0.0188545757847746,-5.72894149859437,0.000210225491877975,0.000791716661858119,NaN,0.000148651870885193,0.000559828220378253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.6130390557892,0.0164170792894456,0.0116086280928442,NaN
,1-FAM,0,6.5_D,,0.0237791038752724,-5.3941618421874,0.000189723931586691,0.000926045907630314,NaN,0.000134155078578322,0.000654813340975446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22.2713651562931,0.0117477288962123,0.00830689876605284,NaN
