,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Std-01,STD1,,17.412345056318,17.4216314485783,0.0131329418800129,300000000000,11.4771212547197,300000000000,0,60,
,A02,SYBR,,Std-01,STD1,,17.4309178408386,17.4216314485783,0.0131329418800129,300000000000,11.4771212547197,300000000000,0,60,
,A03,SYBR,,Unkn-01,7.1_B,,18.2582724936157,18.2486301345245,0.0136363549999295,205971678628.582,11.313807508423,207295380269.245,1871996812.7608,60,
,A04,SYBR,,Unkn-01,7.1_B,,18.2389877754334,18.2486301345245,0.0136363549999295,208619081909.908,11.3193540298295,207295380269.245,1871996812.7608,60,
,A05,SYBR,,Unkn-09,15.5_B,,18.3927862532238,18.4082043285245,0.0218044511959689,188416833930.242,11.2751197018348,186512487006.97,2693153246.35489,60,
,A06,SYBR,,Unkn-09,15.5_B,,18.4236224038253,18.4082043285245,0.0218044511959689,184608140083.697,11.266250846828,186512487006.97,2693153246.35489,60,
,A07,SYBR,,Unkn-17,17.2_D,,18.0628687233939,18.1122138182168,0.069784502335107,234427215270.857,11.3700080286594,227011378829.021,10487576472.3859,60,
,A08,SYBR,,Unkn-17,17.2_D,,18.1615589130397,18.1122138182168,0.069784502335107,219595542387.184,11.341623520039,227011378829.021,10487576472.3859,60,
,A11,SYBR,,Unkn-33,15.3_C,,17.948738500485,18.0625596988675,0.160967482437974,252832721915.235,11.4028332801625,235141642259.83,25018964781.6964,60,
,A12,SYBR,,Unkn-33,15.3_C,,18.1763808972499,18.0625596988675,0.160967482437974,217450562604.425,11.3373605356421,235141642259.83,25018964781.6964,60,
,B01,SYBR,,Std-02,STD2,,21.4385074683381,21.3709721429658,0.0955093730807803,30000000000,10.4771212547197,30000000000,0,60,
,B02,SYBR,,Std-02,STD2,,21.3034368175935,21.3709721429658,0.0955093730807803,30000000000,10.4771212547197,30000000000,0,60,
,B03,SYBR,,Unkn-02,3.2_C,,18.4809011110231,18.422809852508,0.0821534456473786,177736567348.198,11.2497767883217,184844209258.942,10051723586.665,60,
,B04,SYBR,,Unkn-02,3.2_C,,18.3647185939929,18.422809852508,0.0821534456473786,191951851169.685,11.283192304778,184844209258.942,10051723586.665,60,
,B05,SYBR,,Unkn-10,8.2_B,,18.0791048247912,18.2102393739649,0.185452257937175,231920066470.827,11.3653383268205,213431280333.245,26147092107.5837,60,
,B06,SYBR,,Unkn-10,8.2_B,,18.3413739231386,18.2102393739649,0.185452257937175,194942494195.664,11.2899065183537,213431280333.245,26147092107.5837,60,
,B07,SYBR,,Unkn-18,6.5_D,,18.1478682181273,18.1126419804247,0.0498174231102981,221595599473.185,11.3455611317627,226887618148.244,7484044582.59995,60,
,B08,SYBR,,Unkn-18,6.5_D,,18.0774157427222,18.1126419804247,0.0498174231102981,232179636823.303,11.365824127534,226887618148.244,7484044582.59995,60,
,B09,SYBR,,Unkn-26,3.2_A,,18.3225551850972,18.3155938162081,0.0098448622955835,197387214397.062,11.2953190181582,198301412814.422,1292871800.53032,60,
,B10,SYBR,,Unkn-26,3.2_A,,18.3086324473191,18.3155938162081,0.0098448622955835,199215611231.782,11.2993233682552,198301412814.422,1292871800.53032,60,
,B11,SYBR,,Unkn-34,17.4_C,,17.8987532637694,17.9667820148963,0.0962071824748821,261342262838.427,11.4172096471301,250083096576.181,15922865629.0811,60,
,B12,SYBR,,Unkn-34,17.4_C,,18.0348107660231,17.9667820148963,0.0962071824748821,238823930313.936,11.3780778412287,250083096576.181,15922865629.0811,60,
,C01,SYBR,,Std-03,STD3,,25.0152539224017,25.0434526917818,0.0398790820994515,3000000000,9.47712125471966,3000000000,0,60,
,C02,SYBR,,Std-03,STD3,,25.0716514611618,25.0434526917818,0.0398790820994515,3000000000,9.47712125471966,3000000000,0,60,
,C05,SYBR,,Unkn-11,11.1_B,,18.0692130001508,18.0862324290848,0.0240691072222686,233444333664.674,11.3681833368745,230842583414.277,3679430490.01861,60,
,C06,SYBR,,Unkn-11,11.1_B,,18.1032518580187,18.0862324290848,0.0240691072222686,228240833163.881,11.3583933439882,230842583414.277,3679430490.01861,60,
,C07,SYBR,,Unkn-19,9.6_C,,17.8907515623866,17.9221622789323,0.0444214613426858,262730828030.3,11.4195110345597,257377680937.266,7570493220.34694,60,
,C08,SYBR,,Unkn-19,9.6_C,,17.9535729954779,17.9221622789323,0.0444214613426858,252024533844.232,11.401442820125,257377680937.266,7570493220.34694,60,
,C09,SYBR,,Unkn-27,6.4_B,,17.9763584697049,17.9866738631061,0.0145881692491507,248250103570.346,11.3948894383558,246565743786.369,2382044450.41554,60,
,C10,SYBR,,Unkn-27,6.4_B,,17.9969892565073,17.9866738631061,0.0145881692491507,244881384002.392,11.3889557711095,246565743786.369,2382044450.41554,60,
,C11,SYBR,,Unkn-35,12.6_D,,18.3576931191876,18.3072926252229,0.0712770621151268,192847013439.826,11.2852129174741,199503533307.748,9413740675.42108,60,
,C12,SYBR,,Unkn-35,12.6_D,,18.2568921312583,18.3072926252229,0.0712770621151268,206160053175.67,11.3142045175621,199503533307.748,9413740675.42108,60,
,D01,SYBR,,Std-04,STD4,,27.879664313134,27.7871486920943,0.130836846005739,300000000,8.47712125471966,300000000,0,60,
,D02,SYBR,,Std-04,STD4,,27.6946330710546,27.7871486920943,0.130836846005739,300000000,8.47712125471966,300000000,0,60,
,D05,SYBR,,Unkn-12,10.3_B,,18.6826408717855,18.5575346436008,0.176926924636181,155508438137.393,11.1917539595177,169521557162.866,19817542976.9734,60,
,D06,SYBR,,Unkn-12,10.3_B,,18.4324284154161,18.5575346436008,0.176926924636181,183534676188.34,11.2637181299206,169521557162.866,19817542976.9734,60,
,D07,SYBR,,Unkn-20,2.4_C,,17.8336911783333,17.8169471329008,0.0236796561396297,272848958681.559,11.4359223006527,275908317897.26,4326587295.01634,60,
,D08,SYBR,,Unkn-20,2.4_C,,17.8002030874683,17.8169471329008,0.0236796561396297,278967677112.962,11.4455538861958,275908317897.26,4326587295.01634,60,
,D09,SYBR,,Unkn-28,10.1_D,,18.0172176572322,17.9560665138176,0.0864807763714866,241622756756.206,11.3831378350328,251815052690.111,14414083141.4478,60,
,D10,SYBR,,Unkn-28,10.1_D,,17.8949153704031,17.9560665138176,0.0864807763714866,262007348624.015,11.4183134723201,251815052690.111,14414083141.4478,60,
,E03,SYBR,,Unkn-05,2.3_A,,18.2427310084453,18.2031204722012,0.0560177575692514,208102563519.551,11.3182774301181,213707278349.715,7926263726.05138,60,
,E04,SYBR,,Unkn-05,2.3_A,,18.1635099359572,18.2031204722012,0.0560177575692514,219311993179.879,11.3410623819257,213707278349.715,7926263726.05138,60,
,E05,SYBR,,Unkn-13,9.4_A,,18.5755270107141,18.5032782297731,0.102175205871661,166940311420.887,11.222561219326,175322552703.473,11854279304.9173,60,
,E06,SYBR,,Unkn-13,9.4_A,,18.4310294488321,18.5032782297731,0.102175205871661,183704793986.06,11.2641204898634,175322552703.473,11854279304.9173,60,
,E07,SYBR,,Unkn-21,6.2_B,,17.9821028000644,17.973366767413,0.0123546158569624,247307506416.1,11.393237298511,248746602016.346,2035188515.41898,60,
,E08,SYBR,,Unkn-21,6.2_B,,17.9646307347616,17.973366767413,0.0123546158569624,250185697616.592,11.3982624787238,248746602016.346,2035188515.41898,60,
