"Sample","SQ.Mean_SCNAG","SQ.Mean_mtDNA","mtDNA.Mean","Cq.Mean_SCNAG","SQ.Mean_Telomeres","Cq.Mean_Telomeres","Telomeres.per.cell","Plate_ID","Treatment","Time_Point"
"7.4_A",45251.9050095341,756605.719545515,16.7198644871659,27.3114101853383,181395717651.662,18.0283557323813,4008576.3817776,"Plate3","Constant-Warmth","A"
"7.4_B",59223.9544809832,1178272.94010337,19.8952087956523,27.3960009339343,2.74011e+11,17.71024996,4626692.06069286,"Plate6","Constant-Warmth","B"
"7.4_C",64287.3414351682,976081.380445546,15.1831038374778,27.202474583071,164791289899.086,18.809759213913,2563355.18346599,"Plate5","Constant-Warmth","C"
"7.4_D",21822.70971,447752.6005,20.5177361771358,28.71957662,1.98e+11,18.20147245,9073117.07075812,"Plate1","Constant-Warmth","D"
"7.5_A",50362.8154017762,1043302.02021236,20.7157207532835,27.156850785278,197153107149.446,17.8979725632093,3914656.19180799,"Plate3","Cold-Dormancy","A"
"7.5_B",84008.8465316386,1504520.91902717,17.9090772120119,26.8800036406692,3.53907e+11,17.31121919,4212734.9036594,"Plate6","Cold-Dormancy","B"
"7.5_C",19103.5766,475961.5472,24.914787276012,28.90664487,1.63e+11,18.51805896,8532433.65956928,"Plate1","Cold-Dormancy","C"
"7.5_D",20151.4987738657,403813.580531178,20.0388856959305,29.6690337517261,1.64e+11,18.3957586,8138352.47890793,"Plate2","Cold-Dormancy","D"
"8.1_A",31415.84701,221970.5068,7.06555856123645,28.18486518,2.16e+11,18.05693217,6875510.94615545,"Plate1","Constant-Warmth","A"
"8.1_B",74210.9640314925,1493054.43133011,20.1190545199832,26.5952461877189,288241528627.335,17.3483559660225,3884082.79543459,"Plate3","Constant-Warmth","B"
"8.1_C",16487.6367237936,447407.902454302,27.1359631431374,29.9612467518557,1.64e+11,18.39939333,9946847.00708675,"Plate2","Constant-Warmth","C"
"8.1_D",40186.7307152275,719903.119598869,17.913950868516,27.8925949601713,155974723357.748,18.9007475054971,3881249.37216269,"Plate5","Constant-Warmth","D"
"8.2_B",41380.5112314929,891816.026570595,21.5515951840603,27.8479155431776,213431280333.245,18.2102393739649,5157772.92211924,"Plate4","Cold-Dormancy","B"
"8.2_C",57047.4185452954,1101796.90228816,19.3137030628886,26.9759755483039,224245178714.169,17.7092023991293,3930855.84645902,"Plate3","Cold-Dormancy","C"
"8.2_D",52102.5278211383,995674.491760613,19.1099075879513,27.5085028319628,191759312756.495,18.5726949899459,3680422.44350949,"Plate5","Cold-Dormancy","D"
"9.1_B",54341.0992543509,1195208.1587449,21.9945524684837,27.4444567121774,178723894561.034,18.6821026389736,3288926.74262058,"Plate5","Constant-Warmth","B"
"9.1_C",39339.89894,674045.0284,17.1338779855035,27.86350053,2.11e+11,18.09819904,5363511.49050512,"Plate1","Constant-Warmth","C"
"9.1_D",16859.54301,386010.9082,22.8956922480665,29.08797128,2.18e+11,18.04083161,12930362.3396373,"Plate1","Constant-Warmth","D"
"9.2_A",58767.4102378843,877086.590646854,14.9247106022964,27.3253463292602,236239563176.408,18.0533092154481,4019907.67025695,"Plate4","Constant-Warmth","A"
"9.2_B",66858.0307568598,1266003.99036249,18.9357056441959,27.2157098949915,3.47048e+11,17.34090088,5190819.95193812,"Plate6","Constant-Warmth","B"
"9.2_C",21677.15107,379723.6054,17.5172283559677,28.7241874,1.98e+11,18.20266395,9134041.6164752,"Plate1","Constant-Warmth","C"
"9.3_A",34449.42263,698147.3366,20.2658646589921,28.05105894,2.08e+11,18.11712802,6037837.04110225,"Plate1","Cold-Dormancy","A"
"9.3_B",52092.0876047219,772489.747962731,14.8293106205386,27.5821102473411,2.21819e+11,18.04142168,4258209.07165742,"Plate6","Cold-Dormancy","B"
"9.3_C",33932.9489300027,850534.853613053,25.0651617508265,27.7291522116096,288614561643.718,17.3462406225319,8505437.06764407,"Plate3","Cold-Dormancy","C"
"9.3_D",65176.0193560622,945962.02752341,14.5139583065903,27.2529410294095,2.84393e+11,17.65487214,4363460.7146892,"Plate6","Cold-Dormancy","D"
"9.4_A",69401.4640224889,1155137.1205955,16.6442759798437,27.078483166012,175322552703.473,18.5032782297731,2526208.27489549,"Plate4","Constant-Warmth","A"
"9.4_B",10823.86959,260092.4579,24.0295262001581,29.73119324,1.52e+11,18.6729012,14043036.8950888,"Plate1","Constant-Warmth","B"
"9.4_C",23097.5422663337,328087.328520393,14.2044259400968,29.4732892093277,1.32e+11,18.73792512,5714893.75267425,"Plate2","Constant-Warmth","C"
"9.4_D",15784.22211,268861.9077,17.0335861866556,29.19478951,1.84e+11,18.31393988,11657210.5180545,"Plate1","Constant-Warmth","D"
"9.5_A",13599.1019430145,320574.704871456,23.5732261008696,30.2420582000338,1.27e+11,18.80531054,9338851.97215074,"Plate2","Constant-Warmth","A"
"9.5_B",16466.56278,766108.1308,46.5250787936449,29.12277229,2.07e+11,18.12340492,12570929.5112529,"Plate1","Constant-Warmth","B"
"9.5_C",46479.2953996329,667252.905796428,14.3559169746299,27.6770360129421,148157102325.006,18.977139557162,3187593.55216422,"Plate5","Constant-Warmth","C"
"9.5_D",31931.9644459311,375079.207428324,11.7461989557025,28.2205961327115,83496231790.7213,19.8790827010591,2614816.63403771,"Plate5","Constant-Warmth","D"
"9.6_C",42847.3904183538,636712.535567955,14.8600073271958,27.7938648271684,257377680937.266,17.9221622789323,6006846.12118215,"Plate4","Cold-Dormancy","C"
"9.6_D",25063.1871471565,395214.471911064,15.7687236499729,29.3541680478279,1.77e+11,18.28131518,7062150.51424859,"Plate2","Cold-Dormancy","D"
