,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,STD1,3477.15859714266,,Standard,Unassigned,False
,A02,SYBR,,Std-01,STD1,3680.32516077862,,Standard,Unassigned,False
,A03,SYBR,,Unkn-01,7.2_D,3299.03384259909,,Unknown,Unassigned,False
,A04,SYBR,,Unkn-01,7.2_D,3504.25765920302,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-09,2.3_D,3507.11366071262,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-09,2.3_D,3560.47984457175,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-17,5.4_C,3639.04715492404,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-17,5.4_C,3408.11607017469,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-25,8.1_B,3626.74301143529,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-25,8.1_B,3755.81243553984,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,STD2,3573.47442007372,,Standard,Unassigned,False
,B02,SYBR,,Std-02,STD2,3681.23787330002,,Standard,Unassigned,False
,B03,SYBR,,Unkn-02,10.2_A,3314.25297637055,,Unknown,Unassigned,False
,B04,SYBR,,Unkn-02,10.2_A,3787.33908038756,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-10,9.3_C,3845.696328352,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-10,9.3_C,3751.41551483555,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-18,10.2_D,3804.04532647255,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-18,10.2_D,3848.32805879557,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-26,13.4_C,3841.33918284619,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-26,13.4_C,3738.77864595143,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-34,10.5_B,3606.4076164723,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-34,10.5_B,3677.59208446621,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,STD3,3145.85325616034,,Standard,Unassigned,False
,C02,SYBR,,Std-03,STD3,3133.8100302712,,Standard,Unassigned,False
,C03,SYBR,,Unkn-03,7.5_A,3575.34592486334,,Unknown,Unassigned,False
,C04,SYBR,,Unkn-03,7.5_A,3706.62034741631,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-11,10.2_B,3683.15348420374,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-11,10.2_B,3776.77702173459,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-19,7.2_B,3686.90455359053,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-19,7.2_B,3940.0008984622,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-27,14.5_B,3852.35117928457,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-27,14.5_B,3841.59217320359,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-35,11.2_C,3435.62281914183,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-35,11.2_C,3672.2229308244,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,STD4,2309.40632577931,,Standard,Unassigned,False
,D02,SYBR,,Std-04,STD4,2295.02008712036,,Standard,Unassigned,False
,D03,SYBR,,Unkn-04,13.1_A,3511.74342945702,,Unknown,Unassigned,False
,D04,SYBR,,Unkn-04,13.1_A,3711.58985052428,,Unknown,Unassigned,False
,D05,SYBR,,Unkn-12,17.5_D,3879.43737179126,,Unknown,Unassigned,False
,D06,SYBR,,Unkn-12,17.5_D,3866.66726799407,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-20,6.2_A,3829.21448188871,,Unknown,Unassigned,False
