,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,STD1,17.577815252953,300000000000
,A02,SYBR,,Std-01,STD1,17.2934685405465,300000000000
,A03,SYBR,,Unkn-01,11.3_A,18.1561994429997,203191465093.839
,A04,SYBR,,Unkn-01,11.3_A,17.9223561163708,234842410650.5
,A05,SYBR,,Unkn-09,9.1_D,18.0869994569226,212085294008.152
,A06,SYBR,,Unkn-09,9.1_D,17.9946637691824,224561814755.206
,A07,SYBR,,Unkn-17,5.1_C,18.7702076136169,138938739099.037
,A08,SYBR,,Unkn-17,5.1_C,18.7472068326853,140931261176.144
,A09,SYBR,,Unkn-25,7.5_C,18.5866422596274,155659881673.185
,A10,SYBR,,Unkn-25,7.5_C,18.4494756568685,169455348179.242
,A11,SYBR,,Unkn-33,9.3_A,18.1061412096854,209586887393.23
,A12,SYBR,,Unkn-33,9.3_A,18.1281148330338,206755125284.248
,B01,SYBR,,Std-02,STD2,21.2303130304993,30000000000
,B02,SYBR,,Std-02,STD2,21.0341563325649,30000000000
,B03,SYBR,,Unkn-02,3.1_B,18.1590821368,202829173665.458
,B04,SYBR,,Unkn-02,3.1_B,18.3808532595642,176809291374.715
,B05,SYBR,,Unkn-10,5.3_B,18.0845312234936,212409611354.515
,B06,SYBR,,Unkn-10,5.3_B,18.0800109070357,213004851696.219
,B07,SYBR,,Unkn-18,15.3_A,18.8359384541456,133398508291.073
,B08,SYBR,,Unkn-18,15.3_A,18.9042983480673,127870907203.266
,B09,SYBR,,Unkn-26,13.2_B,18.3238776206093,183157008655.451
,B10,SYBR,,Unkn-26,13.2_B,18.0702917642475,214290334295.898
,B11,SYBR,,Unkn-34,17.5_C,18.2323600448013,193833544859.586
,B12,SYBR,,Unkn-34,17.5_C,18.1760430423654,200710603044.673
,C01,SYBR,,Std-03,STD3,25.5270221137809,3000000000
,C02,SYBR,,Std-03,STD3,25.407270676499,3000000000
,C03,SYBR,,Unkn-03,9.1_C,18.0970826769068,210765529142.821
,C04,SYBR,,Unkn-03,9.1_C,18.0993154120363,210474405000.116
,C05,SYBR,,Unkn-11,15.2_C,17.96678222886,228471553351.613
,C06,SYBR,,Unkn-11,15.2_C,17.915384641888,235858145209.986
,C07,SYBR,,Unkn-19,3.3_C,19.7665132072592,74981968776.4749
,C08,SYBR,,Unkn-19,3.3_C,19.7361759284736,76403510553.8339
,C09,SYBR,,Unkn-27,10.6_A,18.3896870491115,175845003527.053
,C10,SYBR,,Unkn-27,10.6_A,18.3869387204127,176144443490.63
,C11,SYBR,,Unkn-35,9.4_D,18.2742219384918,188874774259.351
,C12,SYBR,,Unkn-35,9.4_D,18.3536578302236,179811242081.55
,D01,SYBR,,Std-04,STD4,28.4000892070749,300000000
,D02,SYBR,,Std-04,STD4,28.3773251697879,300000000
,D03,SYBR,,Unkn-04,8.1_A,18.0951806192422,211013854190.013
,D04,SYBR,,Unkn-04,8.1_A,18.0186837210582,221247264641.451
,D07,SYBR,,Unkn-20,9.4_B,18.285034838079,187614674560.24
,D08,SYBR,,Unkn-20,9.4_B,19.0607675652022,116065585166.596
,D09,SYBR,,Unkn-28,5.4_D,18.3741562316282,177543854852.592
,D10,SYBR,,Unkn-28,5.4_D,18.2804367812364,188149486320.758
,D11,SYBR,,Unkn-36,9.5_B,18.0799874206854,213007948757.024
,D12,SYBR,,Unkn-36,9.5_B,18.1668224220154,201859582118.188
,E01,SYBR,,Unkn,STD5,29.1446764319087,225707418.175819
,E02,SYBR,,Unkn,STD5,29.2244030944577,214837722.190151
,E03,SYBR,,Unkn-05,12.2_A,17.9172246467334,235589632985.121
,E04,SYBR,,Unkn-05,12.2_A,17.4246698200537,319583510839.551
,E05,SYBR,,Unkn-13,9.2_C,18.0897121035584,211729432745.478
,E06,SYBR,,Unkn-13,9.2_C,18.3156157911879,184096196411.051
,E07,SYBR,,Unkn-21,13.3_B,18.6180591676935,152661650216.721
,E08,SYBR,,Unkn-21,13.3_B,18.6958211209654,145486564998.438
,E09,SYBR,,Unkn-29,2.3_C,17.9345856536304,233071139203.572
,E10,SYBR,,Unkn-29,2.3_C,17.9093271751477,236744276397.663
,E11,SYBR,,Unkn-37,10.4_D,18.3124155920778,184461281112.812
,E12,SYBR,,Unkn-37,10.4_D,18.3879795446358,176030982133.44
,F01,SYBR,,Unkn,STD6,29.2796514197116,207613928.327367
,F02,SYBR,,Unkn,STD6,29.3384751425512,200189434.194286
,F03,SYBR,,Unkn-06,15.5_A,17.7329894910836,264052084989.072
,F04,SYBR,,Unkn-06,15.5_A,17.6520111153195,277626827461.222
,F05,SYBR,,Unkn-14,14.5_D,18.3938256223345,175395051727.815
,F06,SYBR,,Unkn-14,14.5_D,18.3827819305371,176598309314.761
,F07,SYBR,,Unkn-22,15.2_A,19.5527352301534,85591993523.0818
,F08,SYBR,,Unkn-22,15.2_A,19.3038729400647,99848651750.3103
,F09,SYBR,,Unkn-30,17.3_D,18.2482809566946,191932466867.176
,F10,SYBR,,Unkn-30,17.3_D,18.3423707356891,181072078532.008
,F11,SYBR,,Unkn-38,5.2_C,18.6286122417036,151667544420.557
,F12,SYBR,,Unkn-38,5.2_C,18.715135856261,143757308940.39
,G01,SYBR,,Unkn,STD7,29.5736300566389,173068269.416259
,G02,SYBR,,Unkn,STD7,29.336747446792,200403665.157127
,G03,SYBR,,Unkn-07,3.1_C,18.601364591172,154247613353.216
,G04,SYBR,,Unkn-07,3.1_C,18.5315141232482,161063983194.87
,G05,SYBR,,Unkn-15,17.3_A,18.3304543663281,182412804094.779
,G06,SYBR,,Unkn-15,17.3_A,18.6028922861182,154101802017.31
,G07,SYBR,,Unkn-23,10.6_B,18.7023515367862,144899579078.263
,G08,SYBR,,Unkn-23,10.6_B,18.9316034923004,125727561079.014
,G09,SYBR,,Unkn-31,2.4_B,17.5935824840769,287852854084.676
,G10,SYBR,,Unkn-31,2.4_B,18.2698816491325,189382954510.341
,G11,SYBR,,Unkn-39,12.4_A,18.4030504603808,174396252658.528
,G12,SYBR,,Unkn-39,12.4_A,18.6150133910106,152949773970.122
,H01,SYBR,,NTC-01,NEG,29.563832866081,NaN
,H02,SYBR,,NTC-01,NEG,29.4779113276127,NaN
,H03,SYBR,,Unkn-08,7.1_D,18.4879667729198,165465161194.915
,H04,SYBR,,Unkn-08,7.1_D,18.4311353890864,171390300692.876
,H05,SYBR,,Unkn-16,13.4_D,18.0237147165236,220559250696.163
,H06,SYBR,,Unkn-16,13.4_D,18.0851457490333,212328818483.939
,H07,SYBR,,Unkn-24,17.2_B,18.8844251703859,129453812366.646
,H08,SYBR,,Unkn-24,17.2_B,19.0104632530307,119736972278.373
,H09,SYBR,,Unkn-32,3.2_B,18.1763508555794,200672359534.913
,H10,SYBR,,Unkn-32,3.2_B,18.1602948193854,202676959140.228
,H11,SYBR,,Unkn-40,7.4_D,18.1895303605754,199041721053.087
,H12,SYBR,,Unkn-40,7.4_D,18.2134145432586,196120332950.493
