,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B7,B8,B9,B10,C1,C2,C3,C4,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E5,E6,E7,E8,E9,E10,E11,E12,F3,F4,F7,F8,F9,F10,F11,F12,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,21,1051.92057911695,1159.81439913404,462.821977849133,482.81374273041,597.934963653795,592.866595502247,644.204603035295,638.98422076528,666.291168868764,686.814529453408,80.4076803435928,101.685249899411,495.048941422495,445.543046070528,711.30817055405,733.401093959466,635.647018369965,674.58387197764,3.72434731029034,2.96577826598195,792.300171658785,624.329255840825,669.255624887751,687.008775192741,713.110061246672,732.754080801452,751.05429294845,724.823321094971,-1.37482893656534,0.901018389979072,676.587002662008,694.744237133063,907.646865174509,880.039675566685,591.972229567072,532.620935895858,611.647110065693,612.501724756326,638.304928855732,434.825010134249,771.761198063996,803.574740338532,712.426073740905,691.387574510326,624.816112140021,653.212275843314,613.532560258338,527.391544323213,817.491567568601,835.284761562494,266.72687684961,325.127917400563,888.673532587484,846.080552618137,310.82887098455,300.961111042272,730.934145984519,770.8672863041,666.463319788489,677.281784880061,460.767428785316,421.831563270381,588.094440346746,571.256078813778,-1.51345589118318,2.94727788942419,476.092109971761,471.899349590252,822.014374160905,826.919635783142,722.516425759231,727.429603925512,726.148604512691,676.125745041915,461.992213511906,480.157629964056
,22,1582.91599334495,1719.52559033866,844.020727259374,878.617530086025,989.144587258558,978.016972303501,1057.42679541166,1043.7732525238,1085.80087624835,1120.30502119129,153.709588064876,196.057239816722,890.870494793353,834.111492852341,1147.6202938557,1185.76684233524,1053.00000810865,1105.92164157858,7.77321514417508,5.98569908440459,1265.74177162454,1034.19506574784,1098.65783877373,1127.23510270271,1154.90816986413,1193.6562548618,1209.7489121387,1176.38643713677,-7.11879607111041,-1.20881759299073,1100.40138265519,1134.07287566191,1411.2842699555,1387.320008004,988.440867595614,969.624613907255,1016.49421352122,1019.92886863782,1053.61901011305,817.340643212386,1242.97372776559,1292.4286314296,1164.99128551876,1123.88081932834,1033.1890903683,1082.92782679469,1022.01781943179,958.025386160476,1300.19041500082,1336.78349858005,486.605569220029,625.225190635069,1406.91608899615,1337.22534539791,606.953062409098,590.983382470872,1174.97770397039,1239.43206573314,1085.6117916461,1111.56436110262,852.093715264315,789.345926154894,987.376229510623,954.903492608903,1.9457673924926,-2.43611556201449,859.084214602695,859.494574259075,1299.30762559289,1292.51017162016,1163.93914881899,1171.06287991817,1163.04256710425,1106.98528610047,859.743685132142,879.97238228961
,23,2160.35944172865,2315.64067496465,1304.97724815988,1356.37955926749,1496.70345180476,1475.28982723206,1586.38249761546,1559.88043720632,1623.01204211716,1674.07638909042,296.55682546837,372.756372205334,1368.56759261507,1318.87105896225,1694.0056854531,1760.64781935173,1595.28151661014,1664.56725215508,26.8376494745098,32.9313707630386,1834.22322303105,1567.48617065349,1650.78375879411,1690.39747628894,1708.30788186642,1768.90067296475,1778.68062481661,1749.4258264254,4.40499554178905,8.409363938149,1636.33088194188,1689.16277582536,1994.81172660695,1977.27102960427,1514.05018004279,1489.98724117852,1554.30812656289,1553.56814353448,1589.79534345171,1300.51941997493,1819.4095853151,1893.42284487446,1739.36829617783,1666.38762265437,1565.84709138908,1646.33504951425,1567.44993732785,1477.68832187574,1893.61517071606,1950.06181179428,887.632495220543,1024.0195079058,2026.95869639454,1919.37192072689,1004.97257051556,983.494427177716,1725.8921960826,1821.79068333021,1621.4528447141,1674.34791806408,1337.9469304399,1256.37664302571,1527.93140928523,1470.2346238033,1.92181099104846,4.54416857365459,1321.5016312808,1332.07172484624,1869.73963421408,1845.24021662583,1716.84965572834,1721.50459595269,1696.18640072321,1659.6925390805,1341.92098741818,1379.74064535036
,24,2691.7257672761,2860.11331678908,1841.21762946786,1911.30170147203,2065.20108094133,2022.98346910601,2162.12045083973,2119.08393985499,2209.4966143376,2274.15813793269,568.028223822148,700.664095214428,1927.05979623428,1906.41133164069,2282.28281524696,2377.35483761331,2205.12724877611,2278.56833173618,48.665246731226,55.3501447644398,2427.88783682606,2171.06414087275,2263.94902361593,2315.69444576497,2304.71503733291,2392.22402810926,2383.87947717613,2371.74645477826,-4.12450563930497,-0.731370384774436,2218.71200475129,2298.67414285919,2575.78399173969,2581.08678699021,2119.55641399219,2096.6577846314,2171.64811187232,2166.00541378707,2190.02297617927,1892.90393769828,2430.454345379,2529.68109628918,2371.92668685241,2254.90089720346,2173.25070199618,2286.63909272585,2199.61016597623,2090.26922757843,2514.1098835148,2598.19618760945,1382.43248193679,1556.03503627042,2664.98928076778,2519.47413281698,1541.46911058372,1522.41784223225,2310.68513660247,2440.31342781773,2213.35854264568,2299.55695416495,1929.93767243005,1835.91591999961,2161.01372495408,2071.92100886365,3.74097401629115,0.436110265714888,1859.84348381856,1890.43660566275,2449.46003665255,2403.1813761468,2307.21944562134,2307.37850806493,2257.8766175091,2266.67442358892,1902.92658692177,1982.53693667852
,25,3116.31142584103,3290.80100154986,2367.28960055689,2454.91583751825,2600.80832433523,2537.91528604612,2702.5157258731,2637.01826998483,2754.70275506193,2831.55485166485,937.571889400392,1137.04822954626,2470.66656109071,2511.78759289208,2820.04327655717,2947.08681777121,2787.43960477173,2856.88063322028,98.5474914003466,115.362948578721,2948.76312711602,2746.80596458098,2834.07030057503,2897.5892242469,2849.40295257772,2957.503808543,2927.90546529251,2940.78073657514,12.7357244011223,12.7440000595134,2755.19562977722,2858.54526161175,3067.65263045277,3095.19678112856,2710.28133891514,2691.74785417555,2771.14556188601,2756.20506616211,2756.46141471783,2511.84654147253,2973.68025876722,3098.04819133428,2956.0038721053,2792.23607231523,2750.98856796108,2896.41931885094,2816.81753496135,2694.83145125874,3065.58195813832,3170.87702391447,1963.78493109525,2151.37961855336,3218.24559383158,3039.08482527173,2154.81891939597,2143.23470570219,2834.02247231343,2996.47521236966,2759.89391231823,2887.71405114649,2531.91485013017,2442.06428419049,2785.34312868927,2660.77969531037,8.69179835015802,10.0658379826109,2383.58214076401,2443.38388042484,2947.60488140258,2881.27626681832,2839.17725079168,2833.91334697261,2755.94687978072,2828.07188873608,2444.84471275451,2594.83955762704
,26,3422.37073810502,3598.82242160375,2817.39374488195,2920.48395585141,3043.83351607847,2959.30215658144,3140.46651314007,3057.35318299914,3194.98598675254,3278.68572394929,1439.42952951149,1707.93397649364,2938.65253029918,3051.11700928002,3250.47931947459,3402.85897563567,3276.13184798626,3330.74966208046,193.230954797365,224.275493067887,3357.01047874282,3228.2204809927,3302.31236587083,3371.588315109,3287.63692460131,3412.76040793381,3359.08396698629,3395.19835109504,24.7822499378217,31.031005110578,3185.73094228206,3310.2297714757,3438.12491377208,3491.53689520271,3210.81217847381,3198.39519833342,3276.20877906431,3251.30988256592,3223.52858259834,3063.49748831765,3399.15839554603,3541.53847291328,3427.37291683547,3224.84961201621,3228.2270157695,3401.85892450808,3338.40710552836,3210.67897466996,3490.88249306878,3619.1285573184,2550.26915269144,2723.83082089952,3640.77363953631,3436.52866127041,2753.40474252959,2759.81107770592,3244.05224612481,3429.59080724498,3201.19240413462,3367.71885793276,3059.62448489517,2985.60208420579,3311.35896325896,3154.20600542762,12.3428071558906,16.4482172601124,2826.32384141426,2916.27692407989,3323.02219504131,3237.87819366211,3256.31806945839,3246.37859558374,3141.70345203796,3279.06588237487,2894.51081141611,3122.45689982135
,27,3619.18375777666,3794.46402066039,3150.70154507469,3263.52853211478,3361.90329203434,3261.63795194926,3454.59888607074,3354.54066429274,3505.89277544466,3596.18649581618,2003.66083006543,2329.32331089869,3279.71944007806,3459.69927027022,3552.91103238128,3723.21169782365,3626.23537094999,3671.35451990811,355.446831538998,418.157168109492,3634.78212180029,3572.67208646364,3635.394725001,3707.93974729568,3592.20812227735,3731.17967874699,3657.72650959978,3710.29409188375,47.3365908384612,62.6922019851081,3485.29054442026,3622.68071706382,3682.1666822912,3749.35540445531,3576.00311399838,3566.6732365154,3646.15278680754,3611.17442214214,3556.31670353552,3487.50555287471,3687.60435488145,3847.85668210439,3758.2885080165,3528.084532466,3567.26245407273,3764.70681936687,3718.42658980128,3586.35268207796,3778.18945333531,3922.1473713973,3042.66281524628,3189.67286663735,3925.85391237635,3702.11830440098,3248.28873557665,3271.91612228747,3522.59682882058,3724.67095590997,3506.4094840994,3708.36006996575,3454.89023289311,3403.97212998422,3698.39060623774,3507.93790691886,26.4747912717098,28.8155301040574,3148.47061007499,3259.29405576245,3570.46113763011,3473.42156302728,3540.63798298672,3528.46195118481,3403.19978788481,3594.09210458936,3216.76878433486,3512.128139578
,28,3739.25423713681,3916.86092215765,3373.20385566511,3495.39229997119,3574.58885026104,3457.59603608088,3658.00016121151,3548.7104970884,3712.30030400062,3804.43675212566,2554.82337775307,2913.99651858056,3508.13217729523,3740.94140775205,3752.15256070319,3932.46628196725,3859.50464844619,3900.00651758164,664.667461735707,773.076695622003,3814.90257025949,3801.52152281799,3857.37495763727,3930.77715232333,3789.70258199181,3941.37923868781,3852.80803007503,3914.43451107802,93.9207966091167,122.574501475991,3681.12169365404,3828.02745958123,3839.48916685211,3913.31847909845,3818.53555700769,3813.26249497691,3893.31816238331,3850.54613346213,3778.08569554412,3781.07024607571,3873.80231914194,4046.27749161711,3976.78875054786,3725.17532766153,3792.48041309993,4005.53109830161,3972.91769127765,3838.45962073842,3962.96045051531,4118.94904687811,3410.55961646136,3527.0302064077,4108.17216457448,3874.58263595272,3610.30206238859,3651.84593823625,3704.19204713752,3914.9204485768,3708.11822454694,3934.28504389677,3724.51385988616,3692.07275974471,3957.46586253128,3741.64033140825,38.1952382067775,43.0341834962851,3364.25020175327,3487.39597584785,3727.62439982276,3620.0753283119,3723.75207621307,3708.22346571725,3565.97686411268,3799.11920677782,3424.60554519348,3774.3248950226
,29,3807.14651865204,3990.08603454541,3513.99579636795,3639.45416067257,3706.2592363135,3579.98896889843,3787.81671445732,3670.76416801797,3845.68978068595,3939.38188193662,3011.05646288002,3388.98312968502,3649.83963738928,3917.86889935594,3879.99822032151,4061.73162054477,4003.99281244418,4045.38628463176,1078.1449966586,1235.22338661369,3927.21861233022,3947.11419839581,3999.82940826867,4076.59763105057,3930.22476223054,4080.31683547313,3976.85273844757,4044.93533164436,183.780342965273,231.709676569453,3805.47797982914,3960.73113198752,3941.64127447719,4021.09414123645,3974.53482978051,3972.13081084615,4053.96108088904,4006.61539217715,3918.33036141268,3970.32531271875,3995.55305810568,4175.76813370038,4115.7777778749,3850.40047809107,3937.34085765466,4160.74219949868,4134.19885953087,3998.51448242986,4085.31152813279,4244.08093646451,3660.35105628993,3754.02266950756,4231.47214612619,3989.09266339099,3852.02393982081,3904.32716088551,3819.05045310545,4039.02996303129,3836.96133873303,4077.69887221088,3899.69819162094,3881.45366507092,4127.34861762957,3891.57370403279,87.1576688868417,92.4572927512409,3500.57912118119,3630.17111306257,3831.69026499464,3719.7331828709,3838.32689558449,3827.37420400848,3672.32296035218,3930.52544492002,3556.28783714131,3943.40952231931
,30,3858.3062272765,4040.76720849267,3611.12974018864,3743.12249295474,3799.34762402905,3668.7859938451,3881.01538872424,3757.60758287447,3942.28253207518,4037.78678396612,3359.80335651497,3742.86351246031,3751.14514027088,4041.23497128118,3974.15050396154,4160.16140183135,4107.9295417754,4151.7121244168,1619.96209115641,1823.34217855779,4011.79371614263,4048.64811752043,4100.16755670242,4179.64500080096,4040.10511061839,4178.48775825137,4068.3119696924,4141.43574341305,338.764479953561,419.645203819439,3896.69886705925,4058.31189257183,4022.91078225721,4102.83255627,4083.01134047903,4082.40176857268,4162.7244075849,4111.63558829044,4013.39731353388,4095.40015788289,4086.94463605665,4269.22835430075,4215.0034843937,3942.72904411753,4038.94428726305,4267.39509283746,4244.90340158155,4107.90572857104,4175.89830899397,4336.40763366542,3826.75639709917,3898.33439375806,4323.62904215363,4078.57403336226,4008.46079964356,4071.30149751046,3906.43500227561,4134.47191401511,3932.8895215669,4180.52087475464,4018.14728459659,4007.85822237345,4239.10917127755,4000.16504845665,173.577638441939,178.103410331764,3594.2506122809,3728.08823125727,3915.10903205749,3795.67926051256,3927.58763565677,3916.23322462336,3749.68712652333,4021.70057502715,3644.41462686712,4061.41921383258
,31,3889.74723881618,4071.11139648633,3684.28328859493,3819.61335027418,3868.66986679549,3737.69502901756,3953.34734148009,3823.36344750385,4014.07108974854,4110.18414064185,3595.18360391547,3977.31147131958,3829.83184292909,4127.82023331435,4046.59266262131,4232.56422547833,4186.24239525635,4227.86196443573,2223.43790650164,2455.08680392546,4076.68604421657,4126.50705410238,4178.47304879142,4258.44709499549,4137.07711107284,4255.66395064383,4138.87524833259,4215.41237413225,648.0682707215,787.571187448747,3966.55363998121,4133.4589262276,4080.54530733572,4167.0176253961,4168.30620871949,4165.31081897327,4246.61411272558,4194.01989753675,4079.49034719338,4180.36270819519,4158.90575576373,4343.68875263384,4290.43188990231,4014.10867835232,4115.5669064326,4350.70550220054,4326.94339381003,4189.54348062278,4245.25606922886,4410.90025082228,3941.27845240343,4000.98023488727,4399.57981860419,4148.4055368947,4119.71991799896,4184.24649539974,3970.75107922389,4205.78844562476,4005.10393561415,4257.21527760517,4107.86469534052,4103.79749484766,4325.69214860871,4077.67778974304,315.43669257277,334.138498320005,3663.89848116208,3803.76075567126,3982.53536438073,3859.91816873981,3998.96915027795,3988.34414925143,3811.30057465673,4090.92491202632,3713.56063739484,4151.02632129928
,32,3910.14478735687,4088.46589177521,3742.78350155735,3878.29103399762,3924.38831706258,3791.92823111532,4010.4048438608,3874.78405530523,4070.24393522863,4168.30872882142,3745.63217020433,4126.86447128949,3886.66404007556,4194.80452941776,4103.57013721679,4289.22999645871,4246.35963744019,4283.94070567161,2801.17154153365,3037.11599679566,4129.21989247122,4185.51379435421,4237.44578189224,4319.41452220028,4203.80012692215,4311.82388675102,4195.027438229,4271.72992097582,1060.19289780059,1261.46407555481,4025.84452018667,4194.06388279392,4129.30564971012,4217.40016502369,4236.84263600811,4232.04330399023,4309.78874013364,4256.4790623313,4131.37603647296,4240.43293648552,4214.32107607882,4402.50571394755,4352.16159846027,4071.07357416805,4178.83474016909,4412.48050767423,4390.77483701035,4252.56163319443,4303.90266369298,4470.45942165541,4031.55224048115,4077.4300456649,4458.34582864407,4205.81292858171,4206.45275916441,4271.19562741621,4027.94860257868,4266.22712507115,4065.72012806646,4322.35527186225,4182.10576713585,4175.1734108657,4391.69294028258,4139.31347328385,611.208480916127,645.142691764839,3724.96290714592,3869.623714874,4039.13208456929,3913.068171764,4061.45757280407,4047.01344872869,3860.53868463268,4146.55493277332,3769.32965378967,4224.38719683665
,33,3930.36381737238,4102.91221070836,3789.10598915499,3925.32252528972,3969.28123425574,3833.48554810819,4056.84657010568,3918.97799239209,4117.2978794715,4212.69251779864,3853.55080348806,4229.03233561908,3937.01062614994,4253.79798284811,4153.19379174079,4334.70946564576,4297.55920469815,4328.79561343159,3291.33766511256,3511.0439166762,4175.42026975139,4237.64478790355,4288.85113958781,4369.78324350105,4262.07730145789,4360.54585618414,4240.82167009487,4314.11389346571,1603.0623365178,1863.64430021972,4081.08801014102,4247.88086037994,4167.31175284311,4268.08409878405,4296.10238452723,4293.22131915487,4365.63016177875,4307.51355362471,4177.02740747325,4289.40710063414,4267.96485282218,4450.77562261072,4402.03548996843,4117.95359267792,4231.65102600295,4461.21967461617,4438.04887000158,4300.83727125306,4348.40195800863,4515.15474271059,4104.67012294325,4142.71766415995,4503.73602137689,4247.88556634185,4280.54525152031,4342.27375204186,4069.62964526539,4307.21910908092,4113.05121218136,4372.38865221936,4240.32131520204,4234.15086365624,4442.2402141712,4185.57759336281,1008.78862704654,1058.39047934212,3773.30209680006,3922.78095600458,4079.64510996355,3957.62074497799,4110.1045720458,4090.74442467776,3896.30722428763,4188.13662230586,3812.82147576489,4281.62074852716
,34,3947.54656284001,4111.97794464352,3823.85165583242,3959.5188804865,4006.01220737892,3863.02560358497,4091.65488487227,3952.46351213337,4156.18176652146,4252.0244656791,3932.13015945492,4304.20027739327,3977.14601209795,4299.86929479622,4194.84426432642,4373.43757250298,4336.36757333106,4364.97624940169,3664.07543837465,3859.66027092751,4215.2665077936,4280.09536511011,4330.50745031832,4416.46095132418,4311.66181177137,4403.74588847225,4281.23126450481,4355.59191555336,2215.76073032755,2515.72448241974,4128.02195512163,4295.18469922874,4206.07061586788,4316.19688795965,4346.69402195905,4345.2762993839,4413.98842970186,4352.22418834074,4215.55497585392,4332.46329733258,4316.37238241663,4489.82574429269,4445.27477048562,4159.41676416461,4274.79021258433,4501.89239794599,4478.97477293299,4338.76621003827,4391.32285936314,4553.94349801312,4166.53248661231,4197.08511586015,4546.54690306295,4289.4010517612,4341.14430770119,4401.59370251031,4109.48214095202,4345.60950001411,4155.78984482618,4416.3409857724,4293.22124566403,4286.710493445,4483.19515093789,4223.85341416931,1537.95715214308,1608.11185577944,3812.03295265705,3962.94452403836,4115.55936140785,3994.37962827223,4152.09029516306,4132.78194662907,3929.97905835358,4228.34184768482,3851.02943710829,4327.65482849618
,35,3959.03008699613,4118.00843437655,3847.60652242877,3986.77383215606,4037.50805119085,3884.63417360211,4118.41926742375,3978.60803278969,4190.47394139741,4285.82185683533,4000.55427536811,4364.77610014684,4018.14201359507,4337.28313901974,4234.91394897468,4410.69096669468,4372.64924213348,4399.39180561097,3956.46249242335,4126.86381101646,4254.98445960022,4321.36746664086,4373.11268159913,4464.57387319782,4365.66605786647,4449.59853860379,4322.11480258235,4399.19312802022,2842.95503980673,3167.72635072844,4170.00311366655,4340.51264353647,4242.75850468982,4362.11648609907,4396.15903872133,4393.35233718509,4462.49940019883,4399.32377527442,4249.75823825261,4375.22046369323,4365.35308609432,4528.77811109911,4486.75296541047,4199.43637281025,4312.61226266794,4546.18392836475,4520.52686505002,4374.44953449811,4430.37494888618,4592.66828739219,4217.49872771525,4244.20753271038,4591.56980031299,4333.80378880401,4393.0583019701,4452.0530131631,4145.68458390544,4381.84856528779,4195.65757768891,4456.42910335385,4343.38693122298,4341.10154249124,4525.78165433475,4254.44720098075,2146.47838093875,2243.22829313753,3839.58777645702,3993.0322435093,4148.26822495072,4023.92545574701,4188.91773970429,4174.15660436866,3962.39164081992,4268.85679919673,3887.82775776894,4367.89913622451
