,Temperature,A1,A2,A7,A8,A9,A10,A11,A12,B1,B2,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C5,C6,C7,C8,C11,C12,D1,D2,D3,D4,D5,D6,D11,D12,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H9,H10,H11,H12
,65.5,59.589832830346,76.307485711671,73.6523855860505,74.4117580160257,75.9426043274593,79.6749592859246,60.6769933000851,60.9929917540508,71.5430244818269,79.1454123006176,72.8552274157855,70.7895733774726,75.2640044671857,76.068797224566,76.0755824378753,76.3475350649419,61.5134670997477,62.8104403442451,69.7766312982453,72.8577439324272,72.8540016174629,63.6121694641693,78.0885122607729,69.1053730585072,65.4026041243296,64.4806103850483,51.572810934437,54.1425242512746,69.2296173545601,73.9216144882864,72.1312962048405,65.029773129012,67.2641890096436,63.7369395988594,70.1018861453399,72.3783925009384,75.3560062053498,68.5256366453336,75.4794829090699,63.6479787917369,72.0673379357381,69.0517186201637,59.1937961329638,63.4368599295537,75.1593541038403,76.6252361834274,69.1416892764255,74.7980916626686,71.792988581549,78.8796517293313,71.7011830743788,62.7438448117769,62.6258006377129,61.7362282074573,69.8023421928474,73.2119183455275,64.024943938201,69.3930622117591,73.9869466285415,73.2405157877822,77.2814921741694,77.083707957421,32.1845800175414,41.5349028356897,67.6861557841332,70.8490341351244,66.2257141278362,63.3493592297273,36.7681429901477,77.8256846155598,76.8385954153855,45.1118567938215
,66,63.5093249001284,75.7738231348117,73.7868114744265,74.9198244961387,76.068183924564,80.0477164292802,52.51357887223,67.6238310889505,71.7677581361841,77.9545640337658,73.4221902751592,70.9185940641657,74.795101316186,76.791883307174,79.1872980967605,79.537124944582,66.9469222672174,72.8389983384584,68.8240076846819,72.4913152662966,74.6913288364144,68.6986689180762,79.1084822250066,72.4639208379183,72.4913791710069,67.8745751969002,50.3596897081834,54.6006451049816,70.0085769551749,75.103845712724,77.1247028490702,70.9306863608126,73.5310576443594,68.9390352351384,71.6304755983454,74.074959790632,76.1313654739872,73.3420726067911,77.2540352058957,68.3864742757871,75.0093563062921,73.9281431919201,65.1994275872157,69.5832733374411,74.6306576872319,78.3948424284797,69.7566844444279,75.2840486024752,75.2807462394003,81.5363665975049,76.1191223590722,68.6261716170884,66.7365800716684,65.5177197020696,69.2635112059841,73.7602433034526,64.4011806704691,70.1639509919987,74.4978648600043,76.5940753030764,79.2953611332121,78.1404887118799,27.2240189772274,34.6320302242603,66.8559428045762,71.2960846012156,67.7330728297898,63.4214780301375,33.5635878044889,78.4495440032865,78.126747584382,49.9076248549827
,66.5,73.4930945567387,76.8905814936215,75.5814662036817,76.790504347666,77.7413185825351,82.1206497923272,49.0499125371757,78.6221880634253,76.2031760100704,80.8210453152717,78.0081738019173,75.4750528088537,78.2787111093407,81.1275702606881,85.6243632180858,87.9621393745158,77.3746435112284,88.9344910460964,72.9790742770535,75.8132222526419,81.1498973142027,80.6499089918905,84.5406718440395,80.5380717514365,85.4758841418875,75.4780702099915,53.6494911857982,58.0847658574854,74.9574624749573,81.2700129199875,87.6566607111949,83.025810657068,86.4672158401004,80.1137616697072,78.8875474542592,80.3405744760157,82.5451835117012,84.184045376652,84.2339691461743,79.178801513086,83.5897928077063,85.7976968017995,77.3175113127866,81.6735322780232,79.0868646848958,84.5409061691914,75.6358536347545,81.1993686994449,84.102259659252,88.4275606720437,86.21510998862,80.9597965553062,75.6495585998393,76.3506710377392,74.4087509332978,79.214795271653,70.4600807283,75.3370432787249,78.2108173775514,84.6970760447043,86.0486195798117,83.5520519625491,25.863859661367,30.6479667047158,70.3440561590091,77.3573481806195,74.0915232062434,69.4527397001166,35.252876568685,83.014706358387,81.6511878714286,60.5968983861935
,67,89.427322521135,82.3076539771409,81.9638976001195,83.4247141436886,84.695491658053,88.5937307749718,52.9124400162198,94.2866135995296,85.67274404916,87.990987739837,88.803291024888,85.3086309464522,87.8057223242895,90.7951503328923,96.7062117495905,102.235120565149,92.9336759564462,109.690294984264,81.7046369134089,84.6064987198367,92.663940461382,98.7498256957863,95.419452881875,95.3037691567442,103.214877402497,88.3797800533789,61.1446146418649,65.8573216200023,85.8933273679136,91.8943289325225,104.444281212981,101.468667909765,105.19958003827,96.7838144441523,92.070961972307,91.6288862042643,94.4143761509563,102.587924878647,97.3530479007948,97.5189720592741,98.4130068059476,104.31373172482,95.8129897165909,99.803065955929,89.9731010877326,96.8441537967906,87.2217771314463,93.3793107492108,98.6613152288242,100.370960579919,103.144867143218,99.7693268374899,91.1865696088107,92.7333465353954,84.4327148188049,91.1564280907935,82.2657811359297,87.3966090066588,86.1482412475029,98.9159228014864,100.103502935394,95.7835492084171,28.1915734206641,29.5190310867599,78.9230072943194,88.9495673340707,86.7924802302921,81.7567013687928,44.9981645526166,92.8661626798648,89.8099620405603,77.8471698787437
,67.5,108.351400546581,92.4906493897747,95.10782275273,96.3631545658754,98.6436930022232,102.021114029687,62.8709112602958,114.188281250917,100.739188824753,100.481272841319,106.841873446077,102.073094812623,103.654397941533,107.109858216989,113.576970937729,120.628901357884,113.331816690325,132.000767263885,95.4785395908912,98.1574828675759,111.25407743132,122.118916961668,112.85630479528,115.301910044294,123.90985995216,106.296354019783,72.2710720809778,78.0595596334019,103.807680524616,109.430629766684,126.949515405895,126.008974466514,126.795461318746,117.441599049044,111.846186919714,110.431609781621,114.284484430447,127.153413565553,117.305796037222,120.916408197929,119.128308788133,127.603281250328,118.650751598018,123.094303233855,107.372150183501,116.001302940027,104.777973323034,112.008237572196,117.842402679881,117.185814415755,125.91368278319,123.231739506211,113.190941259594,114.592051092436,100.830063553707,110.124695445056,100.668961729898,107.314587227523,99.4433497399652,119.957492768799,120.113549285103,114.477131446249,32.5092181765941,30.8348783881936,93.2984218525321,105.608366264655,105.641192028012,99.3127061576183,64.0393776538519,109.366034210233,105.378364859938,100.835730729112
,68,128.744572363251,107.32786163508,114.999094017982,114.578760057896,118.073032449774,121.269173997141,86.9993369108236,136.215057358771,120.203216685475,118.752024557087,130.652251044382,125.973068162035,126.5594715841,129.89727814589,135.670076681393,143.049233385091,136.4720183288,154.229721920622,114.502157365212,115.110225966075,136.188037193193,148.69373879801,136.107734405745,139.339907177425,146.161097019298,127.710330525287,85.2138236563693,90.9096115390713,127.941082945621,134.376625843001,152.342410020904,153.328779171774,150.163294916316,140.752025081579,138.284741711491,137.091281961349,141.403167126107,154.423185766668,143.146393765101,145.931929015906,144.044929623312,153.924167651658,143.729985751781,148.951732936083,131.526007958584,140.702198458669,128.813363066501,136.766067241965,140.999803508017,138.723673012199,152.604021078991,148.561558078816,138.489141150842,140.612252485498,125.597567730007,135.902327616799,126.731969851427,133.63873772828,118.758238534866,145.757105079364,144.54348820218,137.951859209161,37.7355031159275,34.9667727375227,114.501653687961,128.784125556227,130.248899543418,123.600595421465,92.5839547821554,131.476251611255,127.303493108086,126.981185510414
,68.5,147.733501787952,126.646573399234,139.926656182232,137.834114835293,142.274512887031,144.717207379844,124.152610942851,159.217896594543,140.860983709287,139.44743668225,158.05101644181,153.71252862794,155.199356738329,157.381467261436,161.598535706966,168.760387575685,159.409032972305,175.368514599497,134.30368797492,133.409742565196,163.461917099429,174.648779961404,162.06942018194,165.819095179095,167.908204987413,147.437168788907,97.1879517534592,101.461127175118,155.299033325908,162.269799675119,177.385290775334,179.170646828048,173.30594743494,164.346481999958,166.695905831043,165.849154172913,169.753834860644,180.687105532446,170.093132902546,171.066116665948,170.189925953753,179.343548957128,168.733407248641,173.841063616267,160.128478928907,168.945328534207,155.887339715695,163.327467099924,165.249779869278,163.140656649822,179.95742255826,173.498099730513,163.817893578052,165.788600786402,154.383913700123,164.144109167308,155.130822484327,162.82104026081,141.990860059829,172.350708882198,171.190284062879,163.951397916647,43.3932615839464,40.5994347143943,140.203618635097,154.754175532737,157.266918834006,150.60782673592,128.365245824157,156.958012813095,152.624830571765,152.687715033163
,69,161.952124747499,146.57471668428,167.502673461556,164.822229539753,169.593885805409,171.141632306663,161.642897726292,181.706050247868,158.614471284865,157.685041978015,186.037226722567,180.966698428046,184.375982206254,185.5718590657,188.376027142966,194.112338009197,180.674217888628,193.633194881909,149.53835606745,149.043008570016,189.680495905492,197.638169213233,188.247609037078,191.08940676491,187.630259620799,163.659338774914,105.884650779466,109.324988689212,181.436920525055,188.951020865336,200.048895623482,202.502309960865,194.022728459399,186.658349773292,193.166722599014,192.887162787113,196.610577668712,204.414877164936,195.769754495968,194.193641457076,194.916569823348,201.647494968971,191.150389032111,196.091156520015,188.093704611568,196.752989233843,181.155289820532,187.981495455953,188.695065343822,187.347264565467,205.589608100617,196.103668080314,187.621182436555,188.522769242965,181.542080393569,190.733526800152,180.965375550694,191.461083825859,167.093622396394,197.63652395079,196.985146305629,189.883137134394,47.6409892434673,45.9905554559338,166.135689040976,178.610500233343,182.637900227922,174.873782592563,165.960875402453,183.582354914108,180.31203840327,176.025614200802
,69.5,170.776999024964,162.832590682591,194.826237440273,190.962834045639,195.977627077475,197.871730401735,196.244832351837,202.207446986957,170.644765651398,171.511955158656,210.549591267199,205.341889641664,210.211456615096,211.645609856828,213.725618969802,216.916917185245,199.820062030655,210.113184826861,160.501397433131,159.651998080014,212.824411178877,217.66449190755,213.190837018869,213.503372939477,205.678007134355,179.127333192551,111.094843426305,114.346818584115,204.420741290442,213.667426168116,219.927982899946,223.045215406717,212.922658888861,207.93206008259,217.735221891489,218.721417702528,221.205756233379,224.851330105359,220.054534933742,214.009789190733,217.149301361239,221.570499924514,210.736489227844,216.052640444121,212.507064485734,221.622814568273,203.882453774124,209.852531179167,210.122178580051,209.767274696797,228.538304536884,215.871562041354,208.684485549668,209.149290315068,206.755055179125,215.35336689267,204.829977978191,217.495916766404,192.151002009524,221.018971871292,221.004550638118,214.227397895159,50.2732899072971,50.5548160473761,189.752255395145,200.541925459569,205.309954138787,196.68983135809,200.353999796355,208.863583293652,208.104264082154,196.450397863
,70,176.377646241708,175.526185169467,219.748252764499,215.072565699993,219.175681679716,221.436654960735,228.584603053723,221.152390641939,178.585268639016,181.755183593011,232.04411722146,226.3776911916,233.253624569723,235.646957750492,237.187305214394,238.654047266238,216.825159831179,225.805064882327,169.269979997758,167.479708622929,233.028288352335,235.691543935865,235.519600246487,233.74371249635,222.530596661028,193.014597144571,114.714079380453,117.380426968844,225.222656563555,236.370667456578,238.005046682516,241.057880365863,231.102798085579,227.892595141449,239.714113018356,241.703704585395,242.263867482207,243.125057524653,241.560617832387,231.439979487991,236.526931558096,239.324299896375,228.354053501895,233.78459103157,234.432561049192,244.373812602646,224.910740633362,228.699956293578,229.134445380364,230.3379739445,248.732787076916,233.381347400298,226.323425765841,226.961441599204,229.510601480795,237.247517564074,225.876007080648,240.091410863098,215.681075802938,241.635478725305,242.615648075843,235.899021023494,52.0928140120554,54.4570486189497,210.778482080063,220.241639053867,224.806211048959,216.689401772936,229.031711418987,231.227449121881,232.881908954961,214.025383842913
,70.5,180.171968275734,185.012568461282,241.763683240152,238.145118579183,240.055980715015,242.221417864201,254.327586093941,239.08337795769,184.164189428736,188.492994482858,252.164227503986,244.840426262804,253.831421239705,257.333142013035,258.206015268596,259.420295020677,232.570174075832,240.798182380628,174.799284882449,173.67463527284,251.155876935086,252.386881906758,255.487004228454,251.962015553788,238.084011293343,205.849466385502,118.291524789988,119.812200704931,243.665562587343,255.718233061549,255.168772046541,258.091140737752,248.295968378414,246.33231541601,258.351231784871,260.786999088171,260.776616999827,260.382930088385,260.03337795017,248.266113059807,254.116557379282,255.500426274052,245.210029986184,249.981185233737,254.532880414181,265.321000453641,243.116080724931,244.625548423041,246.25643026688,248.902572316179,267.59375709171,250.786895092049,241.956802610955,243.090791326099,248.673000493659,255.532648069857,243.703637406368,259.831104285614,236.858473483714,260.333759723575,261.968067888976,254.852335901538,54.0694350994295,57.9486823761989,229.769994825705,237.094950293987,241.779270114255,234.16468010786,251.629935015966,250.768154064944,254.494398677887,230.409571915015
,71,182.754624596968,190.272751342066,261.977258081371,258.8182942373,259.213223656166,261.907674806478,274.214003048004,256.170791582402,187.420712335447,192.295234961392,271.188747625876,262.30064009528,272.925323088186,277.269959013552,277.751472365234,279.286491534346,249.142197736943,256.764460880141,178.205422158901,177.739371083717,268.557765559272,269.657536716613,274.909645090654,269.657741484871,253.999841812528,226.665491646967,121.977737563296,123.172967962711,261.027892363207,274.065933909823,272.99872063484,276.530502540412,266.010748956084,265.322537797212,277.328376804669,280.251354891214,279.996695811154,278.54034188148,278.944946582847,266.074997860223,271.440712660321,273.15281896077,262.538532610035,266.83629013999,273.160408674275,285.028090999971,260.538022023595,260.506453634563,263.438100919905,266.661572680136,287.674661578567,269.565504907179,258.199120814221,259.255367469496,267.695704930904,274.124152166952,261.548459403901,279.081776143722,257.549251658142,279.480411188769,281.226745874752,274.141718853498,54.8022617905493,61.1589690245269,248.336702187507,254.256154877128,259.327062126579,251.414716869721,270.753233277537,269.509846028785,275.946966064828,247.320129503218
,71.5,185.760009316587,194.181955950971,283.532158756576,279.131731817705,278.375516998792,282.168025136223,296.470868893802,274.868070758909,190.83021130965,195.989211186514,292.229544793705,282.221726410215,294.347022440959,299.368781819233,299.274631613154,301.197438503529,268.359514273654,275.732616451366,183.430990728656,182.19232717594,289.498419691649,290.727370557536,295.843022910002,290.232318430907,272.183259847504,256.373595401513,126.436470644521,128.062285495553,281.955364677982,296.083520097601,294.300719048999,298.507011447033,286.852569217484,286.139394315318,300.902654483563,304.028577429139,302.394766895265,300.828209947007,300.968805984965,286.713134110083,290.249506469119,294.15420788281,282.913572001072,286.843402551137,295.357252907049,307.724086633491,281.609771198931,279.073099576393,282.713482639665,286.125613458932,311.312644375564,291.588891432565,277.407187710709,276.951613778964,290.311360519787,297.105282167692,283.17151480518,301.830122866734,280.164770517538,302.113838284924,303.379160755165,296.351623151553,54.6342045557756,63.791443607337,269.262868342385,275.237155407921,280.332128481424,272.444256336188,290.197354529922,290.281444681597,299.199846963561,267.507172092624
,72,191.072589646853,199.72815498697,309.503786241898,304.820572338871,301.611223191548,305.467580900726,324.0903593255,298.548729686926,196.778067529469,201.25698006827,319.364558173685,308.340118755576,321.793268082611,326.952821979478,325.846548231605,329.01529522548,292.308819373538,299.097529023502,188.96167002375,187.344147513894,316.983883028964,317.00776837054,321.391376158426,315.990441515207,294.165249403806,289.165552017493,130.597228134401,132.331059770728,308.910769312953,323.776444273477,321.11645621989,325.974063708862,312.655186605152,310.420467149115,330.540818607688,333.579034257042,330.757024466222,329.073649310942,326.981238220432,312.282612170909,314.302016760734,319.621972653946,309.120880089341,311.748228565268,324.37538355162,336.929509631772,307.52221016896,302.125001581673,306.173151402036,310.248038419341,340.495024014655,319.555914079574,301.287797134666,298.912595245595,318.47875131188,325.136849749959,310.137741428377,330.296819696779,306.800192409337,330.53828297523,330.482922275088,323.114465707369,53.9531313854824,65.5151105477407,295.409275768976,300.987549786263,306.909855859769,298.936268636159,313.933453263945,315.463015076622,326.973025266752,293.256021992237
