,Well,Fluor,Target,Content,Sample,Cq,SQ
,A01,SYBR,,Std-01,STD1,17.1050431254882,300000000000
,A02,SYBR,,Std-01,STD1,17.0131365650706,300000000000
,A07,SYBR,,Unkn-17,9.2_B,17.3199808711481,351690757446.619
,A08,SYBR,,Unkn-17,9.2_B,17.3618208972197,342405000132.179
,A09,SYBR,,Unkn-25,10.3_C,18.0664428888154,218190019073.876
,A10,SYBR,,Unkn-25,10.3_C,18.0421310999175,221608981352.631
,A11,SYBR,,Unkn-33,11.4_B,17.533035689624,306892340777.357
,A12,SYBR,,Unkn-33,11.4_B,17.8671005273063,247857017560.629
,B01,SYBR,,Std-02,STD2,21.5987622730116,30000000000
,B02,SYBR,,Std-02,STD2,21.6367270707537,30000000000
,B05,SYBR,,Unkn-10,10.5_C,17.0643675181144,414148678136.652
,B06,SYBR,,Unkn-10,10.5_C,17.1995371351699,379851282934.104
,B07,SYBR,,Unkn-18,7.5_B,17.2535874732906,366945349248.381
,B08,SYBR,,Unkn-18,7.5_B,17.3688509107802,340869031838.169
,B09,SYBR,,Unkn-26,11.3_C,17.3617454311313,342421526001.639
,B10,SYBR,,Unkn-26,11.3_C,17.3383421340354,347585144308.288
,B11,SYBR,,Unkn-34,10.4_A,17.3463443963371,345810852411.894
,B12,SYBR,,Unkn-34,10.4_A,17.642323307703,286175178854.842
,C01,SYBR,,Std-03,STD3,25.4326724206472,3000000000
,C02,SYBR,,Std-03,STD3,25.3678489127408,3000000000
,C05,SYBR,,Unkn-11,15.5_C,17.8289826444871,253973421633.178
,C06,SYBR,,Unkn-11,15.5_C,17.8222337247665,255071977147.435
,C07,SYBR,,Unkn-19,6.5_B,17.5041824066409,312607867681.769
,C08,SYBR,,Unkn-19,6.5_B,17.5118860867401,311071515950.837
,C11,SYBR,,Unkn-35,7.2_A,17.0189628581298,426350911406.649
,C12,SYBR,,Unkn-35,7.2_A,16.8985819295973,460471116405.346
,D01,SYBR,,Std-04,STD4,27.7948536021345,300000000
,D02,SYBR,,Std-04,STD4,27.8044832107389,300000000
,D03,SYBR,,Unkn-04,9.3_D,17.7481120171461,267454358962.856
,D04,SYBR,,Unkn-04,9.3_D,17.5616322704892,301330778129.95
,D05,SYBR,,Unkn-12,10.2_C,17.6566606714209,283563176154.694
,D06,SYBR,,Unkn-12,10.2_C,17.5479757951187,303974050447.566
,D11,SYBR,,Unkn-36,5.6_B,17.5170867907148,310038606513.815
,D12,SYBR,,Unkn-36,5.6_B,17.6858817118714,278313219370.554
,E03,SYBR,,Unkn-05,12.5_D,17.6362325922572,287292063396.648
,E04,SYBR,,Unkn-05,12.5_D,17.653353470374,284163563720.035
,E05,SYBR,,Unkn-13,6.5_C,17.8068097255899,257600491199.899
,E06,SYBR,,Unkn-13,6.5_C,17.9522370365391,234722640391.07
,E07,SYBR,,Unkn-21,3.4_D,17.5683445032255,300040032722.517
,E08,SYBR,,Unkn-21,3.4_D,17.6925725523129,277124860627.383
,E09,SYBR,,Unkn-29,10.5_A,17.3787674550351,338714100713.396
,E10,SYBR,,Unkn-29,10.5_A,17.2986886867596,356512492326.933
,E11,SYBR,,Unkn-37,9.2_D,17.1130657905821,401449183584.261
,E12,SYBR,,Unkn-37,9.2_D,18.1334933011286,209031609780.792
,F03,SYBR,,Unkn-06,5.2_A,16.9273280814196,452083123107.841
,F04,SYBR,,Unkn-06,5.2_A,17.0095721070256,428919143065.107
,F05,SYBR,,Unkn-14,5.4_A,16.087244421922,773654952409.239
,F06,SYBR,,Unkn-14,5.4_A,18.5733808777662,157773987183.325
,F07,SYBR,,Unkn-22,13.1_B,17.792822894248,259915068868.367
,F08,SYBR,,Unkn-22,13.1_B,17.8402808407559,252144937395.638
,F09,SYBR,,Unkn-30,6.2_D,16.7827784209475,495868175476.284
,F10,SYBR,,Unkn-30,6.2_D,16.9169708436537,455087561271.3
,F11,SYBR,,Unkn-38,13.2_A,17.1665498332846,387949909515.705
,F12,SYBR,,Unkn-38,13.2_A,18.1945974576721,201020612843.499
,G03,SYBR,,Unkn-07,6.3_A,16.5643688140231,570201568136.088
,G04,SYBR,,Unkn-07,6.3_A,17.0456525780279,419135320279.556
,G05,SYBR,,Unkn-15,2.3_B,17.9263547572102,238640227808.3
,G06,SYBR,,Unkn-15,2.3_B,17.8047777343705,257935466381.968
,G07,SYBR,,Unkn-23,12.4_C,17.0915870314305,407001674927.752
,G08,SYBR,,Unkn-23,12.4_C,17.1757058631859,385684880046.095
,G09,SYBR,,Unkn-31,5.2_D,17.9024655157574,242314147822.136
,G10,SYBR,,Unkn-31,5.2_D,17.9531672122255,234583050909.034
,H01,SYBR,,NTC-01,NEG,29.7760911146514,NaN
,H02,SYBR,,NTC-01,NEG,29.7192127469403,NaN
,H03,SYBR,,Unkn-08,9.3_B,18.0904699204881,214862929602.746
,H04,SYBR,,Unkn-08,9.3_B,17.9923734486142,228774331570.777
,H05,SYBR,,Unkn-16,7.4_B,17.7043678160557,275042250213.011
,H06,SYBR,,Unkn-16,7.4_B,17.7161321036988,272980698490.167
,H09,SYBR,,Unkn-32,6.3_C,17.9864197423528,229647069131.186
,H10,SYBR,,Unkn-32,6.3_C,17.9244777741687,238926861073.467
,H11,SYBR,,Unkn-40,15.5_D,18.1379978289227,208430300743.403
,H12,SYBR,,Unkn-40,15.5_D,18.0923462256249,214605258142.175
