,Well,Fluor,Target,Content,Sample,Cq,SQ
,F07,SYBR,,Unkn-22,13.3_A,20.0860733988434,73197276545.9634
,F08,SYBR,,Unkn-22,13.3_A,19.7330099472022,91619343241.6995
,F09,SYBR,,Unkn-30,2.4_D,18.1474385941001,251081530978.124
,F10,SYBR,,Unkn-30,2.4_D,18.1807069747724,245826269667.85
,F11,SYBR,,Unkn-38,9.5_D,19.8659589843443,84192933171.333
,F12,SYBR,,Unkn-38,9.5_D,19.8922064177739,82799530410.1095
,G05,SYBR,,Unkn-15,3.2_D,18.4706386589833,204441361479.971
,G06,SYBR,,Unkn-15,3.2_D,18.3888951730392,215347972844.119
,G07,SYBR,,Unkn-23,10.1_B,18.6347310582693,184186391506.074
,G08,SYBR,,Unkn-23,10.1_B,18.6334051138603,184341737108.658
,G09,SYBR,,Unkn-31,12.6_C,19.148366787461,132869739129.577
,G10,SYBR,,Unkn-31,12.6_C,19.293842009714,121131100462.333
,G11,SYBR,,Unkn-39,9.5_C,18.9902158854205,146925327538.505
,G12,SYBR,,Unkn-39,9.5_C,18.9640632289035,149388877111.507
,H01,SYBR,,NTC-01,NEG,29.7271737242755,NaN
,H02,SYBR,,NTC-01,NEG,29.6718659161013,NaN
,H03,SYBR,,Unkn-08,5.5_C,19.1034843515436,136716073292.74
,H04,SYBR,,Unkn-08,5.5_C,19.1365613027159,133870830901.266
,H05,SYBR,,Unkn-16,2.2_C,18.2387165693586,236924494898.778
,H06,SYBR,,Unkn-16,2.2_C,18.1568171525805,249588772082.943
,H07,SYBR,,Unkn-24,12.5_A,18.5220421296442,197867561548.821
,H08,SYBR,,Unkn-24,12.5_A,18.4562275825317,206323230598.551
,H09,SYBR,,Unkn-32,8.2_D,18.5078730711371,199658193621.922
,H10,SYBR,,Unkn-32,8.2_D,18.6375169087548,183860431891.068
,H11,SYBR,,Unkn-40,13.2_D,19.2217078032262,126816059081.149
,H12,SYBR,,Unkn-40,13.2_D,19.1474818333819,132944521983.15
