,Cycle,A1,A2,A7,A8,A9,A10,A11,A12,B1,B2,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C5,C6,C7,C8,C11,C12,D1,D2,D3,D4,D5,D6,D11,D12,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H9,H10,H11,H12
,12,-7.14349045723156,-4.02621745506804,-5.98405791322693,-3.76164184708341,-9.62325409282312,-9.41712907504234,-2.85975881118065,-2.77596326529556,-2.56688141169752,-3.25862483059473,-6.73599709669224,-4.29516308380562,-5.53457485156559,-4.66038952659301,-6.32351140680203,-7.93951219938663,-6.1719064996887,-2.41117490828128,-2.58269736273041,-2.41322941937506,-4.02336136002032,-4.24619081676337,-5.65217503910571,-4.53617851284071,-5.60314659618234,-8.49298504401304,-1.70707391072347,-0.841712086683856,-7.53903927715101,-4.95813171697591,-6.51029045559289,-5.26619395273792,-5.07554855434273,-3.18935953805749,-5.15198409105687,-4.53543832948708,-10.9791799508921,-7.9438814164705,-9.90938235072645,-7.73158078884626,-3.92966486186788,-3.33638300396115,-6.40382246415811,-7.24935668672788,-5.73126669051953,-5.81177240600573,-1.75194974853321,-6.8984680862518,-1.98975422322292,-11.1618184476815,-9.36830490056309,-6.06412100700391,-15.0470100892694,-7.01975090734277,-19.0212504112715,-4.06732227123939,-10.1377775278675,-4.39477957488998,-2.49022682969007,-5.22369013813295,-10.4355455720765,-7.8892092559895,-2.77929032359725,-1.70551874948205,-5.81962607870173,-1.03112660188663,-1.23535915698994,-1.79359484357292,-9.37221305655839,-4.97745621124341,-7.50573394638832,-1.89593355135867
,13,3.69925582470478,2.28469326880258,5.22055298242685,0.331402593642906,-3.9930844013893,-7.24186960901534,0.953867704702134,-5.46021246384908,-2.94181384324202,-1.82094977267025,7.62392662767888,5.2036564745149,2.83607228899336,2.91628198080025,0.702362922067096,4.25121179382131,4.12667839296,0.533082210860812,0.0192615407831909,-0.940547017691188,0.353650618998017,-1.91479616517654,-0.103461374683775,0.577044794695667,2.47099025506714,-2.29398220266194,4.02632904468283,6.03970457294599,-0.576150079946729,3.19404497203004,2.45535008045636,0.278241172645266,0.0791684668733978,-0.413850515747072,-0.0422842257280536,2.90685252362073,0.545774458334108,4.00305056553952,2.04599049211402,1.13612128723935,6.42039330036505,3.37853796423042,7.14786117385711,1.05727192401719,6.53539971445525,5.64476535627136,16.4229400745471,0.667552519146284,4.95296859127029,-0.401829670499865,8.659581364921,7.03175968470123,0.112213665310719,-0.281908449520415,-11.4566911933575,4.20299529500153,2.41952458127707,2.57027863381109,8.74190072168994,4.98390341094455,0.226506987575249,1.35521924903151,-0.993178209457255,4.43967692585829,2.41259394018198,0.34992347340085,3.6572809502868,1.18997309092401,5.57609260044774,2.74979545621636,2.47606305423005,3.84027719372625
,14,13.3926804924263,15.7533210984193,16.8058689531799,15.951634774101,10.454038343194,6.92724283077087,13.2656831548938,5.50348930573045,-2.41717605096483,1.2462152420735,14.0882165140861,12.0064823514876,13.8066172881972,13.9962167064778,14.8886111861548,16.7662435690454,13.9159564345082,13.9893211314711,-1.90339231216467,-1.23101827799519,11.3450390885682,4.82170926245863,13.9250431941755,10.4658157643794,16.185075084582,19.8676801439192,-4.83323197316804,-3.50098580068197,5.90021860777733,10.1556067132287,2.59489908726937,2.82942814829084,13.9901602614227,12.866447405946,10.2767907080147,11.4155758825182,5.54145390824078,4.16306246903514,7.87189812079168,3.25019551379864,9.95874989737604,14.3187601423579,14.6685678562958,5.00270754901476,13.4120710063712,13.9195236636119,38.444198331531,4.97696294344769,12.4829455790768,9.56664392494895,18.5441462480917,16.8527882078565,9.90326597114836,6.72636617834314,11.9013208127762,14.9769215196038,3.82941269467347,11.7964661275855,20.0640985230875,13.127811146393,6.04055267346166,7.61909602491005,1.43670087888586,2.74953468128024,0.0820344520921026,11.1363557519885,9.6287750724232,8.60945357665014,8.84965667706183,13.1917771781614,5.95627966573738,8.28580433527577
,15,32.6858692198957,37.4211365090541,27.9623572222808,31.2681488661824,16.7278875097031,19.4313815051983,25.917864061385,19.1545025856062,-4.15047090760072,-0.746556730217435,30.618022894047,30.6146458716385,27.967577772481,27.9490418316254,27.445931186895,30.6061058162422,23.7870592254703,23.003566076552,-3.30970198266141,-2.85985117590599,22.8498089601794,16.7118596045384,29.8504953968136,27.3970270824857,34.4670964896368,37.9807503866514,1.13906058319208,3.92960239084232,14.6401430453734,23.469217060177,16.4319577710498,17.9582984391436,22.1618432108958,28.2579431662334,21.2102638397,22.5146370964335,17.6662084945442,15.801976642405,16.9450484559479,18.7402667055667,26.6323390680554,35.5181539011942,30.388932997043,15.0658873375319,36.0947104408269,32.9026300112241,72.0183958669691,9.30426317845695,19.0967655729251,18.8245234866727,36.7910649590949,33.7645327085211,23.5911203157211,14.6322167398262,31.7347787138538,37.5636128220349,20.5046729007677,24.5419332157367,40.6507852215109,32.3062889466873,17.5111892083742,17.0659736022881,6.49882170262026,5.76884029709618,16.9963236602221,19.2889392849106,26.1722299632247,25.3424225084973,21.5739057151877,24.2048490728862,15.9341255629479,19.315511152678
,16,73.8992927939453,79.0657856693074,58.7024185808114,60.0291568423859,35.9626356380782,36.8845249533279,52.9107523338384,45.1424050406467,-3.49382143193134,-3.66939025894408,68.7264434895706,60.9261369850242,55.7088197683356,58.183213979104,59.7362485188573,57.8757782270773,57.815845878476,48.7360987491161,-1.04372778801508,-6.34996893791686,43.5323653282385,40.2326118587207,52.1610201812596,50.0983587514202,77.1819183399907,79.6655179772065,-1.6951464529343,2.05839576120525,38.6208603181831,46.8865403175732,44.084138335621,50.9303292059758,51.4855690113559,49.0792782470335,48.750840514143,49.9108514820277,39.8462290472694,40.8226149533443,46.6748306029922,41.2254297641748,54.4065953188438,69.8124327486817,68.0292298185177,32.3297873935385,77.473987729235,77.2162017281139,138.136964566066,25.2122357544381,43.0284739650465,38.9390134016285,85.9403275249483,79.4671150641889,58.2076612727756,32.655707710454,87.9873462260443,84.4671459265874,39.2081355443142,43.9577991846045,74.0850901906078,64.4900965574084,35.7043908208507,41.2432387992817,4.31059328295623,3.89803679416173,36.0534506574854,40.1925909831011,46.0244640036585,48.6381261813726,38.9713906521929,43.9740949623601,31.9098885907097,34.6604934621123
,17,137.635517718194,148.279067602661,115.870395482439,113.343047919006,75.4687496240122,77.6267305570668,102.862312120009,85.2258151742676,6.98121162196821,4.58490284257095,141.489926579345,127.563813992258,123.068495599093,114.619281015209,112.770804397474,117.400659072275,114.481649162748,97.359373890898,-3.7169171430678,-1.79509323798811,87.5795777805934,80.9665832941632,101.977283298806,104.438077697987,147.44054821388,157.938271641769,-3.18888961587209,3.31671986523224,85.1308246023646,98.8341694204637,88.5147233798161,97.1680511046434,101.13832562373,91.8857040573007,93.2288030703194,90.9903012384489,85.1206225727738,79.7932839205155,95.1138033823795,88.3677093269425,111.430639719157,121.919810987796,136.554634698505,67.3134158951675,155.683645911633,148.697031638585,274.111679884193,49.4589720818585,89.1106588229063,87.3165476540839,167.7766055326,156.386556313566,130.24286829117,67.2751904250854,197.867006889609,143.997737355931,79.1954798470097,82.9512767210344,138.872963283266,129.852193715139,78.3302480483785,74.2506552356317,3.66678760467175,4.80693958974234,71.8163488483697,74.1876571923781,90.4856269168026,90.0610877818986,78.6030588898693,81.9640288251667,69.6561300932385,71.9059342221562
,18,255.344146667848,279.2822931864,222.531785568373,214.655471725019,142.106118158214,144.565114181466,191.294829487178,159.927862729189,10.7378624234334,8.81951564554993,273.700607835292,240.004969312216,229.270525421142,210.540743998594,215.686259296502,213.750884623304,217.033765532722,179.312847286325,-0.67642390126548,-4.76010295365859,162.877200275482,164.924969609979,197.225979145109,193.446010287385,282.412384663547,289.498386617275,1.5765569087489,-0.201986006266452,171.841335743592,189.936182727081,182.14797917865,193.580975481924,195.632471004485,176.615031194684,182.459058829882,181.308484943471,165.535341643976,153.521476991695,191.685858370382,177.358083645462,213.259241327163,215.931369700767,255.470933185158,135.176130919285,291.368580301792,284.818405744719,488.085957554536,96.334171475361,165.911343589771,161.914764471132,314.96195065429,292.793023384628,248.868815367771,129.493041828,377.945567721721,275.474707624797,155.628962378287,166.264619542842,260.364363789815,244.520002287593,157.745750026286,153.721857971932,6.46287919178985,6.63437631145189,138.781707306709,150.582630187159,174.978943798405,173.759209830222,150.982937398619,155.557978918787,133.087329201599,139.00391251622
,19,455.447579792309,491.576799822067,403.88554100988,386.79176734661,260.91314149095,273.564495379119,350.59586191382,303.013484187678,31.6276250925853,26.9352731350314,494.610288800775,437.603182899558,409.785750310353,393.241228197281,393.378483775963,392.982108735077,399.804117923878,336.11305483641,2.23759013684776,-3.33006160714012,309.431813921296,306.795817152244,367.022280587184,361.286725293756,496.19663528701,561.096098637087,0.543960901593437,4.07321970534804,322.42910514574,346.526460708167,341.483911983454,358.395184327319,363.468126680961,325.547297684565,333.683629773866,328.964547952029,316.570672555908,294.576701872908,351.693358766869,342.946946498954,383.366959205948,385.255828261658,459.020593751544,246.221920898169,570.068534968091,507.143809891933,877.060783397521,189.92959923659,302.966090046635,307.289523565936,611.611956387922,571.237490827189,460.224829007312,234.874470842137,714.873390758593,498.125203865522,297.998109041268,309.151536183801,460.994099150188,440.526677754094,300.399946118615,291.558278755782,8.10498815944629,8.07994375637509,262.781956591383,274.327325939591,320.577498115027,315.725468312669,282.498969423643,288.234489157968,255.644842826511,258.078486591929
,20,817.562711922815,880.570290589008,744.623648474899,714.048487312139,468.347463375914,496.859906069413,661.592219716215,578.388785417219,55.9241259773703,53.6343085761177,892.367614767338,804.128586608658,765.773342756671,734.791267061576,737.380546216475,735.572450323275,735.462349495254,631.519222613602,-0.354786859935302,4.12782130664846,588.022240853235,583.910604715427,690.219205011858,677.501211843716,896.945992921428,924.94114475587,4.74710269230945,5.21524098723467,616.128298472794,654.330078492893,651.764159717581,681.989490853283,682.68262438882,620.077700709348,629.341995953767,625.973899035231,611.212172394853,573.949305641114,674.068066337841,640.143969676927,720.098546589277,713.489933252979,838.354069828633,453.617055159415,935.779943600172,919.228426376917,1337.284594274,347.059789156072,585.796669954076,586.165335761727,998.933909365917,935.099143330933,836.900708378049,422.589734673654,1132.11019386605,888.116808261208,572.722570272029,592.320726045982,827.944518251778,811.129919200144,579.992190097052,562.330672050989,7.5195904481825,8.30605619174048,474.265517969155,529.558378580984,610.021008624875,604.708884215032,541.272953550894,554.011012148987,462.511114036934,466.886267132091
,21,1246.28509597025,1333.96027721143,1162.103286895,1117.21657128265,838.104068733426,877.950765385233,1056.25599529503,936.268328304962,105.74020892131,101.706387053557,1360.74128901993,1244.17239893616,1202.02342213028,1159.92932511954,1160.28989668892,1160.74906939068,1149.09467892449,1014.16920093965,-1.37174586916262,0.243296786245992,951.934746813373,948.230582825174,1099.12482446807,1076.21455260796,1368.96075193051,1408.8756384986,-2.69502239306485,0.494596927319435,994.187227986466,1051.00129565347,1050.69764716294,1093.41599959642,1091.26646460861,1005.9717266751,1012.71987482075,1009.72616529606,997.987298490092,942.651969190926,1087.27953036482,1025.1597422654,1142.18209252275,1130.87271761995,1294.39972738656,826.164285285876,1415.05471278481,1413.61206632097,1865.02638306144,648.263798475222,956.86399726785,958.625263618145,1505.23429813808,1402.62126288817,1288.65933659968,776.544033422182,1636.89691459196,1354.27981135255,931.851038958558,965.98905911919,1269.04190235902,1268.55166759026,956.092139202034,926.567732128604,1.61604434158562,-3.37502124675757,834.303770960721,867.754106931988,983.001073760041,972.506376280966,887.822692860918,909.543192683656,831.553348137288,817.511701690991
,22,1745.74924327377,1857.9660913348,1669.55912781712,1612.47503999937,1289.67910415128,1340.91433478947,1557.35209294544,1404.5186400408,179.659012883485,177.553033387088,1905.86918414621,1769.46698680691,1732.55264077186,1687.13541990664,1683.66305664569,1691.14072595497,1650.43277879623,1509.95047613882,2.11433768163579,-0.817898444759066,1434.77749233272,1429.57049471675,1619.99983351093,1581.98799810766,1907.97894512524,1961.40602176094,-9.97923525489614,-12.4747729077681,1478.51186526845,1562.23690981263,1565.09403361353,1617.88532764444,1609.92934654187,1508.00815844208,1508.3316944038,1511.20748896001,1509.76164351115,1438.2718497647,1613.41770826354,1519.6005423548,1672.25397722913,1660.88419163131,1827.91787412184,1290.60541345715,1958.42416388551,1983.10707279715,2377.36800890478,1047.39690390803,1442.68495735531,1455.15033471797,2077.52356312426,1924.84102447918,1818.59319751962,1225.07244880147,2154.44663465609,1897.61059537923,1397.67357291462,1457.48466909792,1783.40411632883,1820.16979367388,1460.07965276577,1417.55744501736,-6.99037851598905,-7.18308623464736,1266.74703746113,1319.48595677155,1459.7850824585,1440.33805731997,1354.37543175328,1389.13108366916,1292.64011815841,1240.99398784686
,23,2242.94703791884,2376.16692435639,2193.32859189454,2132.33292941857,1818.85693448246,1878.59131431364,2103.08624708148,1927.36255141885,341.472396296343,342.370083046501,2445.50088697942,2302.95478276489,2284.07156317373,2246.74383443201,2240.08070132314,2256.29013369591,2166.56665231077,2056.63272846029,13.5606946313928,18.8739312180255,1986.3737533081,1971.26523685787,2191.17479876451,2131.38396022741,2431.78197385977,2500.21574700912,-5.88636414515759,-11.2619139766298,2012.95001390055,2122.64295021361,2132.3056339068,2182.92641545509,2174.03720146674,2071.15480250192,2058.12136810899,2072.8317382464,2088.74071169045,2010.18632594444,2190.69851809512,2054.57998580417,2243.6005879418,2239.03806885355,2365.04706579183,1850.57204697219,2488.97817730375,2551.51811368308,2811.22454413831,1564.18756487128,1995.59211474109,2022.22664559957,2633.38028838243,2424.07622656564,2350.20859155054,1776.89503431264,2614.08652226573,2436.27384895267,1921.24323810856,2013.8211294799,2301.25121101647,2393.14752326731,2035.6896560884,1980.24730150783,-6.47691174361898,-8.36945583226225,1765.59481636755,1841.53247659054,1984.2328576149,1952.26427122616,1889.24980811177,1945.35175695177,1841.22898971097,1733.10400675044
