,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,STD1,3927.36649867631,,Standard,Unassigned,False
,A02,SYBR,,Std-01,STD1,4098.49517559799,,Standard,Unassigned,False
,A03,SYBR,,Unkn-01,12.4_B,3777.52619151369,,Unknown,Unassigned,False
,A04,SYBR,,Unkn-01,12.4_B,3913.90392444081,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-09,5.1_B,3961.17193533672,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-09,5.1_B,3822.15371708563,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-17,7.4_C,4046.13458154852,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-17,7.4_C,3909.63940802485,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-25,9.1_B,4109.65372247351,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-25,9.1_B,4205.80634195527,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,STD2,3825.41020248618,,Standard,Unassigned,False
,B02,SYBR,,Std-02,STD2,4200.43693115365,,Standard,Unassigned,False
,B03,SYBR,,Unkn-02,11.1_D,3929.75890696952,,Unknown,Unassigned,False
,B04,SYBR,,Unkn-02,11.1_D,4242.71503587924,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-18,11.1_C,4146.622960976,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-18,11.1_C,4328.12644535609,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-26,17.4_B,4287.83561057185,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-26,17.4_B,4320.99326771032,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,STD3,3187.29700878917,,Standard,Unassigned,False
,C02,SYBR,,Std-03,STD3,3397.95415986826,,Standard,Unassigned,False
,C03,SYBR,,Unkn-03,10.6_C,4170.3154347666,,Unknown,Unassigned,False
,C04,SYBR,,Unkn-03,10.6_C,4230.22569362222,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-19,9.6_B,4281.67802043778,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-19,9.6_B,4365.73593704377,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-27,6.5_A,4256.05648181814,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-27,6.5_A,4356.27562413101,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-35,13.3_C,4235.61408474872,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-35,13.3_C,4311.20824642947,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,STD4,1674.00785503483,,Standard,Unassigned,False
