,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,A01,SYBR,,Std-01,STD1,3337.35940424152,,Standard,Unassigned,False
,A02,SYBR,,Std-01,STD1,3438.14664696017,,Standard,Unassigned,False
,A03,SYBR,,Unkn-01,11.3_A,3230.17270858016,,Unknown,Unassigned,False
,A04,SYBR,,Unkn-01,11.3_A,3481.66048133386,,Unknown,Unassigned,False
,A05,SYBR,,Unkn-09,9.1_D,3376.09455241214,,Unknown,Unassigned,False
,A06,SYBR,,Unkn-09,9.1_D,3376.29442400289,,Unknown,Unassigned,False
,A07,SYBR,,Unkn-17,5.1_C,3485.71936339029,,Unknown,Unassigned,False
,A08,SYBR,,Unkn-17,5.1_C,3437.9789752006,,Unknown,Unassigned,False
,A09,SYBR,,Unkn-25,7.5_C,3528.5359634738,,Unknown,Unassigned,False
,A10,SYBR,,Unkn-25,7.5_C,3716.9205575656,,Unknown,Unassigned,False
,A11,SYBR,,Unkn-33,9.3_A,3536.58302442338,,Unknown,Unassigned,False
,A12,SYBR,,Unkn-33,9.3_A,3482.16351447452,,Unknown,Unassigned,False
,B01,SYBR,,Std-02,STD2,3259.26313740287,,Standard,Unassigned,False
,B02,SYBR,,Std-02,STD2,3521.44378063979,,Standard,Unassigned,False
,B03,SYBR,,Unkn-02,3.1_B,3327.8036294373,,Unknown,Unassigned,False
,B04,SYBR,,Unkn-02,3.1_B,3756.92446393611,,Unknown,Unassigned,False
,B05,SYBR,,Unkn-10,5.3_B,3629.11321380837,,Unknown,Unassigned,False
,B06,SYBR,,Unkn-10,5.3_B,3532.13862662603,,Unknown,Unassigned,False
,B07,SYBR,,Unkn-18,15.3_A,3679.92287092878,,Unknown,Unassigned,False
,B08,SYBR,,Unkn-18,15.3_A,3760.25021480613,,Unknown,Unassigned,False
,B09,SYBR,,Unkn-26,13.2_B,3634.28652087212,,Unknown,Unassigned,False
,B10,SYBR,,Unkn-26,13.2_B,3792.09982817001,,Unknown,Unassigned,False
,B11,SYBR,,Unkn-34,17.5_C,3480.99377266473,,Unknown,Unassigned,False
,B12,SYBR,,Unkn-34,17.5_C,3590.95643389849,,Unknown,Unassigned,False
,C01,SYBR,,Std-03,STD3,2813.85763828462,,Standard,Unassigned,False
,C02,SYBR,,Std-03,STD3,2880.84613503612,,Standard,Unassigned,False
,C03,SYBR,,Unkn-03,9.1_C,3539.54078414268,,Unknown,Unassigned,False
,C04,SYBR,,Unkn-03,9.1_C,3603.91668042582,,Unknown,Unassigned,False
,C05,SYBR,,Unkn-11,15.2_C,3562.62979686838,,Unknown,Unassigned,False
,C06,SYBR,,Unkn-11,15.2_C,3714.97949842119,,Unknown,Unassigned,False
,C07,SYBR,,Unkn-19,3.3_C,3562.73725542755,,Unknown,Unassigned,False
,C08,SYBR,,Unkn-19,3.3_C,3512.31706833748,,Unknown,Unassigned,False
,C09,SYBR,,Unkn-27,10.6_A,3673.50553597064,,Unknown,Unassigned,False
,C10,SYBR,,Unkn-27,10.6_A,3583.6064194092,,Unknown,Unassigned,False
,C11,SYBR,,Unkn-35,9.4_D,3471.37477695932,,Unknown,Unassigned,False
,C12,SYBR,,Unkn-35,9.4_D,3579.23233997641,,Unknown,Unassigned,False
,D01,SYBR,,Std-04,STD4,1582.12107860155,,Standard,Unassigned,False
,D02,SYBR,,Std-04,STD4,1642.99222712427,,Standard,Unassigned,False
,D03,SYBR,,Unkn-04,8.1_A,3425.06522773805,,Unknown,Unassigned,False
,D04,SYBR,,Unkn-04,8.1_A,3556.38441380487,,Unknown,Unassigned,False
,D07,SYBR,,Unkn-20,9.4_B,3666.57536037798,,Unknown,Unassigned,False
,D08,SYBR,,Unkn-20,9.4_B,3557.19697243857,,Unknown,Unassigned,False
,D09,SYBR,,Unkn-28,5.4_D,3761.10279122866,,Unknown,Unassigned,False
,D10,SYBR,,Unkn-28,5.4_D,3720.38827319411,,Unknown,Unassigned,False
,D11,SYBR,,Unkn-36,9.5_B,3418.71163861884,,Unknown,Unassigned,False
,D12,SYBR,,Unkn-36,9.5_B,3619.9079279735,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,STD5,1300.10622989964,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,STD5,1218.68083049333,,Unknown,Unassigned,False
,E03,SYBR,,Unkn-05,12.2_A,3580.38089724514,,Unknown,Unassigned,False
,E04,SYBR,,Unkn-05,12.2_A,3632.51922426044,,Unknown,Unassigned,False
,E05,SYBR,,Unkn-13,9.2_C,3683.52282746128,,Unknown,Unassigned,False
,E06,SYBR,,Unkn-13,9.2_C,3866.09985164573,,Unknown,Unassigned,False
,E07,SYBR,,Unkn-21,13.3_B,3753.88059276707,,Unknown,Unassigned,False
,E08,SYBR,,Unkn-21,13.3_B,3568.8041022722,,Unknown,Unassigned,False
,E09,SYBR,,Unkn-29,2.3_C,3786.58976194086,,Unknown,Unassigned,False
,E10,SYBR,,Unkn-29,2.3_C,3829.42890100337,,Unknown,Unassigned,False
,E11,SYBR,,Unkn-37,10.4_D,3848.64337879885,,Unknown,Unassigned,False
,E12,SYBR,,Unkn-37,10.4_D,3671.12466753005,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,STD6,1246.38401820755,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,STD6,1195.58424316692,,Unknown,Unassigned,False
,F03,SYBR,,Unkn-06,15.5_A,3688.13670326142,,Unknown,Unassigned,False
,F04,SYBR,,Unkn-06,15.5_A,3823.51071060872,,Unknown,Unassigned,False
,F05,SYBR,,Unkn-14,14.5_D,3518.64480907438,,Unknown,Unassigned,False
,F06,SYBR,,Unkn-14,14.5_D,3649.24581923357,,Unknown,Unassigned,False
,F07,SYBR,,Unkn-22,15.2_A,3252.03064606348,,Unknown,Unassigned,False
,F08,SYBR,,Unkn-22,15.2_A,3673.72118263724,,Unknown,Unassigned,False
,F09,SYBR,,Unkn-30,17.3_D,3825.08578773155,,Unknown,Unassigned,False
,F10,SYBR,,Unkn-30,17.3_D,3498.63388808194,,Unknown,Unassigned,False
,F11,SYBR,,Unkn-38,5.2_C,3589.82983001404,,Unknown,Unassigned,False
,F12,SYBR,,Unkn-38,5.2_C,3753.38326276331,,Unknown,Unassigned,False
,G01,SYBR,,Unkn,STD7,1078.95090630232,,Unknown,Unassigned,False
