,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,G02,SYBR,,Unkn,STD7,1184.90845990574,,Unknown,Unassigned,False
,G03,SYBR,,Unkn-07,3.1_C,3423.23410635665,,Unknown,Unassigned,False
,G04,SYBR,,Unkn-07,3.1_C,3622.51892844676,,Unknown,Unassigned,False
,G05,SYBR,,Unkn-15,17.3_A,3498.36288150632,,Unknown,Unassigned,False
,G06,SYBR,,Unkn-15,17.3_A,3534.27574873121,,Unknown,Unassigned,False
,G07,SYBR,,Unkn-23,10.6_B,3548.52056271562,,Unknown,Unassigned,False
,G08,SYBR,,Unkn-23,10.6_B,3720.92500222319,,Unknown,Unassigned,False
,G09,SYBR,,Unkn-31,2.4_B,3583.09720032987,,Unknown,Unassigned,False
,G10,SYBR,,Unkn-31,2.4_B,3673.80842018638,,Unknown,Unassigned,False
,G11,SYBR,,Unkn-39,12.4_A,3674.56480085319,,Unknown,Unassigned,False
,G12,SYBR,,Unkn-39,12.4_A,3405.62639690425,,Unknown,Unassigned,False
,H01,SYBR,,NTC-01,NEG,1084.06836444777,,NTC,Unassigned,False
,H02,SYBR,,NTC-01,NEG,1139.18938458474,,NTC,Unassigned,False
,H03,SYBR,,Unkn-08,7.1_D,3208.96272160599,,Unknown,Unassigned,False
,H04,SYBR,,Unkn-08,7.1_D,3355.02854419049,,Unknown,Unassigned,False
,H05,SYBR,,Unkn-16,13.4_D,3489.34731471725,,Unknown,Unassigned,False
,H06,SYBR,,Unkn-16,13.4_D,3287.17975362174,,Unknown,Unassigned,False
,H07,SYBR,,Unkn-24,17.2_B,3538.39792735138,,Unknown,Unassigned,False
,H08,SYBR,,Unkn-24,17.2_B,3478.93193417089,,Unknown,Unassigned,False
,H09,SYBR,,Unkn-32,3.2_B,3231.85143297096,,Unknown,Unassigned,False
,H10,SYBR,,Unkn-32,3.2_B,3549.03746210506,,Unknown,Unassigned,False
,H11,SYBR,,Unkn-40,7.4_D,3619.81819489353,,Unknown,Unassigned,False
,H12,SYBR,,Unkn-40,7.4_D,3383.32793129455,,Unknown,Unassigned,False
