Clutch_ID,Nest_ID,Burrow_ID,Mother_ID,Location,Collection_date,Location_InNest,Egg_mass,Egg_diameter,Status,Tortoise_ID,Date_Pip,Date_Emerge,Date_Functional,ExpDay_measure1,Measure_1_Date,Mass_1,Carapace_1,Plastron_1,Notch,Tank.x,Measure_2_Date,Mass_2,Measure_3,Mass_3,Measure_4,Mass_4,Measure_5,Mass_5,Measure_6,Mass_6,Measure_7,Mass_7,Measure_8,Mass_8,Measure_9,Mass_9,Measure_10,Mass_10,Max.allowed.blood.volume..uL.,Measure_11,Mass_11,Carapace_10,Plastron_10,Measure_12,Mass_12,Carapace_12,Plastron_12,Measure_13,Mass_13,Measure_14,Mass_14,Carapace_14,Plastron_14,Measure_15,Mass_15,Carapace_15,Plastron_15,Measure_16,Mass_16,Carapace_16,Plastron_16,Measure_17,Mass_17,Carapace_17,Plastron_17,Measure_18,Mass_18,Carapace_18,Plastron_18,Measure_19,Mass_19,Carapace_19,Plastron_19,ExpDay_measure10,DaysBTW1.10,Mass_m10.m1,Growth_rate1.10,ExpDay_measure13,DaysBTW1.13,Mass_m13.m1,Growth_rate1.13,Rack,Tank.y,Total_bleed_time,Glucose,Date,Tortoise_Mass,treatment,timepoint
2.4,GT2023_N02,414,unk,GWA,8/14/2023,Bottom,41.63,42.6,Hatched,GT2023_N02.04,8/19/2023,8/20/2023,8/22/2023,9,8/22/2023,31.12,47.2,47.4,314,5,8/29/2023,32.4,9/5/2023,36.69,9/12/2023,38.16,9/19/2023,42.06,9/26/2023,44.33,10/13/2023,51.91,10/27/2023,55.24,11/10/2023,62,11/24/2023,69.11,552.4,12/10/2023,78.8,64.2,62.6,12/21/2023,87.6,71.9,68,1/7/2024,104.4,1/20/2024,116.6,79.1,76,2/17/2024,136.9,84.7,81,3/17/2024,156.6,87.7,86.1,4/14/2024,179.2,89.9,89.6,5/16/2024,201.2,94.8,93.8,6/16/2024,225.5,95.5,96.7,103,94,37.99,0.404148936,147,138,73.28,0.531014493,3,5,2:45,117,3/19/2024,156.6,Constant Growth,3 weeks-Post
2.4,GT2023_N02,414,unk,GWA,8/14/2023,Bottom,41.63,42.6,Hatched,GT2023_N02.04,8/19/2023,8/20/2023,8/22/2023,9,8/22/2023,31.12,47.2,47.4,314,5,8/29/2023,32.4,9/5/2023,36.69,9/12/2023,38.16,9/19/2023,42.06,9/26/2023,44.33,10/13/2023,51.91,10/27/2023,55.24,11/10/2023,62,11/24/2023,69.11,552.4,12/10/2023,78.8,64.2,62.6,12/21/2023,87.6,71.9,68,1/7/2024,104.4,1/20/2024,116.6,79.1,76,2/17/2024,136.9,84.7,81,3/17/2024,156.6,87.7,86.1,4/14/2024,179.2,89.9,89.6,5/16/2024,201.2,94.8,93.8,6/16/2024,225.5,95.5,96.7,103,94,37.99,0.404148936,147,138,73.28,0.531014493,3,5,1,102,6/10/2024,201.2,Constant Growth,3 months-Post
3.1,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,37.73,40.5,Hatched,GT2023_N03.01,8/22/2023,8/23/2023,8/24/2023,11,8/24/2023,29.23,47.7,47.4,321,6,8/29/2023,32.69,9/5/2023,37.78,9/12/2023,42.55,9/19/2023,45.53,9/26/2023,47.71,10/13/2023,55.14,10/27/2023,59.6,11/10/2023,64.45,11/24/2023,76.07,596,12/10/2023,88.02,68.8,66.5,12/21/2023,87.1,72.8,70.4,1/7/2024,87.1,1/20/2024,84,72.9,70.9,2/27/2024,82.6,73.5,70.3,3/17/2024,97.6,75.7,73.5,4/14/2024,119.5,80.8,79.1,5/16/2024,142.5,81.8,80.2,6/16/2024,182.1,91.6,90.1,103,92,46.84,0.509130435,147,136,57.87,0.425514706,2,6,2:36,126,11/5/2023,NA,Cold Dormancy,Pre-Hibernation
3.1,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,37.73,40.5,Hatched,GT2023_N03.01,8/22/2023,8/23/2023,8/24/2023,11,8/24/2023,29.23,47.7,47.4,321,6,8/29/2023,32.69,9/5/2023,37.78,9/12/2023,42.55,9/19/2023,45.53,9/26/2023,47.71,10/13/2023,55.14,10/27/2023,59.6,11/10/2023,64.45,11/24/2023,76.07,596,12/10/2023,88.02,68.8,66.5,12/21/2023,87.1,72.8,70.4,1/7/2024,87.1,1/20/2024,84,72.9,70.9,2/27/2024,82.6,73.5,70.3,3/17/2024,97.6,75.7,73.5,4/14/2024,119.5,80.8,79.1,5/16/2024,142.5,81.8,80.2,6/16/2024,182.1,91.6,90.1,103,92,46.84,0.509130435,147,136,57.87,0.425514706,1,6,3:09,52,2/27/2024,NA,Cold Dormancy,Dormancy
3.1,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,37.73,40.5,Hatched,GT2023_N03.01,8/22/2023,8/23/2023,8/24/2023,11,8/24/2023,29.23,47.7,47.4,321,6,8/29/2023,32.69,9/5/2023,37.78,9/12/2023,42.55,9/19/2023,45.53,9/26/2023,47.71,10/13/2023,55.14,10/27/2023,59.6,11/10/2023,64.45,11/24/2023,76.07,596,12/10/2023,88.02,68.8,66.5,12/21/2023,87.1,72.8,70.4,1/7/2024,87.1,1/20/2024,84,72.9,70.9,2/27/2024,82.6,73.5,70.3,3/17/2024,97.6,75.7,73.5,4/14/2024,119.5,80.8,79.1,5/16/2024,142.5,81.8,80.2,6/16/2024,182.1,91.6,90.1,103,92,46.84,0.509130435,147,136,57.87,0.425514706,1,6,3:20,123,3/19/2024,97.6,Cold Dormancy,3 weeks-Post
3.1,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,37.73,40.5,Hatched,GT2023_N03.01,8/22/2023,8/23/2023,8/24/2023,11,8/24/2023,29.23,47.7,47.4,321,6,8/29/2023,32.69,9/5/2023,37.78,9/12/2023,42.55,9/19/2023,45.53,9/26/2023,47.71,10/13/2023,55.14,10/27/2023,59.6,11/10/2023,64.45,11/24/2023,76.07,596,12/10/2023,88.02,68.8,66.5,12/21/2023,87.1,72.8,70.4,1/7/2024,87.1,1/20/2024,84,72.9,70.9,2/27/2024,82.6,73.5,70.3,3/17/2024,97.6,75.7,73.5,4/14/2024,119.5,80.8,79.1,5/16/2024,142.5,81.8,80.2,6/16/2024,182.1,91.6,90.1,103,92,46.84,0.509130435,147,136,57.87,0.425514706,1,6,2,80,6/10/2024,142.5,Cold Dormancy,3 months-Post
3.2,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,37.24,41.8,Hatched,GT2023_N03.02,8/23/2023,8/24/2023,8/25/2023,12,8/25/2023,29.25,48.7,46.5,326,7,8/30/2023,27.81,9/6/2023,31.39,9/13/2023,34.65,9/20/2023,37.59,9/25/2023,40.41,10/13/2023,46.1,10/27/2023,54.36,11/10/2023,61.03,11/24/2023,67.72,543.6,12/10/2023,79.91,68.8,63.3,12/21/2023,80,73.6,67.9,1/7/2024,85.2,1/20/2024,82.3,74.8,68.5,2/27/2024,78.6,73.7,68.3,3/17/2024,87.7,75.7,70.1,4/14/2024,108.4,79.1,74.2,5/16/2024,130.8,82.6,76.6,6/16/2024,158.1,91.6,86.5,103,91,38.47,0.422747253,147,135,55.95,0.414444444,1,1,2:00,42,2/27/2024,NA,Cold Dormancy,Dormancy
3.2,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,37.24,41.8,Hatched,GT2023_N03.02,8/23/2023,8/24/2023,8/25/2023,12,8/25/2023,29.25,48.7,46.5,326,7,8/30/2023,27.81,9/6/2023,31.39,9/13/2023,34.65,9/20/2023,37.59,9/25/2023,40.41,10/13/2023,46.1,10/27/2023,54.36,11/10/2023,61.03,11/24/2023,67.72,543.6,12/10/2023,79.91,68.8,63.3,12/21/2023,80,73.6,67.9,1/7/2024,85.2,1/20/2024,82.3,74.8,68.5,2/27/2024,78.6,73.7,68.3,3/17/2024,87.7,75.7,70.1,4/14/2024,108.4,79.1,74.2,5/16/2024,130.8,82.6,76.6,6/16/2024,158.1,91.6,86.5,103,91,38.47,0.422747253,147,135,55.95,0.414444444,1,1,7:50,136,3/19/2024,87.7,Cold Dormancy,3 weeks-Post
3.2,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,37.24,41.8,Hatched,GT2023_N03.02,8/23/2023,8/24/2023,8/25/2023,12,8/25/2023,29.25,48.7,46.5,326,7,8/30/2023,27.81,9/6/2023,31.39,9/13/2023,34.65,9/20/2023,37.59,9/25/2023,40.41,10/13/2023,46.1,10/27/2023,54.36,11/10/2023,61.03,11/24/2023,67.72,543.6,12/10/2023,79.91,68.8,63.3,12/21/2023,80,73.6,67.9,1/7/2024,85.2,1/20/2024,82.3,74.8,68.5,2/27/2024,78.6,73.7,68.3,3/17/2024,87.7,75.7,70.1,4/14/2024,108.4,79.1,74.2,5/16/2024,130.8,82.6,76.6,6/16/2024,158.1,91.6,86.5,103,91,38.47,0.422747253,147,135,55.95,0.414444444,1,1,3,152,6/10/2024,130.8,Cold Dormancy,3 months-Post
3.3,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,34.38,39.1,Hatched,GT2023_N03.03,8/20/2023,8/20/2023,8/22/2023,9,8/22/2023,27.83,47.6,45.1,315,8,8/30/2023,29.96,9/6/2023,33.64,9/13/2023,35.54,9/20/2023,35.72,9/27/2023,37.66,10/13/2023,41.93,10/27/2023,44.37,11/10/2023,48.8,11/24/2023,52.57,443.7,12/10/2023,58.2,61.4,57,12/21/2023,67.3,68,62.6,1/7/2024,78.1,1/20/2024,90,75,69.8,2/17/2024,106.8,79.9,73.5,3/17/2024,127.2,84.6,79.5,4/14/2024,136.4,86,81.1,5/16/2024,138.4,87.1,82.5,6/16/2024,147.9,89.9,84.2,103,94,24.74,0.263191489,147,138,50.27,0.364275362,2,8,5:49,127,2/28/2024,NA,Constant Growth,Dormancy
3.3,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,34.38,39.1,Hatched,GT2023_N03.03,8/20/2023,8/20/2023,8/22/2023,9,8/22/2023,27.83,47.6,45.1,315,8,8/30/2023,29.96,9/6/2023,33.64,9/13/2023,35.54,9/20/2023,35.72,9/27/2023,37.66,10/13/2023,41.93,10/27/2023,44.37,11/10/2023,48.8,11/24/2023,52.57,443.7,12/10/2023,58.2,61.4,57,12/21/2023,67.3,68,62.6,1/7/2024,78.1,1/20/2024,90,75,69.8,2/17/2024,106.8,79.9,73.5,3/17/2024,127.2,84.6,79.5,4/14/2024,136.4,86,81.1,5/16/2024,138.4,87.1,82.5,6/16/2024,147.9,89.9,84.2,103,94,24.74,0.263191489,147,138,50.27,0.364275362,2,8,6:40,207,3/19/2024,127.2,Constant Growth,3 weeks-Post
3.3,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,34.38,39.1,Hatched,GT2023_N03.03,8/20/2023,8/20/2023,8/22/2023,9,8/22/2023,27.83,47.6,45.1,315,8,8/30/2023,29.96,9/6/2023,33.64,9/13/2023,35.54,9/20/2023,35.72,9/27/2023,37.66,10/13/2023,41.93,10/27/2023,44.37,11/10/2023,48.8,11/24/2023,52.57,443.7,12/10/2023,58.2,61.4,57,12/21/2023,67.3,68,62.6,1/7/2024,78.1,1/20/2024,90,75,69.8,2/17/2024,106.8,79.9,73.5,3/17/2024,127.2,84.6,79.5,4/14/2024,136.4,86,81.1,5/16/2024,138.4,87.1,82.5,6/16/2024,147.9,89.9,84.2,103,94,24.74,0.263191489,147,138,50.27,0.364275362,2,8,1,76,6/10/2024,138.4,Constant Growth,3 months-Post
3.4,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,36,39.7,Hatched,GT2023_N03.04,8/20/2023,8/22/2023,8/23/2023,10,8/23/2023,28.19,45.1,45.5,320,9,8/30/2023,31.19,9/6/2023,36.82,9/13/2023,39.82,9/20/2023,41.26,9/27/2023,45.21,10/13/2023,50.82,10/27/2023,54.4,11/10/2023,58.27,11/24/2023,66.21,544,12/10/2023,74.9,64,61.1,12/21/2023,76.7,69.1,65.2,1/7/2024,80.8,1/20/2024,77.8,70,65.9,2/27/2024,76.1,70,65.7,3/17/2024,85.6,71.9,68,4/14/2024,98.3,75,71.3,5/16/2024,116,79.7,76.2,6/16/2024,130.5,83,79.3,103,93,38.02,0.408817204,147,137,52.61,0.384014599,3,9,12:09,158,11/5/2023,NA,Cold Dormancy,Pre-Hibernation
3.4,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,36,39.7,Hatched,GT2023_N03.04,8/20/2023,8/22/2023,8/23/2023,10,8/23/2023,28.19,45.1,45.5,320,9,8/30/2023,31.19,9/6/2023,36.82,9/13/2023,39.82,9/20/2023,41.26,9/27/2023,45.21,10/13/2023,50.82,10/27/2023,54.4,11/10/2023,58.27,11/24/2023,66.21,544,12/10/2023,74.9,64,61.1,12/21/2023,76.7,69.1,65.2,1/7/2024,80.8,1/20/2024,77.8,70,65.9,2/27/2024,76.1,70,65.7,3/17/2024,85.6,71.9,68,4/14/2024,98.3,75,71.3,5/16/2024,116,79.7,76.2,6/16/2024,130.5,83,79.3,103,93,38.02,0.408817204,147,137,52.61,0.384014599,4,9,3:00,43,2/27/2024,NA,Cold Dormancy,Dormancy
3.4,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,36,39.7,Hatched,GT2023_N03.04,8/20/2023,8/22/2023,8/23/2023,10,8/23/2023,28.19,45.1,45.5,320,9,8/30/2023,31.19,9/6/2023,36.82,9/13/2023,39.82,9/20/2023,41.26,9/27/2023,45.21,10/13/2023,50.82,10/27/2023,54.4,11/10/2023,58.27,11/24/2023,66.21,544,12/10/2023,74.9,64,61.1,12/21/2023,76.7,69.1,65.2,1/7/2024,80.8,1/20/2024,77.8,70,65.9,2/27/2024,76.1,70,65.7,3/17/2024,85.6,71.9,68,4/14/2024,98.3,75,71.3,5/16/2024,116,79.7,76.2,6/16/2024,130.5,83,79.3,103,93,38.02,0.408817204,147,137,52.61,0.384014599,4,9,3:58,117,3/19/2024,85.6,Cold Dormancy,3 weeks-Post
3.4,GT2023_N03,388,222,GWA,8/14/2023,Top/same level,36,39.7,Hatched,GT2023_N03.04,8/20/2023,8/22/2023,8/23/2023,10,8/23/2023,28.19,45.1,45.5,320,9,8/30/2023,31.19,9/6/2023,36.82,9/13/2023,39.82,9/20/2023,41.26,9/27/2023,45.21,10/13/2023,50.82,10/27/2023,54.4,11/10/2023,58.27,11/24/2023,66.21,544,12/10/2023,74.9,64,61.1,12/21/2023,76.7,69.1,65.2,1/7/2024,80.8,1/20/2024,77.8,70,65.9,2/27/2024,76.1,70,65.7,3/17/2024,85.6,71.9,68,4/14/2024,98.3,75,71.3,5/16/2024,116,79.7,76.2,6/16/2024,130.5,83,79.3,103,93,38.02,0.408817204,147,137,52.61,0.384014599,4,9,3,115,6/10/2024,116,Cold Dormancy,3 months-Post
5.1,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Top,50.82,46.7,Hatched,GT2023_N05.01,8/23/2023,8/26/2023,8/27/2023,14,8/27/2023,36.22,50.6,51.4,332,10,8/31/2023,34.88,9/7/2023,35.79,9/14/2023,40.58,9/21/2023,45.1,9/28/2023,49.39,10/13/2023,57.07,10/27/2023,59.11,11/10/2023,65.5,11/24/2023,72.57,591.1,12/10/2023,82.1,66.6,64.9,12/21/2023,94.2,74.6,72.4,1/7/2024,112.9,1/20/2024,132.7,85.6,84.2,2/17/2024,173.6,93.6,92.1,3/17/2024,221.5,98.9,99.9,4/14/2024,266.8,104.9,106.1,5/16/2024,311.5,116.5,114.3,6/16/2024,364.4,121.5,120.3,103,89,36.35,0.408426966,147,133,76.68,0.576541353,4,10,4:56,177,11/5/2023,NA,Constant Growth,Pre-Hibernation
5.1,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Top,50.82,46.7,Hatched,GT2023_N05.01,8/23/2023,8/26/2023,8/27/2023,14,8/27/2023,36.22,50.6,51.4,332,10,8/31/2023,34.88,9/7/2023,35.79,9/14/2023,40.58,9/21/2023,45.1,9/28/2023,49.39,10/13/2023,57.07,10/27/2023,59.11,11/10/2023,65.5,11/24/2023,72.57,591.1,12/10/2023,82.1,66.6,64.9,12/21/2023,94.2,74.6,72.4,1/7/2024,112.9,1/20/2024,132.7,85.6,84.2,2/17/2024,173.6,93.6,92.1,3/17/2024,221.5,98.9,99.9,4/14/2024,266.8,104.9,106.1,5/16/2024,311.5,116.5,114.3,6/16/2024,364.4,121.5,120.3,103,89,36.35,0.408426966,147,133,76.68,0.576541353,3,10,4:40,81,2/28/2024,NA,Constant Growth,Dormancy
5.1,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Top,50.82,46.7,Hatched,GT2023_N05.01,8/23/2023,8/26/2023,8/27/2023,14,8/27/2023,36.22,50.6,51.4,332,10,8/31/2023,34.88,9/7/2023,35.79,9/14/2023,40.58,9/21/2023,45.1,9/28/2023,49.39,10/13/2023,57.07,10/27/2023,59.11,11/10/2023,65.5,11/24/2023,72.57,591.1,12/10/2023,82.1,66.6,64.9,12/21/2023,94.2,74.6,72.4,1/7/2024,112.9,1/20/2024,132.7,85.6,84.2,2/17/2024,173.6,93.6,92.1,3/17/2024,221.5,98.9,99.9,4/14/2024,266.8,104.9,106.1,5/16/2024,311.5,116.5,114.3,6/16/2024,364.4,121.5,120.3,103,89,36.35,0.408426966,147,133,76.68,0.576541353,3,10,3:12,86,3/19/2024,221.5,Constant Growth,3 weeks-Post
5.1,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Top,50.82,46.7,Hatched,GT2023_N05.01,8/23/2023,8/26/2023,8/27/2023,14,8/27/2023,36.22,50.6,51.4,332,10,8/31/2023,34.88,9/7/2023,35.79,9/14/2023,40.58,9/21/2023,45.1,9/28/2023,49.39,10/13/2023,57.07,10/27/2023,59.11,11/10/2023,65.5,11/24/2023,72.57,591.1,12/10/2023,82.1,66.6,64.9,12/21/2023,94.2,74.6,72.4,1/7/2024,112.9,1/20/2024,132.7,85.6,84.2,2/17/2024,173.6,93.6,92.1,3/17/2024,221.5,98.9,99.9,4/14/2024,266.8,104.9,106.1,5/16/2024,311.5,116.5,114.3,6/16/2024,364.4,121.5,120.3,103,89,36.35,0.408426966,147,133,76.68,0.576541353,3,10,2,134,6/10/2024,311.5,Constant Growth,3 months-Post
5.2,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,51.12,43.7,Hatched,GT2023_N05.02,8/25/2023,8/28/2023,8/30/2023,17,8/30/2023,39.12,50.4,52.4,346,NA,8/31/2023,38.76,9/7/2023,42.34,9/14/2023,42.64,9/21/2023,47.85,9/28/2023,53.35,10/13/2023,59.47,10/27/2023,63.3,11/10/2023,69.21,11/24/2023,73.48,633,12/10/2023,83.59,67.3,67.4,12/21/2023,88.1,72.2,71.5,1/7/2024,88.7,1/20/2024,85,71.6,71.1,2/27/2024,85.6,71.2,71.6,3/17/2024,94.8,74,74.6,4/14/2024,128.3,80.2,81.4,5/16/2024,154.6,89,90.1,6/16/2024,192.2,93,94.7,103,86,34.36,0.399534884,147,130,49.58,0.381384615,4,11,5:53,143,11/5/2023,NA,Cold Dormancy,Pre-Hibernation
5.2,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,51.12,43.7,Hatched,GT2023_N05.02,8/25/2023,8/28/2023,8/30/2023,17,8/30/2023,39.12,50.4,52.4,346,NA,8/31/2023,38.76,9/7/2023,42.34,9/14/2023,42.64,9/21/2023,47.85,9/28/2023,53.35,10/13/2023,59.47,10/27/2023,63.3,11/10/2023,69.21,11/24/2023,73.48,633,12/10/2023,83.59,67.3,67.4,12/21/2023,88.1,72.2,71.5,1/7/2024,88.7,1/20/2024,85,71.6,71.1,2/27/2024,85.6,71.2,71.6,3/17/2024,94.8,74,74.6,4/14/2024,128.3,80.2,81.4,5/16/2024,154.6,89,90.1,6/16/2024,192.2,93,94.7,103,86,34.36,0.399534884,147,130,49.58,0.381384615,4,11,4:06,30,2/27/2024,NA,Cold Dormancy,Dormancy
5.2,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,51.12,43.7,Hatched,GT2023_N05.02,8/25/2023,8/28/2023,8/30/2023,17,8/30/2023,39.12,50.4,52.4,346,NA,8/31/2023,38.76,9/7/2023,42.34,9/14/2023,42.64,9/21/2023,47.85,9/28/2023,53.35,10/13/2023,59.47,10/27/2023,63.3,11/10/2023,69.21,11/24/2023,73.48,633,12/10/2023,83.59,67.3,67.4,12/21/2023,88.1,72.2,71.5,1/7/2024,88.7,1/20/2024,85,71.6,71.1,2/27/2024,85.6,71.2,71.6,3/17/2024,94.8,74,74.6,4/14/2024,128.3,80.2,81.4,5/16/2024,154.6,89,90.1,6/16/2024,192.2,93,94.7,103,86,34.36,0.399534884,147,130,49.58,0.381384615,4,11,1:42,90,3/19/2024,94.8,Cold Dormancy,3 weeks-Post
5.2,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,51.12,43.7,Hatched,GT2023_N05.02,8/25/2023,8/28/2023,8/30/2023,17,8/30/2023,39.12,50.4,52.4,346,NA,8/31/2023,38.76,9/7/2023,42.34,9/14/2023,42.64,9/21/2023,47.85,9/28/2023,53.35,10/13/2023,59.47,10/27/2023,63.3,11/10/2023,69.21,11/24/2023,73.48,633,12/10/2023,83.59,67.3,67.4,12/21/2023,88.1,72.2,71.5,1/7/2024,88.7,1/20/2024,85,71.6,71.1,2/27/2024,85.6,71.2,71.6,3/17/2024,94.8,74,74.6,4/14/2024,128.3,80.2,81.4,5/16/2024,154.6,89,90.1,6/16/2024,192.2,93,94.7,103,86,34.36,0.399534884,147,130,49.58,0.381384615,4,11,2,127,6/10/2024,154.6,Cold Dormancy,3 months-Post
5.3,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,49.15,45.7,Hatched,GT2023_N05.03,8/25/2023,8/28/2023,8/30/2023,17,8/30/2023,38.36,51.3,52.7,345,12,8/31/2023,38.72,9/7/2023,42.95,9/14/2023,47.4,9/21/2023,53.77,9/28/2023,57.89,10/13/2023,69.56,10/27/2023,74.76,11/10/2023,82.58,11/24/2023,96.85,747.6,12/10/2023,113.1,74.7,73.2,12/21/2023,130.5,82.7,81.9,1/7/2024,159.5,1/20/2024,190,95.7,92.3,2/17/2024,252.7,103.4,102.7,3/17/2024,307.8,108.7,106.2,4/14/2024,397.4,117.07,118.39,5/16/2024,460.9,130.2,131.7,6/16/2024,534.3,143.2,144.5,103,86,58.49,0.680116279,147,130,121.14,0.931846154,4,12,4:20,81,11/5/2023,NA,Constant Growth,Pre-Hibernation
5.3,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,49.15,45.7,Hatched,GT2023_N05.03,8/25/2023,8/28/2023,8/30/2023,17,8/30/2023,38.36,51.3,52.7,345,12,8/31/2023,38.72,9/7/2023,42.95,9/14/2023,47.4,9/21/2023,53.77,9/28/2023,57.89,10/13/2023,69.56,10/27/2023,74.76,11/10/2023,82.58,11/24/2023,96.85,747.6,12/10/2023,113.1,74.7,73.2,12/21/2023,130.5,82.7,81.9,1/7/2024,159.5,1/20/2024,190,95.7,92.3,2/17/2024,252.7,103.4,102.7,3/17/2024,307.8,108.7,106.2,4/14/2024,397.4,117.07,118.39,5/16/2024,460.9,130.2,131.7,6/16/2024,534.3,143.2,144.5,103,86,58.49,0.680116279,147,130,121.14,0.931846154,2,12,4:00,77,2/28/2024,NA,Constant Growth,Dormancy
5.3,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,49.15,45.7,Hatched,GT2023_N05.03,8/25/2023,8/28/2023,8/30/2023,17,8/30/2023,38.36,51.3,52.7,345,12,8/31/2023,38.72,9/7/2023,42.95,9/14/2023,47.4,9/21/2023,53.77,9/28/2023,57.89,10/13/2023,69.56,10/27/2023,74.76,11/10/2023,82.58,11/24/2023,96.85,747.6,12/10/2023,113.1,74.7,73.2,12/21/2023,130.5,82.7,81.9,1/7/2024,159.5,1/20/2024,190,95.7,92.3,2/17/2024,252.7,103.4,102.7,3/17/2024,307.8,108.7,106.2,4/14/2024,397.4,117.07,118.39,5/16/2024,460.9,130.2,131.7,6/16/2024,534.3,143.2,144.5,103,86,58.49,0.680116279,147,130,121.14,0.931846154,2,12,4:30,125,3/19/2024,307.8,Constant Growth,3 weeks-Post
5.3,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,49.15,45.7,Hatched,GT2023_N05.03,8/25/2023,8/28/2023,8/30/2023,17,8/30/2023,38.36,51.3,52.7,345,12,8/31/2023,38.72,9/7/2023,42.95,9/14/2023,47.4,9/21/2023,53.77,9/28/2023,57.89,10/13/2023,69.56,10/27/2023,74.76,11/10/2023,82.58,11/24/2023,96.85,747.6,12/10/2023,113.1,74.7,73.2,12/21/2023,130.5,82.7,81.9,1/7/2024,159.5,1/20/2024,190,95.7,92.3,2/17/2024,252.7,103.4,102.7,3/17/2024,307.8,108.7,106.2,4/14/2024,397.4,117.07,118.39,5/16/2024,460.9,130.2,131.7,6/16/2024,534.3,143.2,144.5,103,86,58.49,0.680116279,147,130,121.14,0.931846154,2,12,3,135,6/10/2024,460.9,Constant Growth,3 months-Post
5.4,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,51.9,46.4,Hatched,GT2023_N05.04,8/25/2023,8/27/2023,8/28/2023,15,8/28/2023,40.51,53.1,53.5,336,1,,NA,9/4/2023,42.09,9/11/2023,47.4,9/18/2023,52.65,9/25/2023,55.82,10/13/2023,61.56,10/27/2023,67.67,11/10/2023,67.08,11/24/2023,73,676.7,12/10/2023,81.85,70,68.7,12/21/2023,83,73.2,71.9,1/7/2024,83,1/20/2024,75.9,72,71.2,2/27/2024,75.1,70.7,70.9,3/17/2024,90.9,75,72.3,4/14/2024,112.3,80.2,78.8,5/16/2024,140,82.6,83.2,6/16/2024,180.4,91.9,93.3,103,88,32.49,0.369204545,147,132,42.49,0.321893939,1,1,6:43,86,11/1/2023,NA,Cold Dormancy,Pre-Hibernation
5.4,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,51.9,46.4,Hatched,GT2023_N05.04,8/25/2023,8/27/2023,8/28/2023,15,8/28/2023,40.51,53.1,53.5,336,1,,NA,9/4/2023,42.09,9/11/2023,47.4,9/18/2023,52.65,9/25/2023,55.82,10/13/2023,61.56,10/27/2023,67.67,11/10/2023,67.08,11/24/2023,73,676.7,12/10/2023,81.85,70,68.7,12/21/2023,83,73.2,71.9,1/7/2024,83,1/20/2024,75.9,72,71.2,2/27/2024,75.1,70.7,70.9,3/17/2024,90.9,75,72.3,4/14/2024,112.3,80.2,78.8,5/16/2024,140,82.6,83.2,6/16/2024,180.4,91.9,93.3,103,88,32.49,0.369204545,147,132,42.49,0.321893939,1,1,2:11,41,2/27/2024,NA,Cold Dormancy,Dormancy
5.4,GT2023_N05,Private property,22,Hancock Forestry Site,8/14/2023,Middle,51.9,46.4,Hatched,GT2023_N05.04,8/25/2023,8/27/2023,8/28/2023,15,8/28/2023,40.51,53.1,53.5,336,1,,NA,9/4/2023,42.09,9/11/2023,47.4,9/18/2023,52.65,9/25/2023,55.82,10/13/2023,61.56,10/27/2023,67.67,11/10/2023,67.08,11/24/2023,73,676.7,12/10/2023,81.85,70,68.7,12/21/2023,83,73.2,71.9,1/7/2024,83,1/20/2024,75.9,72,71.2,2/27/2024,75.1,70.7,70.9,3/17/2024,90.9,75,72.3,4/14/2024,112.3,80.2,78.8,5/16/2024,140,82.6,83.2,6/16/2024,180.4,91.9,93.3,103,88,32.49,0.369204545,147,132,42.49,0.321893939,1,1,2:11,91,3/19/2024,90.9,Cold Dormancy,3 weeks-Post
