Clutch_ID,Nest_ID,Burrow_ID,Mother_ID,Location,Collection_date,Location_InNest,Egg_mass,Egg_diameter,Status,Tortoise_ID,Date_Pip,Date_Emerge,Date_Functional,ExpDay_measure1,Measure_1_Date,Mass_1,Carapace_1,Plastron_1,Notch,Tank,Measure_2_Date,Mass_2,Measure_3,Mass_3,Measure_4,Mass_4,Measure_5,Mass_5,Measure_6,Mass_6,Measure_7,Mass_7,Measure_8,Mass_8,Measure_9,Mass_9,Measure_10,Mass_10,Max allowed blood volume (uL),Measure_11,Mass_11,Carapace_10,Plastron_10,Measure_12,Mass_12,Carapace_12,Plastron_12,Measure_13,Mass_13,Measure_14,Mass_14,Carapace_14,Plastron_14,Measure_15,Mass_15,Carapace_15,Plastron_15,Measure_16,Mass_16,Carapace_16,Plastron_16,Measure_17,Mass_17,Carapace_17,Plastron_17,Measure_18,Mass_18,Carapace_18,Plastron_18,Measure_19,Mass_19,Carapace_19,Plastron_19,ExpDay_measure10,DaysBTW1-10,Mass_m10-m1,Growth_rate1-10,ExpDay_measure13,DaysBTW1-13,Mass_m13-m1,Growth_rate1-13
8.2,GT2023_N08,363,258,GWA,8/14/23,Top,49.57,46.3,Hatched,GT2023_N08.02,,8/18/23,8/20/23,7,8/20/23,37.77,52.3,53.3,308,3,8/28/23,43.12,9/4/23,43.54,9/11/23,51.5,9/18/23,53.81,9/25/23,56.72,10/13/23,61.6,10/27/23,65.73,11/10/23,66.84,11/24/23,75.7,657.3,12/10/23,86.48,70.1,67.6,12/21/23,92.1,73.8,71.3,1/7/24,89.2,1/20/24,86.1,73.1,71.2,2/27/24,81,72.6,71,3/17/24,100,75.4,74,4/14/24,129.5,81.9,80.2,5/16/24,161.4,84,81.7,6/16/24,200,93.8,94,103,96,37.93,0.395104167,147,140,51.43,0.367357143
8.3,GT2023_N08,363,258,GWA,8/14/23,Middle,14,20.9,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1,GT2023_N09,362,25,GWA,8/14/23,Top,43.13,41.6,Hatched,GT2023_N09.01,8/25/23,8/27/23,8/29/23,16,8/29/23,30.33,48.8,50.5,341,4,,,9/5/23,31.54,9/12/23,30.24,9/19/23,31.93,9/28/23,37.92,10/13/23,42.04,10/27/23,48.56,11/10/23,53.4,11/24/23,59.77,485.6,12/10/23,69.88,61.8,61.2,12/21/23,77.9,69.4,66.9,1/7/24,93.8,1/20/24,106.8,79.3,76.7,2/17/24,134.1,86.4,84.2,3/17/24,154.1,90.4,90.1,4/14/24,185,95.5,96.7,5/16/24,210,96.8,97,6/16/24,257.2,103.8,106.3,103,87,29.44,0.338390805,147,131,63.47,0.484503817
9.2,GT2023_N09,362,25,GWA,8/14/23,Middle,41.91,42.5,Hatched,GT2023_N09.02,8/24/23,8/26/23,8/27/23,14,8/27/23,30.6,49.7,52,334,5,8/29/23,29.78,9/5/23,31.61,9/12/23,34.92,9/19/23,35.54,9/26/23,38.21,10/13/23,43.14,10/27/23,47.28,11/10/23,50.86,11/24/23,54.6,472.8,12/10/23,60,62.4,62.8,12/21/23,68.7,68.7,67.8,1/7/24,81,1/20/24,89,75.7,74,2/17/24,111.1,81.5,80.2,3/17/24,122.3,83.1,84,4/14/24,138.2,87.4,86.9,5/16/24,154.1,90.4,90.1,6/16/24,165.5,93.5,92.4,103,89,24,0.269662921,147,133,50.4,0.378947368
9.3,GT2023_N09,362,25,GWA,8/14/23,Middle,43.43,44.8,Hatched,GT2023_N09.03,8/26/23,8/28/23,8/30/23,17,8/30/23,30.3,49.5,50.2,343,6,,,9/5/23,29.27,9/12/23,36.24,9/19/23,39.73,9/26/23,41.86,10/13/23,50.99,10/27/23,56.21,11/10/23,60.33,11/24/23,70.6,562.1,12/10/23,81.73,67,66.3,12/21/23,87.4,73.2,71.9,1/7/24,85.6,1/20/24,84.7,72.5,72.2,2/27/24,79.1,72.4,71.9,3/17/24,97.8,75.4,74.8,4/14/24,117.5,81.3,80.7,5/16/24,142.8,81.7,83.7,6/16/24,180.8,94.1,93.4,103,86,40.3,0.468604651,147,130,55.3,0.425384615
9.4,GT2023_N09,362,25,GWA,8/14/23,Middle,40.63,44.43,Hatched,GT2023_N09.04,8/26/23,8/27/23,8/28/23,15,8/28/23,29.89,48.3,49.8,335,7,8/30/23,29,9/6/23,32.83,9/13/23,32.48,9/20/23,36.1,9/28/23,37.76,10/13/23,42.55,10/27/23,46,11/10/23,49.68,11/24/23,52.08,460,12/10/23,59.2,59.9,59.7,12/21/23,68.4,66.7,64.6,1/7/24,78.4,1/20/24,89,74.2,72.8,2/17/24,107,78.9,77.6,3/17/24,129.4,84.9,84.4,4/14/24,151.6,88,88.9,5/16/24,168.6,91.8,92.2,6/16/24,192,93.9,95.2,103,88,22.19,0.252159091,147,132,48.51,0.3675
9.5,GT2023_N09,362,25,GWA,8/14/23,Bottom,42.66,44.3,Hatched,GT2023_N09.05,8/27/23,8/29/23,8/31/23,18,8/31/23,32.2,48.4,49.4,349,8,,,9/6/23,30.83,9/13/23,36.29,9/20/23,40.53,9/27/23,43.11,10/13/23,48.01,10/27/23,53.12,11/10/23,58.5,11/24/23,64.55,531.2,12/10/23,72.9,62,62.2,12/21/23,82.8,69.6,69.1,1/7/24,95,1/20/24,111,79,78.5,2/17/24,134,85.5,85.4,3/17/24,167.3,91.5,93.7,4/14/24,212.8,95.5,99.7,5/16/24,230,97.3,100,6/16/24,292.3,106.5,108.8,103,85,32.35,0.380588235,147,129,62.8,0.486821705
9.6,GT2023_N09,362,25,GWA,8/14/23,Bottom,40.27,44.5,Hatched,GT2023_N09.06,8/26/23,8/27/23,8/29/23,16,8/29/23,30.77,49.6,49.8,338,9,8/30/23,30.28,9/6/23,33.55,9/13/23,35.98,9/20/23,40.19,9/27/23,42.33,10/13/23,49.35,10/27/23,53.36,11/10/23,57.67,11/24/23,68,533.6,12/10/23,77.85,66,63.9,12/21/23,83.3,71.3,68,1/7/24,85.1,1/20/24,80.8,72.1,69.8,2/27/24,77.3,71.6,74.6,3/17/24,87.8,72.8,76.7,4/14/24,108.4,79.1,76.9,5/16/24,121,84.6,82,6/16/24,142,86.9,85.3,103,87,37.23,0.427931034,147,131,54.33,0.414732824
10.1,GT2023_N10,839,261,GWA,8/14/23,Top,45.35,43.5,Hatched,GT2023_N10.01,9/6/23,9/9/23,9/11/23,29,9/11/23,34.32,52.8,51.6,358,10,,,,,9/14/23,35.89,9/21/23,39.3,9/28/23,42.05,10/13/23,48.05,10/27/23,51.67,11/10/23,58.19,11/24/23,61.95,516.7,12/10/23,68.8,63.3,60,12/21/23,78.2,69.2,65.2,1/7/24,85.5,1/20/24,97.1,76.9,72.1,2/17/24,115.8,82.7,78.6,3/17/24,145.8,87.7,84.4,4/14/24,171.1,90.9,88.5,5/16/24,181.4,92,89.5,6/16/24,184.8,92.1,89.3,103,74,27.63,0.373378378,147,118,51.18,0.433728814
10.2,GT2023_N10,839,261,GWA,8/14/23,Top,43.35,45,Hatched,GT2023_N10.02,9/7/23,9/9/23,9/11/23,29,9/11/23,32.99,48,49,360,11,,,,,9/14/23,32.96,9/21/23,33.77,9/28/23,34.79,10/13/23,40.05,10/27/23,42.07,11/10/23,45.45,11/24/23,49.81,420.7,12/10/23,55.48,58.2,55.5,12/21/23,56.3,61.2,58.1,1/7/24,57.5,1/20/24,54.6,61.4,58.3,2/27/24,53.2,60.4,58,3/17/24,60,63.4,60.2,4/14/24,79.1,68.6,65.8,5/16/24,90,74.7,71,6/16/24,106.7,77,74.3,103,74,16.82,0.227297297,147,118,24.51,0.207711864
10.3,GT2023_N10,839,261,GWA,8/14/23,Top,45,41.6,Hatched,GT2023_N10.03,9/4/23,9/6/23,9/7/23,25,9/7/23,32.52,49.8,49.2,356,12,,,9/7/23,32.47,9/14/23,33.98,9/21/23,36.49,9/28/23,39.27,10/13/23,44,10/27/23,46.25,11/10/23,49.03,11/24/23,50.35,462.5,12/10/23,55.45,59.5,56.5,12/21/23,61.1,64.3,60,1/7/24,70,1/20/24,75.2,70.8,65,2/17/24,87.6,75.9,69.5,3/17/24,112,78.7,73.7,4/14/24,119,79,74.6,5/16/24,120.7,81,76.6,6/16/24,121.5,83,81.2,103,78,17.83,0.228589744,147,122,37.48,0.307213115
10.4,GT2023_N10,839,261,GWA,8/14/23,Middle,44.79,44.1,Hatched,GT2023_N10.04,9/4/23,9/5/23,9/6/23,24,9/6/23,34.37,50.7,49.2,355,1,,,,,9/11/23,33.2,9/18/23,40.12,9/25/23,42.91,10/13/23,46.31,10/27/23,50.29,11/10/23,52.99,11/24/23,58.4,502.9,12/10/23,62.81,62.8,58.5,12/21/23,66.6,66.4,60.6,1/7/24,65.2,1/20/24,64.8,66.3,61,2/27/24,61.6,65.6,61.1,3/17/24,72.2,68.6,61.9,4/14/24,89.6,73,67,5/16/24,106.1,75,69.7,6/16/24,135.2,83.6,78.2,103,79,24.03,0.304177215,147,123,30.83,0.250650407
10.5,GT2023_N10,839,261,GWA,8/14/23,Middle,46.04,40.9,Hatched,GT2023_N10.05,9/5/23,9/8/23,9/11/23,29,9/11/23,34.59,52.8,50.4,359,2,,,,,,,9/18/23,39.39,9/25/23,42.87,10/13/23,49.52,10/27/23,54.07,11/10/23,54.72,11/24/23,63.09,540.7,12/10/23,72.5,64.5,60.09,12/21/23,78.1,70.3,66,1/7/24,87.7,1/20/24,95.6,76,70.6,2/17/24,111,78.5,74.5,3/17/24,120,82.5,77.4,4/14/24,129.1,83.4,79.5,5/16/24,139.1,86.8,82.2,6/16/24,154,88.4,85.2,103,74,28.5,0.385135135,147,118,53.11,0.450084746
10.6,GT2023_N10,839,261,GWA,8/14/23,Middle,45.66,43.8,Hatched,GT2023_N10.06,9/4/23,9/5/23,9/7/23,25,9/7/23,34.09,50.9,51.3,357,3,,,,,,,9/18/23,41.49,9/25/23,43.66,10/13/23,51.63,10/27/23,56.45,11/10/23,60.74,11/24/23,65.73,564.5,12/10/23,72.68,65.6,64.1,12/21/23,71.7,69.8,66.3,1/7/24,71.5,1/20/24,70.6,69.4,65.5,2/27/24,68.5,69.1,65.9,3/17/24,81,72.1,68.1,4/14/24,110.8,79.8,75.4,5/16/24,133.2,81.1,77.7,6/16/24,161.3,89.8,88.2,103,78,31.64,0.405641026,147,122,37.41,0.306639344
11.1,GT2023_N11,892,unk,GWA,8/14/23,Top/Same level,41.61,45,Hatched,GT2023_N11.01,8/23/23,8/24/23,8/26/23,13,8/26/23,31.64,49.3,49.4,330,4,8/29/23,31.53,9/5/23,33.37,9/12/23,38.27,9/19/23,40.06,9/27/23,45.04,10/13/23,50.7,10/27/23,57.6,11/10/23,63.35,11/24/23,72.72,576,12/10/23,81.5,66.9,64.5,12/21/23,83.6,71.4,68.1,1/7/24,83.5,1/20/24,82.1,72.1,69.4,2/27/24,79.5,72.9,69.3,3/17/24,92.6,74.2,70.8,4/14/24,113.3,77.4,75.4,5/16/24,133.8,81.5,80.6,6/16/24,148.5,83.9,84,103,90,41.08,0.456444444,147,134,51.86,0.387014925
11.2,GT2023_N11,892,unk,GWA,8/14/23,Top/Same level,42.49,46.2,Hatched,GT2023_N11.02,8/22/23,8/23/23,8/24/23,11,8/24/23,33.42,47.7,47.9,322,5,8/29/23,33.82,9/5/23,36.14,9/12/23,38.67,9/19/23,38.82,9/26/23,38.24,10/13/23,45.18,10/27/23,48.59,11/10/23,53.05,11/24/23,61.15,485.9,12/10/23,68.7,62,59.3,12/21/23,70.7,67,64.3,1/7/24,80.5,1/20/24,90,72.5,69.9,2/17/24,117.2,79.2,75.3,3/17/24,136.1,85.9,82.7,4/14/24,168.6,90.3,88.2,5/16/24,199,95.2,94.9,6/16/24,237.9,98.9,99,103,92,27.73,0.301413043,147,136,47.08,0.346176471
11.3,GT2023_N11,892,unk,GWA,8/14/23,Top/Same level,43.72,45.5,Hatched,GT2023_N11.03,8/19/23,8/20/23,8/22/23,9,8/22/23,34.77,50.6,51,318,6,8/29/23,32.65,9/5/23,38.87,9/12/23,42.18,9/19/23,44.5,9/26/23,48.2,10/13/23,54.37,10/27/23,59.72,11/10/23,66.32,11/24/23,72.34,597.2,12/10/23,81.92,67.7,66.1,12/21/23,84.5,71.8,70,1/7/24,79,1/20/24,78.3,71.7,69.7,2/27/24,76.9,71.3,69,3/17/24,90,73.6,71.9,4/14/24,106.4,76.6,75.2,5/16/24,115.8,78.6,77.5,6/16/24,124.4,81.6,79.3,103,94,37.57,0.399680851,147,138,44.23,0.320507246
11.4,GT2023_N11,892,unk,GWA,8/14/23,Top/Same level,41.92,46,Hatched,GT2023_N11.04,8/22/23,8/23/23,8/24/23,9,8/24/23,33.42,49.4,49.2,323,7,8/30/23,35.76,9/6/23,38.25,9/13/23,40.5,9/20/23,41.92,9/27/23,46.9,10/13/23,53.25,10/27/23,57.12,11/10/23,67.68,11/24/23,63.7,571.2,12/10/23,70.9,63,61.9,12/21/23,77,67.6,65.3,1/7/24,90.9,1/20/24,101.9,75,72.7,2/17/24,125.3,81.2,78.6,3/17/24,149.3,85.5,84.8,4/14/24,178.9,90.5,89.5,5/16/24,203.8,91.5,90.1,6/16/24,234.8,95.7,96.5,103,94,30.28,0.32212766,147,138,57.48,0.416521739
12.1,GT2023_N12,389,254,GWA,8/14/23,Top,14.48,39.1,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.2,GT2023_N12,389,254,GWA,8/14/23,Middle,32.26,38.8,Hatched,GT2023_N12.02,,8/17/23,8/19/23,6,8/19/23,25.44,45.7,45.6,305,8,8/30/23,27.98,9/6/23,29.33,9/13/23,30.17,9/20/23,32.04,9/27/23,33.43,10/13/23,37.14,10/27/23,41.35,11/10/23,57.93,11/24/23,48.74,413.5,12/10/23,55.7,58.1,56.5,12/21/23,62.6,64.5,61.5,1/7/24,74.6,1/20/24,84.5,71.3,68,2/17/24,103.5,78.5,75.1,3/17/24,131.3,85.1,81.9,4/14/24,154.6,88.8,87.2,5/16/24,181.5,89.1,88.8,6/16/24,258.9,103.1,101.2,103,97,23.3,0.240206186,147,141,49.16,0.348652482
12.3,GT2023_N12,389,254,GWA,8/14/23,Middle,28.71,40.2,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.4,GT2023_N12,389,254,GWA,8/14/23,Bottom,35.04,43.5,Hatched,GT2023_N12.04,8/16/23,8/16/23,8/18/23,5,8/18/23,26.96,46.9,47.8,302,7,8/30/23,31.95,9/6/23,34.35,9/13/23,36.84,9/20/23,37.97,9/26/23,40.65,10/13/23,47.1,10/27/23,51.65,11/10/23,59.47,11/24/23,68.2,516.5,12/10/23,79.78,67.3,65.2,12/21/23,81.8,72.1,69.8,1/7/24,85.2,1/20/24,81.8,73.2,70.7,2/27/24,77.9,72.9,69.9,3/17/24,91.8,74.8,72.7,4/14/24,115.6,81.5,79.2,5/16/24,143.1,82.2,79.6,6/16/24,179,93.2,91.2,103,98,41.24,0.420816327,147,142,58.24,0.410140845
12.5,GT2023_N12,389,254,GWA,8/14/23,Bottom,35.18,40.4,Hatched,GT2023_N12.05,8/17/23,8/18/23,8/19/23,6,8/19/23,28.35,48,47.2,307,11,8/31/23,26.12,9/7/23,33.71,9/14/23,35.51,9/21/23,37.7,9/28/23,39.9,10/13/23,45.8,10/27/23,50.05,11/10/23,56.54,11/24/23,56.82,500.5,12/10/23,62.8,62.7,59.7,12/21/23,67.8,66.6,62.3,1/7/24,67.4,1/20/24,64.9,66,62.4,2/27/24,62,66.4,62.4,3/17/24,75,67.8,64.9,4/14/24,94.2,73.1,69.5,5/16/24,111.5,80.1,77.2,6/16/24,134.7,84,81,103,97,28.47,0.293505155,147,141,39.05,0.276950355
12.6,GT2023_N12,389,254,GWA,8/14/23,Bottom,36.91,43.7,Hatched,GT2023_N12.06,8/16/23,8/16/23,8/18/23,5,8/18/23,28.7,45.6,46.5,303,10,8/31/23,29.27,9/7/23,33.28,9/14/23,35.9,9/21/23,36.26,9/28/23,37.77,10/13/23,42.23,10/27/23,45.25,11/10/23,45.28,11/24/23,50.81,452.5,12/10/23,57.4,57.6,56.5,12/21/23,63.7,63.4,61.4,1/7/24,75.9,1/20/24,90,72,69.3,2/17/24,108.5,77.7,75.6,3/17/24,123.9,82.7,81.1,4/14/24,142.7,85.5,85.6,5/16/24,166.2,86.5,86.9,6/16/24,192,91.9,93.4,103,98,22.11,0.225612245,147,142,47.2,0.332394366
13.1,GT2023_N13,,unk,Ray's site,8/14/23,Top/same level,41.23,44.5,Hatched,GT2023_N13.01,8/22/23,8/25/23,8/27/23,14,8/27/23,32.35,50.3,50.8,333,1,8/28/23,31.9,9/4/23,35.28,9/11/23,36.8,9/18/23,43.02,9/25/23,47.79,10/13/23,55.47,10/27/23,63.49,11/10/23,70.95,11/24/23,77.88,634.9,12/10/23,94.24,71.4,69.3,12/21/23,96.8,76.6,74.2,1/7/24,97.1,1/20/24,93.2,76.5,73.9,2/27/24,91.6,76.4,74.3,3/17/24,103.8,79.2,75.8,4/14/24,133.5,84.7,82.8,5/16/24,170,88.6,86.6,6/16/24,211.6,98.3,97.4,103,89,45.53,0.511573034,147,133,64.75,0.486842105
13.2,GT2023_N13,,unk,Ray's site,8/14/23,Top/same level,38.32,41,Hatched,GT2023_N13.02,8/22/23,8/24/23,8/25/23,12,8/25/23,30.02,36.7,34.8,325,2,8/28/23,29.13,9/4/23,30.68,9/11/23,33.8,9/18/23,35.89,9/25/23,37.27,10/13/23,44.95,10/27/23,52.1,11/10/23,55.57,11/24/23,67.83,521,12/10/23,80,66.5,62.3,12/21/23,83.9,73.2,69.4,1/7/24,97.9,1/20/24,110,79.9,76.5,2/17/24,125.6,85,80.1,3/17/24,148.1,90.2,85.8,4/14/24,173.2,93.7,90.8,5/16/24,208.6,100.2,96.9,6/16/24,254.4,104.1,102.6,103,91,37.81,0.415494505,147,135,67.88,0.502814815
13.3,GT2023_N13,,unk,Ray's site,8/14/23,Top/same level,41.82,44,Hatched,GT2023_N13.03,8/23/23,8/25/23,8/27/23,14,8/27/23,32.3,50.2,51,331,3,8/28/23,32.8,9/4/23,34.93,9/11/23,38.4,9/18/23,39.36,9/25/23,40.88,10/13/23,44.84,10/27/23,49.44,11/10/23,51.47,11/24/23,58.99,494.4,12/10/23,69.17,64.5,62.5,12/21/23,72.2,69.3,66.6,1/7/24,69,1/20/24,68.4,69.2,66.8,2/27/24,64.3,68.7,66.9,3/17/24,75.7,71.5,68.8,4/14/24,101.6,78.1,75.9,5/16/24,131,78.9,77.5,6/16/24,150.9,88.2,87.5,103,89,26.69,0.29988764,147,133,36.7,0.27593985
13.4,GT2023_N13,,unk,Ray's site,8/14/23,Bottom,40.45,44.2,Hatched,GT2023_N13.04,8/24/23,8/26/23,8/28/23,15,8/28/23,31.91,50.7,50.7,337,4,8/29/23,31.65,9/5/23,34.41,9/12/23,36.35,9/19/23,38.9,9/26/23,40.7,10/13/23,45.75,10/27/23,52.15,11/10/23,58.11,11/24/23,65.82,521.5,12/10/23,73.8,64.7,62.2,12/21/23,79.5,70.1,67.3,1/7/24,91.1,1/20/24,101.1,76.5,74.1,2/17/24,125.6,82.5,79.8,3/17/24,143,86.6,85,4/14/24,171.1,88.4,88.6,5/16/24,185.6,93.3,92.5,6/16/24,225,98.7,97.1,103,88,33.91,0.385340909,147,132,59.19,0.448409091
13.5,GT2023_N13,,unk,Ray's site,8/14/23,Bottom,31.54,43.9,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6,GT2023_N13,,unk,Ray's site,8/14/23,Bottom,28.28,45.4,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1,GT2023_N14,,unk,Ray's site,8/14/23,Top/same level,41.43,55,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2,GT2023_N14,,unk,Ray's site,8/14/23,Top/same level,29.49,51,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3,GT2023_N14,,unk,Ray's site,8/14/23,Bottom,22.24,51.6,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4,GT2023_N14,,unk,Ray's site,8/14/23,Bottom,46.9,49.6,Hatched,GT2023_N14.04,8/17/23,8/17/23,8/22/23,14,8/27/23,29.9,48.9,49.9,313,12,8/31/23,28.27,9/7/23,35.86,9/14/23,38.48,9/21/23,41.52,9/28/23,42.82,10/13/23,47.95,10/27/23,49.84,11/10/23,50.81,11/24/23,52.81,498.4,12/10/23,57.84,60.2,58.2,12/21/23,65,64.5,62.2,1/7/24,77.8,1/20/24,90,73.3,70.2,2/17/24,110.8,79.7,77.2,3/17/24,131,85.7,82.9,4/14/24,157,90.1,88.1,5/16/24,182,92.1,89.4,6/16/24,218.8,96.7,95.9,103,89,22.91,0.25741573,147,133,47.9,0.360150376
14.5,GT2023_N14,,unk,Ray's site,8/14/23,Bottom,44.52,52.2,Hatched,GT2023_N14.05,8/18/23,8/19/23,8/21/23,8,8/21/23,34.9,51.5,53.6,310,11,8/31/23,37.14,9/7/23,41.39,9/14/23,44.94,9/21/23,48.29,9/28/23,52.45,10/13/23,58.81,10/27/23,60,11/10/23,65.84,11/24/23,72.04,600,12/10/23,77.18,65.1,65.4,12/21/23,83.4,71.2,69,1/7/24,81.9,1/20/24,83.5,71.7,69.4,2/27/24,76.4,71.5,69.5,3/17/24,92.7,74.4,71.7,4/14/24,123,80.3,79.2,5/16/24,149.1,86.7,85.8,6/16/24,186.6,92.9,90.9,103,95,37.14,0.390947368,147,139,47,0.338129496
15.1,GT2023_N15,,unk,Ray's site,8/14/23,Top,40.03,39.3,Hatched,GT2023_N15.01,8/27/23,8/28/23,8/30/23,17,8/30/23,30.48,48,48.2,344,12,8/31/23,30.11,9/7/23,35.43,9/14/23,39.45,9/21/23,40.62,9/28/23,43.31,10/13/23,47.19,10/27/23,50.5,11/10/23,54,11/24/23,57.42,505,12/10/23,64.1,60.5,58.4,12/21/23,68.4,65.7,62,1/7/24,79.3,1/20/24,86.2,72.5,69.2,2/17/24,104.4,77.4,74.3,3/17/24,133,85.1,80.9,4/14/24,167.4,90.6,89,5/16/24,209.3,92,89.8,6/16/24,232.1,99.5,99.7,103,86,26.94,0.313255814,147,130,48.82,0.375538462
15.2,GT2023_N15,,unk,Ray's site,8/14/23,Middle,31.98,39.1,Hatched,GT2023_N15.02,8/27/23,8/28/23,8/30/23,17,8/30/23,24.54,46.2,45.1,342,1,,,9/4/23,28.46,9/11/23,31.6,9/18/23,35.86,9/25/23,39.11,10/13/23,46.17,10/27/23,52.47,11/10/23,63.17,11/24/23,67.88,524.7,12/10/23,77.65,66.2,61.9,12/21/23,77.5,70.2,65.7,1/7/24,80,1/20/24,77.5,70.1,65.8,2/27/24,77,69.1,65.8,3/17/24,86.2,75.2,68,4/14/24,100.4,75.3,72.4,5/16/24,120.9,75.8,72.9,6/16/24,145.5,84,82.8,103,86,43.34,0.503953488,147,130,55.46,0.426615385
15.3,GT2023_N15,,unk,Ray's site,8/14/23,Middle,40.59,43.9,Hatched,GT2023_N15.03,8/26/23,8/27/23,8/29/23,16,8/29/23,31.05,50.8,48.7,339,2,,,9/4/23,34.27,9/11/23,38.2,9/18/23,40.2,9/25/23,44.56,10/13/23,52.25,10/27/23,58.16,11/10/23,62.21,11/24/23,74.7,581.6,12/10/23,81,68.3,63.1,12/21/23,93.1,73.3,68.2,1/7/24,99.2,1/20/24,118.9,79.4,74.8,2/17/24,128.9,84.6,78,3/17/24,141.4,85.4,81.1,4/14/24,163.1,88.1,84.6,5/16/24,172.4,93.1,86.8,6/16/24,221.8,96.3,91.7,103,87,43.65,0.501724138,147,131,68.15,0.520229008
15.4,GT2023_N15,,unk,Ray's site,8/14/23,Middle,39.11,41.9,Hatched,GT2023_N15.04,8/27/23,8/28/23,8/30/23,17,8/30/23,30.11,48.9,48.2,347,3,,,9/4/23,32.84,9/11/23,37.8,9/18/23,40.82,9/25/23,43.25,10/13/23,51.27,10/27/23,56.91,11/10/23,61.56,11/24/23,66.26,569.1,12/10/23,75.13,65.8,63,12/21/23,74.4,69.3,65.9,1/7/24,72.7,1/20/24,72.3,69.3,65.8,2/27/24,70,68.3,66,3/17/24,81.3,71.2,67.5,4/14/24,86.2,71.4,69.3,5/16/24,98.3,69.1,69.9,6/16/24,100,75.3,72,103,86,36.15,0.420348837,147,130,42.59,0.327615385
15.5,GT2023_N15,,unk,Ray's site,8/14/23,Bottom,40.48,45.5,Hatched,GT2023_N15.05,8/27/23,8/28/23,8/31/23,18,8/31/23,31.52,50.8,48.8,348,4,,,9/5/23,32.19,9/12/23,35.8,9/19/23,37.89,9/26/23,39.66,10/13/23,45.73,10/27/23,51.1,11/10/23,56.28,11/24/23,60.64,511,12/10/23,69,61.7,58.1,12/21/23,71.2,65.9,61,1/7/24,74.3,1/20/24,77.3,69.6,64.7,2/17/24,88.2,73,69.2,3/17/24,106.8,77,71.3,4/14/24,114.4,78.7,73.3,5/16/24,112.6,79.6,75.1,6/16/24,115.3,91.9,93.4,103,85,29.12,0.342588235,147,129,42.78,0.331627907
16.1,GT2023_N16,,unk,Ray's site,8/14/23,Top,47.04,45.4,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2,GT2023_N16,,unk,Ray's site,8/14/23,Bottom,24.38,44.5,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.1,GT2023_N17,,unk,Ray's site,8/14/23,Top,42.75,42.2,Not_Viable,Not_Viable,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.2,GT2023_N17,,unk,Ray's site,8/14/23,Bottom,42.71,43,Hatched,GT2023_N17.02,9/2/23,9/4/23,9/6/23,24,9/6/23,32.95,49.3,50.7,352,7,,,,,9/13/23,37.85,9/20/23,40,9/26/23,42.13,10/13/23,50.98,10/27/23,55.35,11/10/23,62.36,11/24/23,67.5,553.5,12/10/23,85,65.5,63.2,12/21/23,87.6,71.2,68.8,1/7/24,95.9,1/20/24,90.5,73.1,69.6,2/27/24,89.2,70.9,70.2,3/17/24,103.6,74.5,72,4/14/24,130.5,80,78.3,5/16/24,156.3,80.6,79.2,6/16/24,183.3,90.3,88.7,103,79,34.55,0.437341772,147,123,62.95,0.511788618
