"Sample","SQ.Mean_SCNAG","SQ.Mean_mtDNA","mtDNA.Mean","Cq.Mean_SCNAG","SQ.Mean_Telomeres","Cq.Mean_Telomeres","Telomeres.per.cell"
"10.2_A",45686.4270561861,1122234.38198974,24.5638465141867,27.3032724224535,238352141520.426,17.6227118947433,5217132.45877809
"10.2_B",53051.105860083,1263676.18867938,23.819978267978,27.0808861214764,270109830220.859,17.4452254418947,5091502.35120917
"10.2_D",88910.4073921223,1204352.49378455,13.5456863724961,26.3325810336253,396106271449.917,16.8906411303393,4455117.04499302
"10.5_B",43104.6645772362,848739.755124335,19.6902066968538,27.3897432432326,279917540392.759,17.3901534511598,6493903.69089161
"11.2_A",49628.0693564214,963060.335425839,19.4055571356057,27.1790679346816,205084449145.051,17.8433853143101,4132428.51887236
"11.2_C",61750.4512470421,1129059.03880479,18.2842232891193,26.8612370439016,314310298768.142,17.2279830221274,5090008.12821101
"12.2_B",47212.6406745463,831254.942124671,17.6066182752795,27.2511961306611,227746691664.786,17.6868873233368,4823849.89297095
"13.1_A",48074.2904383218,1093607.75905275,22.7482870590846,27.2261796410052,151256164821.96,18.276463970964,3146300.51619832
"13.1_C",56058.7716064272,1141706.61387467,20.3662438750936,27.0016196331938,248000415007.276,17.5679938421936,4423935.9497282
"13.4_A",46432.0157304718,922710.4280782,19.8722888412672,27.2745014860121,193880771598.325,17.921747248656,4175583.77658559
"13.4_C",67106.3797100675,851300.987898231,12.685842859893,26.7402567056556,338351201845.669,17.1172412203666,5042012.44810869
"14.5_A",40289.7803049721,587356.090741286,14.5782897373804,27.4795115676905,215083250735.903,17.7773013582446,5338407.13719057
"14.5_B",59389.713225825,1008628.93131774,16.983226160438,26.9171724428273,330294436821.705,17.1540160562407,5561475.52970638
"15.1_D",51516.3870195876,987284.983195476,19.1644841634583,27.1232881314093,249277170504.366,17.5585187374368,4838793.73003362
"15.2_B",51807.7747959617,993195.898266753,19.170788596467,27.115057367905,247197419999.663,17.5691839433387,4771434.80825452
"15.2_D",48118.7031728342,711203.474572315,14.7801879036057,27.2232446842387,255244553532.128,17.5255734742165,5304476.98507861
"17.3_B",39289.801969336,874428.457770439,22.2558631996387,27.5163399759791,167407852333.607,18.1300775816717,4260847.44494924
"17.3_C",42142.7817914206,571318.57055741,13.5567360831818,27.4144421579523,176975548168.32,18.0499157253331,4199427.29562168
"17.4_D",50286.2626552539,701026.136449782,13.9407086435472,27.1595664107955,169287035867.805,18.1159563019654,3366466.84261229
"17.5_D",50200.6831414561,901640.390773538,17.9607195430565,27.1616018767432,194556287831.092,17.9148066496971,3875570.52327095
"2.3_D",50577.5023734817,668245.276250867,13.2123028004885,27.1499739263721,245436317887.568,17.5793692578646,4852677.69996196
"3.1_D",22836.757705901,262850.389935764,11.509969730416,28.3052583688985,110858693972.05,18.7423979317804,4854397.25725181
"5.1_D",73792.3518893602,1043146.71749636,14.1362443503683,26.6026189501315,356137392107.904,17.0456010420422,4826210.07447865
"5.2_B",47524.962701194,826038.745549032,17.3811550519803,27.2404970592284,215489364514.005,17.7730467254171,4534235.32110612
"5.3_C",25276.652746461,299036.558931472,11.8305442548496,28.1548090785508,153838119672.155,18.253522117395,6086174.51112842
"5.4_C",22440.8389321972,418958.651537014,18.6694736682018,28.3273311467314,189943901000.852,17.9632778496886,8464206.77830935
"5.5_D",52378.4771519817,1138436.54718257,21.7348156930809,27.0995484322493,296547754590.669,17.3148453385752,5661633.76094735
"6.2_A",55280.3434244833,673199.279786494,12.1779142111541,27.0210600903435,219114214329.49,17.7518905089174,3963691.26448744
"6.2_C",30958.0130905732,506531.420305011,16.3618840402665,27.8610423282319,146853327063.411,18.324418955658,4743628.94781927
"7.2_B",48293.6181116816,910235.224654491,18.8479401677779,27.216829958351,272248478925.99,17.4307092667844,5637359.33589404
"7.2_D",48314.229136549,963776.412752755,19.9480863086703,27.2166174902009,196458793074.917,17.9005507531383,4066271.91587124
"7.3_B",42486.365856433,711855.130206667,16.7549075063779,27.4066755920444,187661505358.071,17.966295007686,4416981.81464152
"7.4_A",45251.9050095341,756605.719545515,16.7198644871659,27.3114101853383,181395717651.662,18.0283557323813,4008576.3817776
"7.5_A",50362.8154017762,1043302.02021236,20.7157207532835,27.156850785278,197153107149.446,17.8979725632093,3914656.19180799
"8.1_B",74210.9640314925,1493054.43133011,20.1190545199832,26.5952461877189,288241528627.335,17.3483559660225,3884082.79543459
"8.2_C",57047.4185452954,1101796.90228816,19.3137030628886,26.9759755483039,224245178714.169,17.7092023991293,3930855.84645902
"9.3_C",33932.9489300027,850534.853613053,25.0651617508265,27.7291522116096,288614561643.718,17.3462406225319,8505437.06764407
