,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,D05,SYBR,,Unkn-12,17.5_D,,17.973958860044,17.9148066496971,0.0836538581169647,186565050439.96,11.2708302898784,194556287831.092,11301316298.6827,60,
,D06,SYBR,,Unkn-12,17.5_D,,17.8556544393501,17.9148066496971,0.0836538581169647,202547525222.225,11.3065269412303,194556287831.092,11301316298.6827,60,
,D07,SYBR,,Unkn-20,6.2_A,,17.5872718368393,17.7518905089174,0.232805958672717,244066131606.69,11.3875075177341,219114214329.49,35287339820.6276,60,
,D08,SYBR,,Unkn-20,6.2_A,,17.9165091809955,17.7518905089174,0.232805958672717,194162297052.29,11.2881649013092,219114214329.49,35287339820.6276,60,
,D09,SYBR,,Unkn-28,5.5_D,,17.4658694024536,17.3148453385752,0.213580279381565,265545502351.471,11.4241389500011,296547754590.669,43843805580.785,60,
,D10,SYBR,,Unkn-28,5.5_D,,17.1638212746968,17.3148453385752,0.213580279381565,327550006829.867,11.5152776128236,296547754590.669,43843805580.785,60,
,D11,SYBR,,Unkn-36,11.2_A,,17.7158094508847,17.8433853143101,0.180419516287617,223214882943.62,11.3487231479932,205084449145.051,25640305369.6437,60,
,D12,SYBR,,Unkn-36,11.2_A,,17.9709611777355,17.8433853143101,0.180419516287617,186954015346.483,11.2717347972468,205084449145.051,25640305369.6437,60,
,E03,SYBR,,Unkn-05,17.4_D,,18.03785325565,18.1159563019654,0.110454387361928,178464187152.267,11.2515510782487,169287035867.805,12978451810.4361,60,
,E04,SYBR,,Unkn-05,17.4_D,,18.1940593482809,18.1159563019654,0.110454387361928,160109884583.343,11.2044181444583,169287035867.805,12978451810.4361,60,
,E05,SYBR,,Unkn-13,14.5_A,,17.9299456202449,17.7773013582446,0.21587158553926,192358175734.104,11.2841106497057,215083250735.903,32138109273.4905,60,
,E06,SYBR,,Unkn-13,14.5_A,,17.6246570962443,17.7773013582446,0.21587158553926,237808325737.703,11.3762270553232,215083250735.903,32138109273.4905,60,
,E07,SYBR,,Unkn-21,15.1_D,,17.6275398528848,17.5585187374368,0.0976105975567194,237332506072.591,11.3753572251163,249277170504.366,16892306437.4118,60,
,E08,SYBR,,Unkn-21,15.1_D,,17.4894976219887,17.5585187374368,0.0976105975567194,261221834936.141,11.4170094758034,249277170504.366,16892306437.4118,60,
,E09,SYBR,,Unkn-29,5.1_D,,17.1254946106351,17.0456010420422,0.112986568250481,336389266973.759,11.5268421305015,356137392107.904,27928066396.1482,60,
,E10,SYBR,,Unkn-29,5.1_D,,16.9657074734492,17.0456010420422,0.112986568250481,375885517242.049,11.5750555927981,356137392107.904,27928066396.1482,60,
,E11,SYBR,,Unkn-37,17.3_B,,18.152373874011,18.1300775816717,0.0315317190169767,164814772240.165,11.2169961346358,167407852333.607,3667169036.46557,60,
,E12,SYBR,,Unkn-37,17.3_B,,18.1077812893323,18.1300775816717,0.0315317190169767,170000932427.049,11.2304513034183,167407852333.607,3667169036.46557,60,
,F03,SYBR,,Unkn-06,7.4_A,,17.8276156629032,18.0283557323813,0.283889328767653,206531946102.678,11.3149872373147,181395717651.662,35547995182.3354,60,
,F04,SYBR,,Unkn-06,7.4_A,,18.2290958018594,18.0283557323813,0.283889328767653,156259489200.646,11.1938464003031,181395717651.662,35547995182.3354,60,
,F07,SYBR,,Unkn-22,7.3_B,,17.9191990873537,17.966295007686,0.0666036892663937,193799771603.593,11.2873532608914,187661505358.071,8680819373.87413,60,
,F08,SYBR,,Unkn-22,7.3_B,,18.0133909280183,17.966295007686,0.0666036892663937,181523239112.549,11.2589322325252,187661505358.071,8680819373.87413,60,
,F09,SYBR,,Unkn-30,5.3_C,,18.3284273549777,18.253522117395,0.105932002882278,145839288839.862,11.1638745378899,153838119672.155,11312055046.156,60,
,F10,SYBR,,Unkn-30,5.3_C,,18.1786168798122,18.253522117395,0.105932002882278,161836950504.447,11.2090776864238,153838119672.155,11312055046.156,60,
,F11,SYBR,,Unkn-38,17.5_A,,18.2421200563785,18.1374878757436,0.147972248914443,154851893248.834,11.1899165194926,166968407193.518,17135338349.2544,60,
,F12,SYBR,,Unkn-38,17.5_A,,18.0328556951088,18.1374878757436,0.147972248914443,179084921138.201,11.2530590200078,166968407193.518,17135338349.2544,60,
,G03,SYBR,,Unkn-07,3.1_D,,18.5065436287457,18.7423979317804,0.333548354095645,128863678136.901,11.1101305231904,110858693972.05,25462892796.2458,60,
,G04,SYBR,,Unkn-07,3.1_D,,18.978252234815,18.7423979317804,0.333548354095645,92853709807.1985,10.9677992598971,110858693972.05,25462892796.2458,60,
,G05,SYBR,,Unkn-15,13.4_A,,18.0170006935896,17.921747248656,0.134708713687824,181068555878.406,11.257843037867,193880771598.325,18119209235.1599,60,
