"Sample","SQ.Mean_SCNAG","SQ.Mean_mtDNA","mtDNA.Mean","Cq.Mean_SCNAG","SQ.Mean_Telomeres","Cq.Mean_Telomeres","Telomeres.per.cell"
"10.2_C",46151.4695666065,1274230.68937764,27.6097533045757,27.7602074814163,2.93769e+11,17.60231823,6365322.76780543
"10.3_C",53107.9823809394,691088.248694586,13.0128884154827,27.5541391586939,2.199e+11,18.05428699,4140620.4894525
"10.4_A",75338.943559629,1180559.77805756,15.6699805210724,27.0398581807011,3.15993e+11,17.49433385,4194284.98821329
"10.5_A",57119.0619987104,1010607.34964655,17.6929962482466,27.4491787335973,3.47613e+11,17.33872807,6085761.70259673
"10.5_C",91017.6673479869,1366951.57906022,15.0185301259586,26.762520782814,3.97e+11,17.13195233,4361790.53548092
"11.3_C",80658.640335251,1132284.64489781,14.0379832860009,26.9397333440637,3.45003e+11,17.35004378,4277322.28768082
"11.4_B",61678.0253017692,951586.281229171,15.4282870856093,27.3338964301004,2.77375e+11,17.70006811,4497144.6255437
"12.4_C",99594.9740456166,1382493.77178477,13.8811600186929,26.6798869894513,3.96343e+11,17.13364645,3979548.20308971
"12.5_D",66235.3799232715,1283686.64679795,19.3806791519125,27.2297694243729,2.85728e+11,17.64479303,4313827.44887994
"13.1_B",74981.9980701929,1307896.78577381,17.4428105336623,27.0466631206718,2.5603e+11,17.81655187,3414552.91389171
"15.5_C",43320.4908357434,760730.979673055,17.5605346337715,27.8551891042295,2.54523e+11,17.82560818,5875348.94202988
"15.5_D",30121.0051736988,521618.17885909,17.317422703893,28.387367059716,2.11518e+11,18.11517203,7022275.61066569
"2.3_B",51350.7063724475,1071954.3815419,20.8751633086992,27.604287045085,2.48288e+11,17.86556625,4835142.83521561
"3.4_D",74663.1386367918,1460487.65920333,19.561026844961,27.053231793989,2.88582e+11,17.63045853,3865120.12847254
"5.2_D",72976.7684170343,1382768.66716725,18.9480665855914,27.0883249151905,2.38449e+11,17.92781636,3267464.4982545
"5.6_B",74862.4720326821,1192430.68444181,15.9282835854157,27.0492771043589,2.94176e+11,17.60148425,3929552.31122443
"6.2_D",116294.279414077,1549581.78492973,13.3246604453543,26.4023128124591,4.75478e+11,16.84987463,4088576.00215239
"6.3_C",56992.0696730482,941919.038082078,16.5271948094827,27.4498692076758,2.34287e+11,17.95544876,4110870.18499339
"6.5_B",77406.7328797158,1273803.06479832,16.4559724640195,27.0002357656937,3.1184e+11,17.50803425,4028590.12903407
"6.5_C",57671.6225471688,782058.753933476,13.5605471008526,27.4324294450164,2.46162e+11,17.87952338,4268338.38078108
"7.2_A",60460.1369964253,1424097.37548941,23.5543193620883,27.3691784221007,4.43411e+11,16.95877239,7333939.71677928
"7.4_B",59223.9544809832,1178272.94010337,19.8952087956523,27.3960009339343,2.74011e+11,17.71024996,4626692.06069286
"7.5_B",84008.8465316386,1504520.91902717,17.9090772120119,26.8800036406692,3.53907e+11,17.31121919,4212734.9036594
"9.2_B",66858.0307568598,1266003.99036249,18.9357056441959,27.2157098949915,3.47048e+11,17.34090088,5190819.95193812
"9.3_B",52092.0876047219,772489.747962731,14.8293106205386,27.5821102473411,2.21819e+11,18.04142168,4258209.07165742
"9.3_D",65176.0193560622,945962.02752341,14.5139583065903,27.2529410294095,2.84393e+11,17.65487214,4363460.7146892
